FI;PERSO;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_PC;ETP_PC_EXT;ETP_PC_PA_EXT;ETP_PA;ETP_PA_EXT;ETP_AUTRES;BOR;AN;RS;FI_EJ;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETPSAL_TOT_PUBLIC;ETP_PACT;EFFSAL;ETPSAL;EFFLIB;totetp1
140000027;M3070;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LISIEUX;140000035;1;1;0;0;0;0;0;0;1;1.83;;;2;2.83;0;2.83
140000027;M9999;0;44.83;7.86;10.96;22.13;0;3.09;10.6;0;0;Q20;2024;CENTRE HOSPITALIER DE LISIEUX;140000035;46;30;18;22;0;0;0;0;55.6;43.87;99.47;0;116;99.47;0;99.47
140000076;M1010;;;;;;;;;;;Q20;2024;CH AUNAY-BAYEUX;140000092;;;;2;;;;;0.27;2.11;;;2;2.38;;2.38
140000076;M1050;;;;;;;;;;;Q20;2024;CH AUNAY-BAYEUX;140000092;;;;;;;;;;0.2;;;;0.2;;0.2
140000076;M1070;;;;;;;;;;;Q20;2024;CH AUNAY-BAYEUX;140000092;;;;;;;;;;0.2;;;;0.2;;0.2
140000076;M1090;;;;;;;;;;;Q20;2024;CH AUNAY-BAYEUX;140000092;;;;;;;;;;0.2;;;;0.2;;0.2
140000076;M1120;;;;;;;;;;;Q20;2024;CH AUNAY-BAYEUX;140000092;;;;;;;;;;0.1;;;;0.1;;0.1
140000076;M1180;;;;;;;;;;;Q20;2024;CH AUNAY-BAYEUX;140000092;1;1;;5;;;;;1;3.83;;;7;4.83;;4.83
140000076;M1190;;;;;;;;;;;Q20;2024;CH AUNAY-BAYEUX;140000092;;;;;;;;;;0.2;;;;0.2;;0.2
140000076;M1340;;;;;;;;;;;Q20;2024;CH AUNAY-BAYEUX;140000092;;;;;;;;;0.3;0.2;;;;0.5;;0.5
140000076;M3050;;;;;;;;;;;Q20;2024;CH AUNAY-BAYEUX;140000092;1;;;;;;;;1.2;;;;1;1.2;;1.2
140000076;M9999;;7.5;0.84;;1.47;;;;;;Q20;2024;CH AUNAY-BAYEUX;140000092;2;1;;7;;;;;2.77;7.04;9.81;;10;9.81;;9.81
140000209;M1010;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;3;5;6;8;;;;;3.72;7.71;;;22;11.43;;11.43
140000209;M1020;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;4;5;1;2;;;;;4.1;4.4;;;12;8.5;;8.5
140000209;M1030;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;26;17;4;10;;;;;29.11;22.54;;;57;51.65;;51.65
140000209;M1031;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;5;4;;;;;;;4;3.08;;;9;7.08;;7.08
140000209;M1040;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;15;14;2;;;;;;12.82;10.82;;;31;23.64;;23.64
140000209;M1050;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;2;4;4;4;;;;;1.96;3.79;;;14;5.75;;5.75
140000209;M1070;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;2;2;1;3;;;;;1.7;2.91;;;8;4.61;;4.61
140000209;M1090;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;4;9;6;5;;;;;5.22;10.42;;;24;15.64;;15.64
140000209;M1100;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;7;4;2;1;;;;;6.55;3.04;;;14;9.59;;9.59
140000209;M1110;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;6;4;;1;;;;;4.62;4.32;;;11;8.94;;8.94
140000209;M1120;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;8;8;2;2;;;;;6.9;9.65;;;20;16.55;;16.55
140000209;M1130;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;2;5;1;1;;;;;2.64;2.59;;;9;5.23;;5.23
140000209;M1140;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;11;22;3;17;;;;;9.77;27.95;;;53;37.72;;37.72
140000209;M1150;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;6;6;2;;;;;;4.3;5.5;;;14;9.8;;9.8
140000209;M1160;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;12;4;9;5;;;;;12.49;5.1;;;30;17.59;;17.59
140000209;M1180;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;3;;1;;;;;;3.1;;;;4;3.1;;3.1
140000209;M1190;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;2;4;2;3;;;;;0.91;4.45;;;11;5.36;;5.36
140000209;M1200;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;14;12;10;3;;;;;11.81;13.04;;;39;24.85;;24.85
140000209;M1210;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;3;3;1;1;;;;;3.04;2.13;;;8;5.17;;5.17
140000209;M1310;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;3;4;;1;;;;;2.81;4.53;;;8;7.34;;7.34
140000209;M1320;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;4;8;;;;;;;2.6;7.33;;;12;9.93;;9.93
140000209;M1330;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;9;4;1;1;;;;;8.69;4.54;;;15;13.23;;13.23
140000209;M1340;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;9;1;4;6;;;;;12.16;2.87;;;20;15.03;;15.03
140000209;M2010;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;6;1;;;;;;;5.5;1;;;7;6.5;;6.5
140000209;M2020;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;5;1;3;2;;;;;3.96;1.77;;;11;5.73;;5.73
140000209;M2030;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;10;;1;1;;;;;7.17;0.6;;;12;7.77;;7.77
140000209;M2050;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;4;12;1;10;;;;;2.08;14.5;;;27;16.58;;16.58
140000209;M2060;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;5;2;;1;;;;;4.92;1.6;;;8;6.52;;6.52
140000209;M2070;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;2;4;2;3;;;;;2.18;4.24;;;11;6.42;;6.42
140000209;M2080;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;8;3;;2;;;;;6.5;3.05;;;13;9.55;;9.55
140000209;M2100;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;2;1;;1;;;;;1.41;1.06;;;4;2.47;;2.47
140000209;M2120;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;7;3;;;;;;;4.66;1.16;;;10;5.82;;5.82
140000209;M2130;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;5;1;;;;;;;2.32;1;;;6;3.32;;3.32
140000209;M2140;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;9;;;1;;;;;8;0.1;;;10;8.1;;8.1
140000209;M2150;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;6;2;;;;;;;4.16;2;;;8;6.16;;6.16
140000209;M3011;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;21;13;;4;;;;;13.5;11.21;;;38;24.71;;24.71
140000209;M3012;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;7;16;;5;;;;;4.71;17.36;;;28;22.07;;22.07
140000209;M3020;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;11;9;2;5;;;;;9.5;9.12;;;27;18.62;;18.62
140000209;M3030;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;2;4;6;8;;;;;3;3.68;;;20;6.68;;6.68
140000209;M3040;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;3;6;1;1;;;;;2.57;6.78;;;11;9.35;;9.35
140000209;M3050;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;16;12;;10;;;;;13.71;19.84;;;38;33.55;;33.55
140000209;M3060;;;;;;;;;;;Q20;2024;CHU CAEN;140000100;1;3;;;;;;;0.3;2.75;;;4;3.05;;3.05
140000209;M9999;45.64;332.38;34.01;31.73;;50.72;20.45;;5.77;;Q20;2024;CHU CAEN;140000100;290;242;78;128;;;;;255.17;265.53;520.7;;738;520.7;;520.7
140000233;M1010;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;1;5;2;;;;;;1.64;4.34;;;8;5.98;;5.98
140000233;M1030;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;1;;2;;;;;;3.08;0.01;;;3;3.09;;3.09
140000233;M1040;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;2;;1;;;;;;2.66;;;;3;2.66;;2.66
140000233;M1070;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;;1;1;;;;;;0.73;0.8;;;2;1.53;;1.53
140000233;M1100;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;2;;;2;;;;;2;1.6;;;4;3.6;;3.6
140000233;M1140;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;3;;;;;;;;3;0.1;;;3;3.1;;3.1
140000233;M1160;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;4;1;1;;;;;;3.29;1;;;6;4.29;;4.29
140000233;M1320;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;;2;;3;;;;;;3.84;;;5;3.84;;3.84
140000233;M1340;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;5;2;;;;;;;4.81;1.44;;;7;6.25;;6.25
140000233;M2030;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;;2;;1;;;;;0.94;1.63;;;3;2.57;;2.57
140000233;M2070;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;1;;;;;;;;1;;;;1;1;;1
140000233;M2080;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;;2;;;;;;;;1.16;;;2;1.16;;1.16
140000233;M2100;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;1;;;;;;;;1;;;;1;1;;1
140000233;M3011;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;2;1;;;;;;;2;0.66;;;3;2.66;;2.66
140000233;M3050;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;1;3;;;;;;;1;2.99;;;4;3.99;;3.99
140000233;M3070;;;;;;;;;;;Q20;2024;CH FALAISE;140000118;;1;;;;;;;;1;;;1;1;;1
140000233;M9999;;27.76;2.25;;12.32;;0.43;4.96;;;Q20;2024;CH FALAISE;140000118;23;20;7;6;;;;;27.15;20.57;47.72;;56;47.72;;47.72
140000241;M1010;;;;;;;;;;;Q20;2024;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;;;;2;;;;;0.31;1.39;;;2;1.7;;1.7
140000241;M1320;;;;;;;;;;;Q20;2024;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;1;3;;1;;;;;1.41;2.26;;;5;3.67;;3.67
140000241;M9999;;2.97;;;2.4;;;;;;Q20;2024;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;1;3;;3;;;;;1.72;3.65;5.37;;7;5.37;;5.37
140000258;M1010;;;;;;;;;;;Q20;2024;HOPITAL PRIVE DU PAYS D'AUGE;140000415;;1;1;1;;;;;0.6;1.4;;;3;2;;2
140000258;M1180;;;;;;;;;;;Q20;2024;HOPITAL PRIVE DU PAYS D'AUGE;140000415;3;;;;;;;;3;;;;3;3;;3
140000258;M3050;;;;;;;;;;;Q20;2024;HOPITAL PRIVE DU PAYS D'AUGE;140000415;;2;;;;;;;;0.4;;;2;0.4;;0.4
140000258;M9999;;;;;;;;;;;Q20;2024;HOPITAL PRIVE DU PAYS D'AUGE;140000415;3;3;1;1;;;;;3.6;1.8;;;8;5.4;;5.4
140000290;M1030;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;3;;;;;;;;;;3;
140000290;M1090;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;1;;;;;;;;;;1;
140000290;M1120;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;;;2;;;;;;;;2;
140000290;M1150;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;;1;;;;;;;;;1;
140000290;M1160;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;3;;;;;;;;;;3;
140000290;M2020;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;;;;1;;;;;;;1;
140000290;M2030;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;4;;;;;;;;;;4;
140000290;M2040;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;;;;1;;;;;;;1;
140000290;M2050;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;1;;;;;;;;;;1;
140000290;M2070;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;;;3;1;;;;;;;4;
140000290;M2080;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;2;;;;;;;;;;2;
140000290;M2100;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;1;;;;;;;;;;1;
140000290;M2120;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;1;;;1;;;;;;;2;
140000290;M3011;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;;;;;2;;;;;;;;2;
140000290;M3050;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;1;1;;;;;0.22;0.82;;;2;1.04;;1.04
140000290;M9999;;;;;;;;;;;Q20;2024;CLINIQUE NOTRE DAME;140000449;;;1;1;16;1;7;4;0.22;0.82;;;2;1.04;28;1.04
140000340;M1010;;;;;;;;;;;Q20;2024;FONDATION LA MISERICORDE - BETHARRAM;140025800;1;;0;6;;;;;0.63;3.56;;;7;4.19;;4.19
140000340;M1180;;;;;;;;;;;Q20;2024;FONDATION LA MISERICORDE - BETHARRAM;140025800;;;1;;;;;;0.6;;;;1;0.6;;0.6
140000340;M1320;;;;;;;;;;;Q20;2024;FONDATION LA MISERICORDE - BETHARRAM;140025800;;1;;1;;;;;;1.93;;;2;1.93;;1.93
140000340;M3040;;;;;;;;;;;Q20;2024;FONDATION LA MISERICORDE - BETHARRAM;140025800;;;1;;;;;;0.05;;;;1;0.05;;0.05
140000340;M3050;;;;;;;;;;;Q20;2024;FONDATION LA MISERICORDE - BETHARRAM;140025800;;;;1;;;;;;0.5;;;1;0.5;;0.5
140000340;M9999;;;;;;;;;;;Q20;2024;FONDATION LA MISERICORDE - BETHARRAM;140025800;1;1;2;8;;;;;1.28;5.99;;;12;7.27;;7.27
140000373;M1010;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;2;1;3;;;;;;4.6;2;;;6;6.6;;6.6
140000373;M1030;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;1;;;;;;;;1;;;;1;1;;1
140000373;M1040;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;1;;;;;;;;1.2;;;;1;1.2;;1.2
140000373;M1070;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;;;1;;;;;;0.4;;;;1;0.4;;0.4
140000373;M1090;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;;;1;;;;;;0.35;;;;1;0.35;;0.35
140000373;M1120;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;;;2;;;;;;0.6;;;;2;0.6;;0.6
140000373;M1150;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;;;1;;;;;;0.4;;;;1;0.4;;0.4
140000373;M1160;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;1;;2;;;;2;;1.2;;;;3;1.2;2;1.2
140000373;M1320;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;6;1;;1;;;;;6.05;3;;;8;9.05;;9.05
140000373;M1340;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;1;1;5;1;;;;;3;1;;;8;4;;4
140000373;M2070;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;;;1;;;;1;;0.02;;;;1;0.02;1;0.02
140000373;M3040;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;1;;;;;;;;1;;;;1;1;;1
140000373;M3050;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;1;1;1;1;;;;;1.9;1.8;;;4;3.7;;3.7
140000373;M3070;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;;1;2;1;;;;;0.5;1;;;4;1.5;;1.5
140000373;M9999;;4.79;;;12.23;1.2;2.1;8.7;1;1;Q20;2024;CENTRE HOSPITALIER DE VIRE;140000159;14;5;19;4;;;3;;22.22;8.8;31.02;;42;31.02;3;31.02
140000456;M1010;;;;;;;;;;;Q20;2024;ETS PUBLIC DE SANTE MENTALE;140000316;4;1;0;0;;;;;4;0.5;;;5;4.5;;4.5
140000456;M3020;;;;;;;;;;;Q20;2024;ETS PUBLIC DE SANTE MENTALE;140000316;15;40;0;3;;;;;13.47;38.22;;;58;51.69;;51.69
140000456;M3030;;;;;;;;;;;Q20;2024;ETS PUBLIC DE SANTE MENTALE;140000316;0;1;0;0;;;;;0;0.8;;;1;0.8;;0.8
140000456;M3040;;;;;;;;;;;Q20;2024;ETS PUBLIC DE SANTE MENTALE;140000316;;1;;;;;;;0;1;;;1;1;;1
140000456;M3050;;;;;;;;;;;Q20;2024;ETS PUBLIC DE SANTE MENTALE;140000316;2;4;;;;;;;2;3.5;;;6;5.5;;5.5
140000456;M9999;;49.47;1;;;4.97;;8.05;;;Q20;2024;ETS PUBLIC DE SANTE MENTALE;140000316;21;47;0;3;;;;;19.47;44.02;63.49;;71;63.49;;63.49
140000555;M1010;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;1;1;1;8;;;;;1.6;6.31;;;11;7.91;;7.91
140000555;M1020;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;;5;;1;;;;;0.78;4.82;;;6;5.6;;5.6
140000555;M1030;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;5;3;;;;;;;5.15;3.12;;;8;8.27;;8.27
140000555;M1050;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;;;1;1;;;;;0.4;0.48;;;2;0.88;;0.88
140000555;M1070;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;;;1;1;;;;;0.27;0.67;;;2;0.94;;0.94
140000555;M1090;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;;2;;;;;;;0.05;2;;;2;2.05;;2.05
140000555;M1130;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;7;14;1;12;;;;;6.03;22.13;;;34;28.16;;28.16
140000555;M1150;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;3;1;;1;;;;;3;1.02;;;5;4.02;;4.02
140000555;M1160;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;1;3;2;5;;;;;1.52;3.93;;;11;5.45;;5.45
140000555;M1170;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;11;5;3;1;;;;;10.15;5.24;;;20;15.39;;15.39
140000555;M1200;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;;1;;1;;;;;;1.26;;;2;1.26;;1.26
140000555;M1210;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;2;2;;2;;;;;2;2.9;;;6;4.9;;4.9
140000555;M1310;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;1;2;;;;;;;1;1.69;;;3;2.69;;2.69
140000555;M1330;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;;1;;;;;;;0.15;1;;;1;1.15;;1.15
140000555;M2010;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;3;5;1;3;;;;;3.96;5.53;;;12;9.49;;9.49
140000555;M2020;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;;;1;;;;;;1.64;;;;1;1.64;;1.64
140000555;M2050;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;;1;;1;;;;;;0.2;;;2;0.2;;0.2
140000555;M2120;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;1;1;;;;;;;1;1;;;2;2;;2
140000555;M3011;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;;1;;;;;;;0.05;1;;;1;1.05;;1.05
140000555;M3012;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;2;1;;1;;;;;2.75;1.86;;;4;4.61;;4.61
140000555;M3020;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;;;1;1;;;;;0.2;0.8;;;2;1;;1
140000555;M3030;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;;;;1;;;;;;0.8;;;1;0.8;;0.8
140000555;M3040;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;3;1;;;;;;;3;1;;;4;4;;4
140000555;M3050;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;3;7;;;;;;;1.83;6.57;;;10;8.4;;8.4
140000555;M3060;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;;1;;;;;;;;1;;;1;1;;1
140000555;M3070;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;;1;;2;;;;;;3.11;;;3;3.11;;3.11
140000555;M9999;;;;;;;;;;;Q20;2024;CLCC F BACLESSE;140000639;43;59;12;42;;;;;46.53;79.44;;;156;125.97;;125.97
140002254;M1110;;;;;;;;;;;Q20;2024;ANIDER HEROUVILLE SAINT CLAIR;140000852;;;2;;;;;;0.4;;;;2;0.4;;0.4
140002254;M3050;;;;;;;;;;;Q20;2024;ANIDER HEROUVILLE SAINT CLAIR;140000852;;1;;1;;;;;;1.8;;;2;1.8;;1.8
140002254;M9999;;;;;;;;;;;Q20;2024;ANIDER HEROUVILLE SAINT CLAIR;140000852;;1;2;1;;;;;0.4;1.8;;;4;2.2;;2.2
140002452;M1010;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;4;4;7;8;;;;;6.02;10.56;;;23;16.58;;16.58
140002452;M1030;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;1;2;1;4;;;;;1.23;4.65;;;8;5.88;;5.88
140002452;M1040;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;;3;;;;;;1.55;;;3;1.55;;1.55
140002452;M1050;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;1;;;;;;0.05;;;;1;0.05;;0.05
140002452;M1090;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;1;1;;;;;0.3;0.14;;;2;0.44;;0.44
140002452;M1120;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;;2;;;;;;0.43;;;2;0.43;;0.43
140002452;M1140;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;;1;;;;;;0.05;;;1;0.05;;0.05
140002452;M1150;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;2;;;;;;0.17;;;;2;0.17;;0.17
140002452;M1160;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;4;4;;;;;0.64;0.62;;;8;1.26;;1.26
140002452;M1320;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;;3;;;;;;1.9;;;3;1.9;;1.9
140002452;M2020;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;3;;;;;;1.11;;;;3;1.11;;1.11
140002452;M2030;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;3;3;;;;;0.61;0.49;;;6;1.1;;1.1
140002452;M2050;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;1;2;;;;;0.05;0.15;;;3;0.2;;0.2
140002452;M2070;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;2;2;;;;;0.21;0.11;;;4;0.32;;0.32
140002452;M2080;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;;2;;;;;;1.64;;;2;1.64;;1.64
140002452;M2130;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;4;;;;;;0.26;;;;4;0.26;;0.26
140002452;M3030;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;16;6;;;;;1.29;0.52;;;22;1.81;;1.81
140002452;M3040;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;;1;;;;;;0.2;;;;1;0.2;;0.2
140002452;M3050;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;;1;;1;;;;;;1.8;;;2;1.8;;1.8
140002452;M9999;;;;;;;;;;;Q20;2024;CLINIQUE DE LA MISERICORDE;140025800;5;7;46;42;;;;;12.14;24.61;;;100;36.75;;36.75
140002619;M1010;;;;;;;;;;;Q20;2024;HAD SANTE CROIX ROUGE - CAEN;750721334;;;1;4;;;;;0.88;0.99;;;5;1.87;;1.87
140002619;M1120;;;;;;;;;;;Q20;2024;HAD SANTE CROIX ROUGE - CAEN;750721334;;;;;;;;;0.1;;;;;0.1;;0.1
140002619;M9999;;;;;;;;;;;Q20;2024;HAD SANTE CROIX ROUGE - CAEN;750721334;;;1;4;;;;;0.98;0.99;;;5;1.97;;1.97
140004136;M1010;;;;;;;;;;;Q20;2024;UNITE PSYCHIATRIQUE - CH BAYEUX;140000092;;;2;;;;;;0.57;0.1;;;2;0.67;;0.67
140004136;M3020;;;;;;;;;;;Q20;2024;UNITE PSYCHIATRIQUE - CH BAYEUX;140000092;5;3;;5;;;;;5;6.87;;;13;11.87;;11.87
140004136;M9999;;9.96;0.83;;1.6;;0.15;;;;Q20;2024;UNITE PSYCHIATRIQUE - CH BAYEUX;140000092;5;3;2;5;;;;;5.57;6.97;12.54;;15;12.54;;12.54
140004383;M1010;;;;;;;;;;;Q20;2024;CHR GEORGES CLEMENCEAU - CAEN;140000100;2;5;;2;;;;;1.3;6.15;;;9;7.45;;7.45
140004383;M1140;;;;;;;;;;;Q20;2024;CHR GEORGES CLEMENCEAU - CAEN;140000100;;;;1;;;;;;0.01;;;1;0.01;;0.01
140004383;M1320;;;;;;;;;;;Q20;2024;CHR GEORGES CLEMENCEAU - CAEN;140000100;1;;;;;;;;0.5;;;;1;0.5;;0.5
140004383;M3020;;;;;;;;;;;Q20;2024;CHR GEORGES CLEMENCEAU - CAEN;140000100;2;1;;;;;;;1.5;1;;;3;2.5;;2.5
140004383;M9999;0.5;6.96;1.34;0.5;;1.15;0.01;;;;Q20;2024;CHR GEORGES CLEMENCEAU - CAEN;140000100;5;6;;3;;;;;3.3;7.16;10.46;;14;10.46;;10.46
140008152;M1190;;;;;;;;;;;Q20;2024;CH PONT L'EVEQUE SITE DU VAL D'AUGE;140000134;1;;;;;;;;1;;;;1;1;;1
140008152;M1320;;;;;;;;;;;Q20;2024;CH PONT L'EVEQUE SITE DU VAL D'AUGE;140000134;;1;1;;;;;;0.75;1;;;2;1.75;;1.75
140008152;M9999;;2;;;0.75;;;;;;Q20;2024;CH PONT L'EVEQUE SITE DU VAL D'AUGE;140000134;1;1;1;;;;;;1.75;1;2.75;;3;2.75;;2.75
