"FI";"FI_EJ";"RS_ET";"AN";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"BIOGENSPE";"MICROBIO";"HEMATO";"IMMUNO";"GENE";"ASSISTMED";"ANOTO";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL"
"350000436";"350055166";"CH DE BROCELIANDE SITE DE MONFORT";"2024";16;;;16;248;0;0;248;5317;0;0;5317;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;217;10521;0;0;30;28;8374;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;5;5;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;3,24;3,24;0;0;0;0;0;0;0,96;0;4,2;;;0;3;0;38;70;21;5;25;162;1;0;19;2;1;8;0;0;0;36;66;228;0;1,26;0;26,49;44,44;17,51;1,21;6,91;97,82;0,83;0;16,4;1,85;0,85;7,03;0;0;0;31,14;57,25;155,07;;;;;;;;16;;30;30;296;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"360000038";"360000046";"CH LA TOUR BLANCHE - ISSOUDUN";"2024";56;;;56;2398;0;0;2398;13899;0;0;13899;2;;1;3;46;0;71;117;322;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;123;633;34179;15;5979;;;;;;;;1;12909;0;;;;;;0;;;1;0;0;0;0;0;0;;;;;1;322;0;0;0;0;0;0;0;0;1;28;1;8;0;3;1;1;0;2;1;35;0;0;0;0;0;0;0;0;0;0;0;19,72;1;6,4;0;0,45;0,2;0,22;0;2;0,28;22,75;11;10,78;5;6;0;74;108;37;4;34;268;3;1;55;7;4;5;0;4;1;58;134;402;3,75;5,82;0;71,27;105,16;36,74;3,36;29,34;255,44;2,95;1;54,45;6,36;3,73;4,66;0;4,03;1;58,6;133,05;388,49;;;;;;;;56;;123;;174;1;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"360000145";"360000061";"CH LA CHATRE";"2024";25;;;25;361;0;0;361;6830;0;0;6830;3;;;3;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;35;207;6412;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;7;7;0;0;0;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;3,46;3,46;0;0;0;0;0;0;0,8;0;4,26;;;0;2;1;18;32;11;0;3;67;0;0;25;1;1;3;0;0;0;31;60;127;0;2;0,25;15,95;31,33;10,37;0,14;2,39;62,43;0;0;23,84;1;1;1,33;0;0;0;30,8;56,97;119,4;;;;;;;;25;0;35;0;345;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"360002232";"360000541";"CENTRE DE CONVALESCENCE ET DIÉTÉTIQUE MANOIR EN BERRY";"2024";25;0;0;25;896;0;0;896;6104;0;0;6104;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;92;1034;25089;3;11;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;6;4;0;0;0;0;2;0;2;0;10;3;0;0;0;1;0;0;0;0;2;7;3,1;2,1;0;0;0;0;1,1;0;1,2;0;5,4;;;0;2;1;20;16;23;1;9;72;1;0;8;2;0;2;0;0;0;8;21;93;0;1,5;1;18,4;15,5;21,8;0,2;6,15;64,55;1;0;6,9;1,8;0;1;0;0;0;7,6;18,3;82,85;;;;;;;;25;;92;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"370001158";"370004327";"CH SAINTE MAURE DE TOURAINE";"2024";14;;;14;456;0;0;456;4196;0;0;4196;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1,21;1,21;0;0;0;0;0;0;0;0;1,21;1;1;0;1;0;10;8;8;0;1;28;2;0;12;0;0;0;0;0;0;19;33;61;0;0,5;0;8,3;7,61;2,39;0;0,06;18,86;0,46;0;2,76;0;0;0;0;0;0;1,61;4,83;23,69;;;;;;;;14;;;;254;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"380000026";"380780031";"CH FABRICE MARCHIOL LA MURE";"2024";35;0;0;35;1129;0;0;1129;10674;0;0;10674;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;177;5667;0;0;30;38;10680;;;;;1;5141;0;;;;;;0;;;1;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;17;6;3;2;3;1;0;0;2;0;22;0;0;0;0;0;0;0;0;0;0;0;13,09;5;3,49;0,6;0,6;0,2;0;0;1,14;0;14,83;;0,17;2;3;0;49;47;31;0;5;137;1;0;26;4;2;3;0;7;0;31;72;209;1,16;4,5;0;39,61;46,73;30,49;0;4,01;126,5;1;0;24,74;2,54;1,54;1,83;0;6,64;0;27,84;64,59;191,09;;;;;;;;35;0;20;30;120;1;1;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;2;0;;574;1;2
"380000042";"380780056";"CH YVES TOURAINE";"2024";68;;;68;3806;0;0;3806;18461;0;0;18461;2;;;2;74;0;0;74;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;68;539;19661;10;2714;;;;;;;;1;17582;0;;;;;;0;;;1;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;23;8;6;0;1;0;0;0;2;0;26;0;0;0;0;0;0;0;0;0;0;0;16,47;6,35;4,54;0;0,4;0;0;0;1,58;0;18,45;1;1,72;0;5;0;79;76;39;3;21;223;0;0;45;6;3;5;0;5;0;30;91;314;0;4,71;0;68,82;70,8;35,96;1,14;17,11;198,54;0;0;39,24;4,25;3;3,16;0;4,52;0;25,66;76,83;275,37;;;;;;;;70;;60;;110;1;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;;1;75;2;8
"380000059";"380780072";"CH de Rives";"2024";32;0;0;32;368;0;0;368;5815;0;0;5815;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;235;8070;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;5;2;0;0;1;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;3,64;2,47;0;0;0,4;0;0;0;0,9;0;4,94;2;0,96;0;4;0;24;26;19;1;6;80;2;0;21;3;1;3;0;1;0;24;54;134;0;3;0;21,43;27,7;17,34;0,5;4,43;74,4;1,86;0;19,23;3;1;2,72;0;0,47;0;24,18;51,46;125,86;;;;;;;;32;;30;;148;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"380000109";"380780213";"CH DE SAINT LAURENT DU PONT";"2024";6;;;6;138;0;0;138;2076;0;0;2076;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;23;239;7345;0;0;76;47;21194;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;8;7;0;0;0;0;0;0;2;0;10;0;0;0;0;0;0;0;0;0;0;0;5,38;5,28;0;0;0;0;0;0;1,8;0;7,18;1;0,93;0;2;0;27;44;28;2;9;112;2;0;25;5;2;4;0;1;0;21;58;170;0;1,58;0;25,19;42,7;28,67;0,75;4,68;103,57;0,43;0;10,92;3,84;1,15;0,32;0;0,4;0;7,53;23,44;127,01;;;;;;;;6;0;25;76;243;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"390000057";"390780153";"CH LEON BERARD MOREZ";"2024";12;0;0;12;618;0;0;618;3080;0;0;3080;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;140;3787;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;8;0;6;0;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;5,75;0,04;5,07;0;0,2;0;0;0;0;0;5,95;;0,02;0;1;0;17;14;6;0;0;38;0;0;7;0;0;0;0;3;0;11;21;59;0;0,99;0;15,68;13,44;7,35;0;0;37,46;0;0;7,82;0;0;0;0;2,91;0;10,97;21,7;59,16;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"400000147";"400780268";"CH DE SAINT SEVER";"2024";13;;;13;532;0;0;532;3947;0;0;3947;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;401;11198;30;1556;40;38;14388;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;8;0;0;0;0;0;0;0;2;0;10;0;0;0;0;0;0;0;0;0;0;0;6,7;0;0;0;0;0;0;0;2;0;8,7;;;0;2;0;21;54;12;4;6;99;1;0;9;3;1;0;0;0;0;14;27;126;0;2;0;20,8;53,9;11,8;3,8;5,7;98;1;0;8,7;2,5;1;0;0;0;0;14;26,2;124,2;;;;;;;;15;0;30;40;32;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"410000053";"410000111";"CH SAINT AIGNAN";"2024";25;;;25;385;0;0;385;6227;0;0;6227;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;299;9896;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;4;4;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;3,28;3,28;0;0;0;0;0;0;1,33;0;4,61;2;1,16;0;2;0;12;25;1;2;6;48;1;0;4;1;1;6;0;1;0;14;27;75;0;1,15;0;11,29;23,9;1,73;0,23;3,99;42,29;0,16;0;3,43;0,35;0,35;4,43;0;1;0;7,92;17,29;59,58;;;;;;;;25;0;45;0;447;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"420000317";"420016933";"CH DE PELUSSIN";"2024";8;;;8;104;0;0;104;1409;0;0;1409;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;14;86;2358;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;0;1;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0,36;0;0,36;;;0;1;0;11;16;15;1;0;44;0;0;12;1;1;1;0;0;0;13;27;71;0;0,5;0;6,37;11,28;8,61;0,2;0;26,96;0;0;7,39;0,6;0,6;0,49;0;0;0;5,59;14,07;41,03;;;;;;;;8;;28;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"430000299";"430000059";"CH DE CRAPONNE SUR ARZON";"2024";21;;;21;531;0;0;531;5768;0;0;5768;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;2;2;0;0;0;0;0;0;2;0;4;10;10;0;0;0;0;0;0;0;0;10;0,3;0,3;0;0;0;0;0;0;0,9;0;1,2;;;0;2;0;20;26;45;1;1;95;2;0;9;0;0;1;0;0;0;22;34;129;0;1;0;12,72;14,39;5,77;0,5;0,93;35,31;0,8;0;3,09;0;0;0,3;0;0;0;1,91;6,1;41,41;;;;;;;;21;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"430000307";"430000067";"CH PIERRE GALLICE DE LANGEAC";"2024";25;;;25;257;0;0;257;4027;0;0;4027;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;40;22;10835;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;1;1;0;0;0;0;0;0;1;2;4;7;7;0;0;0;0;0;0;0;0;7;0,8;0,8;0;0;0;0;0;0;0,93;0,2;1,93;;;0;2;0;15;32;12;1;4;66;0;0;12;2;1;5;0;1;0;29;49;115;0;2;0;11,94;30,51;13,18;0,78;1,9;60,31;0;0;10,7;1,68;1;3,06;0;0,75;0;27,14;43,33;103,64;;;;;;;;25;0;0;40;160;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;;;;;;
"430000356";"430000091";"CH D' YSSINGEAUX";"2024";15;;;15;296;0;0;296;5066;0;0;5066;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;333;9532;0;0;30;16;10422;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;1;1;0;0;0;0;0;0;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0,6;0,6;0;0;0;0;0;0;1,6;0,1;2,3;;;0;2;0;28;47;52;1;6;136;2;0;14;3;1;9;0;0;0;21;49;185;0;1,23;0;24,27;45,77;48,61;1;4,34;125,22;2;0;12,82;1,66;0,86;5,7;0;0;0;19,87;42,05;167,27;;;;;;;;15;;30;30;379;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"440001253";"440028538";"CHIC DE LA PRESQU'ILE-SITE DE GUERANDE";"2024";48;;;48;1087;0;0;1087;16791;0;0;16791;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;202;6923;5;801;42;36;13456;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;6;4;0;0;0;0;0;0;2;0;8;0;0;0;0;0;0;0;0;0;0;0;5,93;4,68;0;0;0;0;0;0;1,09;0;7,02;1;1;0;9;0;46;97;22;3;7;184;0;0;28;3;3;7;0;0;0;30;68;252;0;7,51;0;40,62;91,81;29,8;2,42;5,92;178,08;0;0;25,5;2,45;1,8;3,24;0;0;0;29,4;60,59;238,67;;;;;;;;59;;75;42;266;1;1;0;;;;;;;;;;;;;;;;;0;;;37;0;0
"440001287";"440041531";"CHIC PAYS DE RETZ - PORNIC";"2024";30;;;30;569;0;0;569;10880;0;0;10880;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;56;341;10824;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;5;1;0;0;0;0;0;0;3;0;8;0;0;0;0;0;0;0;0;0;0;0;4,06;1,56;0;0;0;0;0;0;2,75;0;6,81;1;1;0;2;0;26;53;18;2;9;110;2;1;14;2;2;5;0;0;0;17;41;151;0;1,5;0;23,52;45,07;14,56;1,4;5,64;91,69;1,84;0,5;10,8;1,49;1,49;3,83;0;0;0;13,3;31,76;123,45;;;;;;;;30;;56;28;351;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"440000883";"440042141";"CH SEVRE ET LOIRE - VERTOU";"2024";30;0;0;30;613;0;0;613;9258;0;0;9258;;0;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;211;6687;0;0;27;16;7488;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;10;10;0;0;0;0;0;0;3;0;13;0;0;0;0;0;0;0;0;0;0;0;7,39;7,39;0;0;0;0;0;0;2,43;0;9,82;2;2;0;4;0;33;59;15;1;5;117;3;1;23;5;2;4;0;0;0;7;43;160;0;1,68;0;23;35,85;8,09;0,68;2,91;72,21;2,86;1;17,22;2,61;1,72;3,89;0;0;0;5,43;33,01;105,22;;;;;;;;30;;89;55;312;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"350005021";"440042844";"POLE GERIATRIQUE RENNAIS";"2024";70;0;0;70;1218;0;0;1218;21133;0;0;21133;7;0;0;7;1401;0;0;1401;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;150;1013;47069;10;692;60;54;21151;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;27;7;0;0;0;0;0;0;3;1;31;0;0;0;0;0;0;0;0;0;0;0;19,67;6,22;0;0;0;0;0;0;2,47;0,5;22,64;8;7;0;8;1;93;119;40;7;30;298;4;0;36;4;4;8;0;0;0;35;87;385;0;7,58;1;84,76;117,39;34,29;3,89;26,81;275,72;4;0;32,38;3,56;3,56;7,05;0;0;0;32,91;79,9;355,62;;;;;;;;76;0;150;60;164;1;0;0;;;;;;;;;;;;;;;;;0;0;;15;0;0
"600100861";"440052041";"SSR LNA de Breteuil";"2024";15;;;15;95;0;0;95;739;0;0;739;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;117;1071;40756;45;13534;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;11;1;0;0;0;0;0;0;1;0;12;0;0;0;0;0;0;0;0;0;0;0;10,54;0,82;0;0;0;0;0;0;1,14;0;11,68;;;0;6;0;35;56;26;5;29;157;3;1;27;3;3;1;0;0;0;20;55;212;0;6;0;31,5;60,05;21,23;4,39;36,08;159,25;3;1;26,28;3;3;1,43;0;0;0;17,96;52,67;211,92;;;;;;;;15;;117;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"450000070";"450000112";"CH PITHIVIERS";"2024";28;;0;28;1835;0;61;1896;10282;0;0;10282;6;;;6;87;0;0;87;351;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;223;7173;0;0;36;23;12928;;;;;1;13826;0;;1;0;0;0;0;;;1;0;0;0;0;0;0;;;;;1;351;0;0;0;0;0;0;0;0;1;15;3;5;0;1;0;0;0;1;1;18;2;0;0;0;0;0;0;0;0;0;2;10,74;1,83;4,73;0;0,75;0;0;0;0,91;0,9;13,3;3;4,98;3;4;1;50;81;22;2;5;168;0;0;43;8;4;9;5;6;0;32;103;271;2,7;3,75;1,03;46,07;72,36;21,29;0,83;3,73;151,76;0;0;36,72;6,87;3,8;8,82;5,19;6,91;0,5;24,58;89,59;241,35;;;;;;;;34;;30;48;136;1;1;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;;;49;1;4
"450000120";"450000138";"CH LOUR PICOU - BEAUGENCY";"2024";12;;;12;126;0;0;126;1129;0;0;1129;0;0;0;0;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;13;128;4764;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,26;0;0,26;;;0;2;0;9;11;1;1;2;26;2;0;6;1;1;3;0;0;0;27;39;65;0;2;0;7,8;11;1;0,25;0,91;22,96;0,4;0;1,5;0,5;0,5;0,3;0;0;0;12,7;15,4;38,36;;;;;;;;12;0;13;0;130;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"450000260";"450000161";"CH SULLY-SUR-LOIRE";"2024";11;;;11;195;0;0;195;3793;0;0;3793;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;14;132;4345;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;3;3;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1,4;1,4;0;0;0;0;0;0;1,13;0;2,53;;;0;1;0;10;11;0;1;3;26;0;0;11;0;0;3;0;0;0;28;42;68;0;1;0;8,05;11,79;0;0,23;2,34;23,41;0;0;9,83;0;0;2,66;0;0;0;27,11;39,6;63,01;;;;;;;;11;;14;;217;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"450000336";"450000179";"H. PRIVÉ SAINT JEAN DE BRIARE";"2024";15;;;15;275;0;0;275;4225;0;0;4225;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;184;4922;0;0;40;14;13446;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;4;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;3,92;0;0;0;0;0;0;0;1,05;0;4,97;;;0;4;0;17;31;21;1;5;79;0;0;16;4;1;2;0;0;0;12;34;113;0;2,34;0;16,5;30;13,17;0,13;3,13;65,27;0;0;12,98;2,04;0,74;1,67;0;0;0;5,95;22,64;87,91;;;;;;;;15;;20;40;;1;0;0;;;;;;;;;;;;;;;;;;;;;;
"460000052";"460780091";"CH ST JACQUES ST CERE";"2024";33;;;33;1868;0;0;1868;8264;0;0;8264;0;;;0;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;29;268;7865;0;0;50;26;17086;;;;;1;13009;0;;1;0;0;0;0;;;1;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;0;12;3;0;2;3;1;0;0;2;10;27;0;0;0;0;0;0;0;0;0;0;0;3,05;1,26;0;0,1;0,6;0,2;0;0;1,8;7,3;12,75;1;1,02;3;4;1;50;84;26;2;10;180;1;0;23;1;1;5;0;4;0;28;62;242;2,95;3,25;1;43,97;71,16;23,77;1,18;6,47;153,75;1;0;21,4;1;1;4,23;0;4;0;23,44;55,07;208,82;;;;;;;;53;;29;50;138;1;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
