BOR;AN;FI;RS;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A26;DIM_A27;DIM_A18;DIM_A19;DIM_A20;DIM_A28;DIM_A29;DIM_A30;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A31;DIM_A25;DIM_A32
INFOMED;2024;2B0001739;HAD DE CORSE;2B0001689;;;;;;1;;;;;;;;;;;;;;1;;1;;;;0;;;;;0.3;
INFOMED;2024;2B0003016;CLINIQUE DU CAP;2B0003990;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0.1;
INFOMED;2024;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;;;;0;0;1;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.1;;0.1;
INFOMED;2024;2B0003917;CENTRE JOUR VILLA SAN ORNELLO;2B0003891;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0.1;
INFOMED;2024;2B0004113;CLINIQUE SAN ORNELLO;2B0000467;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0.1;
INFOMED;2024;2B0005359;CH CALVI;2B0005342;0;0;1;;;;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;2B0000012;;;;
INFOMED;2024;2B0005664;CLINIQUE DE TOGA;2B0005656;;;1;;;;;;1;;;;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;;;;0.1;
INFOMED;2024;300000023;CH ALES CEVENNES;300780046;0;0;1;;;;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;;6.02;0;1;
INFOMED;2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;;1;;;1;;;1;;;;;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;;5.12;4.12;0.5;0.5
INFOMED;2024;300000056;CH PONT ST ESPRIT;300780079;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;300780053;0.8;0.8;;
INFOMED;2024;300000064;CH UZES;300780087;;;1;;;1;;;1;;;;0;0;0;0;0;0;0;0;;;;;;1;1;300000031;0.4;;0.05;
INFOMED;2024;300000072;CH LE VIGAN;300780095;0;0;1;;;;0;0;1;;;;0;0;0;0;0;0;0;1;0;1;0;1;;0;0;;0.6;;0.2;
INFOMED;2024;300000080;CHS LE MAS CAREIRON UZES;300780103;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;;2.17;;0;
INFOMED;2024;300000478;CH LES CHATAIGNIERS PONTEILS;300781010;;1;;;;;;1;;;;;1;1;1;1;1;;;;;;;;;;1;300780046;0.3;;;
INFOMED;2024;300002128;CHATEAU DE COULORGUES BAGNOLS SUR CEZE;300000247;;;;;;;;;;0;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;;1;;1;
INFOMED;2024;300002169;SMR LES CADIERES ST PRIVAT DES VIEUX;780020715;;;;;;;0;1;0;;;;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;;0.1;
INFOMED;2024;300002508;CL DU GRAND AVIGNON LES ANGLES;300000213;0;1;0;;;;;;;;;;0;0;1;1;1;0;0;0;;;;;;0;0;;0.03;;0.04;
INFOMED;2024;300008588;NEPHROCARE NIMES NEWCO 3;940023849;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;690780499;;;0.06;
INFOMED;2024;300008638;NEPHROCARE UDM BAGNOLS SUR CEZE NEWCO3;940023849;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;690780499;;;0.02;
INFOMED;2024;300012309;ADENE HAD NIMES;340027937;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;;0.33;0.33;0.1;0.1
INFOMED;2024;300012358;CTRE MED L'EGREGORE CAVEIRAC UGECAM;340015171;0;;;;;;0;0;1;;;;0;0;0;1;1;0;0;1;0;1;0;1;1;1;0;;1;1;0.1;0.1
INFOMED;2024;300013745;ADENE HAD ALES;340027937;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;;0.33;0.33;0.1;0.1
INFOMED;2024;300013778;HAD 3G SANTE NIMES;300013760;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;;0.53;0.53;0.4;0.4
INFOMED;2024;300017209;KENVAL ICG NIMES;300000726;;1;;;;;;;;;;;1;0;1;1;1;0;0;0;;;;;;0;0;;0.3;0.3;0;0
INFOMED;2024;300017423;CTRE MED L'EGREGORE CAVEIRAC AUDAVIE;380804542;;;;;;;;1;;;;;0;0;0;0;0;;;1;0;1;1;1;1;1;0;;0.68;0.68;0.1;0.1
INFOMED;2024;300780111;SMR LA POMAREDE FILIERIS;750050759;;;;;;;;;1;;;;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;;0;;0.2;
INFOMED;2024;300780137;NOUVELLE CL BONNEFON ALES;920028396;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;;0.8;0;0.25;0
INFOMED;2024;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;;1;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;0;0;0;;0;;2.5;;0;
INFOMED;2024;300780210;CL BELLE RIVE VILLENEUVE LES AVIGNON;300000148;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;;1.06;1.06;0.1;0
INFOMED;2024;300780244;CL DU PONT DU GARD REMOULINS;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;300780269;CL LES SOPHORAS NIMES;300000197;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;;0.06;;0.06;
INFOMED;2024;300780285;CL VALDEGOUR NIMES;300000726;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.5;;0.1;
INFOMED;2024;300780442;CTRE SSR LES CHATAIGNIERS MOLIERES CAV;300017464;;;;;;;;;1;;;;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;340000272;0.4;;0.1;
INFOMED;2024;300780491;CL LES OLIVIERS GALLARGUES;340016963;;;;;;;;1;;;;;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;;0.7;0.5;0.2;0.1
INFOMED;2024;300781424;CL LA CAMARGUE BOUILLARGUES;300000692;;;;;;;;;;1;;;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;;;;;
INFOMED;2024;300782117;CHU NIMES CAREMEAU;300780038;;;1;;;;;;1;;;1;0;0;0;0;0;0;1;0;;;;;;;0;;24.09;20.26;3.42;0
INFOMED;2024;300786274;INSTITUT REINS AVEUGLES ARAMAV NIMES;300786266;0;0;0;0;;;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;1;0;0;;;;0.1;
INFOMED;2024;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;;2.65;2.65;1;1
INFOMED;2024;310000187;SA CL DE BEAUPUY;310000187;;;;;;0;;;;;;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;;0.9;0.9;0.1;0.1
INFOMED;2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;;1;;;;;;;1;;;;0;0;0;0;0;;;1;1;0;0;1;0;0;1;310180013;3.6;3.6;0.9;0.9
INFOMED;2024;310000336;CH REVEL;310780713;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;;1;0;0;1;810000380;0.2;0.1;0.2;0.2
INFOMED;2024;310000369;CH GERARD MARCHANT TOULOUSE;310780754;;;;;;;;;;1;;;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;310781406;3.7;;0.1;
INFOMED;2024;310000427;SA AUFRERY;310000427;;;;;;;;;;;;1;0;0;0;0;0;1;1;0;0;0;0;;;;0;;0.1;;0.1;
INFOMED;2024;310005459;HAD SANTE RELAIS DOMICILE;310021886;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;0.5;;;
INFOMED;2024;310013628;CH MURET;310786256;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;310781406;2.3;1;0;0
INFOMED;2024;310014329;SSR BASSE VISION A MATHIS ST GAUDENS;310781562;;;;;;;1;;;;;;0;0;0;0;0;;;1;1;0;1;0;0;0;0;;0.13;0.13;0.07;0.07
INFOMED;2024;310020938;CL SMR VAL DE SAUNE QUINT FONSEGRIVES;310025010;;;;;;;0;1;0;;;;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;;0.1;;0.1;
INFOMED;2024;310021571;CL DES MINIMES TOULOUSE;310021563;1;0;;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;;2.25;0.25;0.2;0.2
INFOMED;2024;310023007;CL LA RECOUVRANCE;810005678;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0.1;;0.08;
INFOMED;2024;310026083;CL RIVE GAUCHE TOULOUSE;310026075;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;0;0;1;0;;4.29;3.65;0;0
INFOMED;2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;;4.28;2.75;0.33;
INFOMED;2024;310780119;CL DE MONTBERON;310000047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.4;0.4;0.4;
INFOMED;2024;310780143;CL DU CHATEAU DE SEYSSES;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4.2;;0.14;
INFOMED;2024;310780234;CL DU CABIROL COLOMIERS;920030871;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;310780259;CL PASTEUR TOULOUSE;310000096;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;0;;11.9;5.1;1;
INFOMED;2024;310780283;CL DE L'UNION SAINT JEAN;310000112;;;1;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;;13.61;4.19;0.1;
INFOMED;2024;310780358;MAISON DE SANTE DE MAILHOL LABASTIDE;310000146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.8;;0.25;
INFOMED;2024;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;0;0;1;;;;0;1;0;;;;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;1;1;0.33;0.33
INFOMED;2024;310780374;CL DU CHATEAU DE VERNHES BONDIGOUX;310000161;;;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;0;;;;1;0;;2;;0.05;
INFOMED;2024;310780382;CL AMBROISE PARE TOULOUSE;310000179;;;1;;;;;;;;;;1;0;0;0;0;0;1;1;1;0;1;1;0;1;0;;3.72;;0.4;
INFOMED;2024;310780481;MECS CASTELNOUVEL LEGUEVIN UGECAM;340015171;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;;0;0;0;1;1;0;0;1;0;0;0;;0.8;;;
INFOMED;2024;310781000;CL DES CEDRES CORNEBARRIEU;310788880;0;0;1;0;0;1;;;;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;6.13;4;2.7;
INFOMED;2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;310781067;1;1;1;1
INFOMED;2024;310781125;CL ST ROCH FRONTON;310000419;;;;;;;;;1;;;;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;;0.1;0.1;0.2;0.2
INFOMED;2024;310781141;CL DU VIEUX CHATEAU D'OC CASTELMAUROU;310000435;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;310781174;CL BLAGNAC;310025010;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;;;;;;0;0;;0.2;;0.1;
INFOMED;2024;310781422;CENTRE PAUL DOTTIN RAMONVILLE ST AGNE;310781562;;;;;;;1;;;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;0.88;0.88;0.43;0.43
INFOMED;2024;310781430;CTRE POST CURE ROUTE NOUVELLE TOULOUSE;310788906;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;1;1;1;0;;0.1;0;0.01;0
INFOMED;2024;310781505;CL D'OCCITANIE MURET;310000492;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;3.66;3.66;0;
INFOMED;2024;310781695;POLYCL MEDICALE DE LA LEZE;920030269;;1;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;310781984;CL DE VERDAICH GAILLAC TOULZA;310014378;;;;;;;1;;;;;;0;0;1;1;1;1;1;1;0;0;1;0;0;0;0;;0.5;0.1;0.1;0
INFOMED;2024;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;;2.7;2;0.4;0.4
INFOMED;2024;310782065;AAIR UDM TOULOUSE LE GOFF;310000633;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.05;0.05;0.05;0.05
INFOMED;2024;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;;5.67;;1.6;
INFOMED;2024;310782396;CL SSR KORIAN ESTELA TOULOUSE;310025010;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0.1;
INFOMED;2024;310782446;ARSEAA;310782446;;;;;;;;;;1;;;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;;0.49;;0.25;
INFOMED;2024;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;;;1;1;;;;;1;;;1;0;0;0;0;0;0;0;1;0;0;;;;0;0;;53.2;;5.6;
INFOMED;2024;310783097;CENTRE DE SANTE MENTALE MGEN TOULOUSE;750005068;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;1;;0;0;0;0;0;;0.02;;0.01;
INFOMED;2024;310784558;CRF LES HOPITAUX DE LUCHON;310180013;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;310780671;0.6;0.6;0.1;0.1
INFOMED;2024;310784830;CRF LES GRANDS CEDRES CORNEBARRIEU;310788880;;;;;;;;0;;;;;0;0;0;0;0;;;1;1;0;;;;;0;;1.5;;0.13;
INFOMED;2024;310786389;CL DES PYRENEES COLOMIERS;310001433;0;0;1;;;;0;0;1;;;;0;0;0;1;1;0;1;1;1;1;1;0;0;1;0;;0.51;;0.1;
INFOMED;2024;310786702;SSR DOMAINE DE LA CADENE TOULOUSE;750043713;;1;;;;;;1;;;;;1;1;1;1;1;0;0;0;0;0;0;0;0;0;;;1;;0.5;
INFOMED;2024;310787965;CTRE DE REEDUCATION DU MIRAIL TOULOUSE;310788898;;;;;;;0;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.05;;0.05;
INFOMED;2024;310790472;CL ST ORENS SAINT ORENS DE GAMEVILLE;310790464;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;;;;;;;0;;0.79;;0.2;
INFOMED;2024;310792635;ETAB DE SOINS DE SUITE LE MARQUISAT;310002191;;;;;;;;;1;;;;0;0;0;0;0;0;0;1;0;0;;0;0;0;1;;1;1;0.19;
INFOMED;2024;310792874;SMR ANDRE BOUSQUAIROL;310788997;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;0;;;;;;0;0;;0.15;0.15;0.1;0.1
INFOMED;2024;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;310002712;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;690780499;;;0.07;
INFOMED;2024;320000086;CH AUCH EN GASCOGNE;320780117;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;0;0;;8.9;8.9;1;1
INFOMED;2024;320000094;CHS DU GERS;320780125;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;1.9;;0.6;
INFOMED;2024;320000102;CH CONDOM;320780133;1;0;0;0;0;0;1;0;0;0;0;0;1;;1;1;1;1;1;;1;0;0;1;1;0;1;320782758;0.97;;0.03;
INFOMED;2024;320000110;EPS LOMAGNE SITE DE FLEURANCE;320004310;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;320780117;0.5;;0.1;
INFOMED;2024;320000128;CH GIMONT;320780158;;;1;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;320780117;0.8;0.8;0.2;0
INFOMED;2024;320000144;CHI LOMBEZ SAMATAN;320780174;0;0;1;;;;0;1;0;;;;0;0;0;1;1;0;1;1;1;0;0;0;0;0;1;320780117;0.6;0.6;0.2;0
INFOMED;2024;320000151;CH DE MAUVEZIN;320780182;0;0;1;;;;0;0;1;;;;1;;1;1;1;0;0;0;0;0;0;0;0;0;1;320000086;0.5;;0.1;0.1
INFOMED;2024;320000177;CH NOGARO;320780208;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.1;0.1;0.2;0.2
INFOMED;2024;320004930;POLE DE SANTE LA REVISCOLADA MONTEGUT;320000565;;;;;;;1;;;;;;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;;2;;0.38;
INFOMED;2024;320780109;CL PSY D'EMBATS AUCH;320000078;;;;;;;;;;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;
INFOMED;2024;320780323;CTRE PEDIA ST JACQUES MPR MONTEGUT;750810590;;;;;;;;1;;;;;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;;0.5;0.5;;
INFOMED;2024;330000217;MAISON DE SANTE MARIE GALENE;330780347;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;;1;0.9;;
INFOMED;2024;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;0;0;1;0;1;0;;;;;;;0;0;0;0;1;0;0;1;1;1;0;1;1;0;0;;2.04;2.04;0.9;0.9
INFOMED;2024;330000340;MSP BORDEAUX BAGATELLE;330780552;;;1;;;1;;;1;;;;0;0;1;1;1;0;1;0;;;;;;1;0;;6.4;6.4;1.25;1.15
INFOMED;2024;330000431;MONTALIER;330000431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;330000779;0.33;;0.1;
INFOMED;2024;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;;2;1.3;2.47;1.11
INFOMED;2024;330000571;CH DE LA HAUTE GIRONDE;330781220;;1;;;;;;1;;;;;0;0;0;0;0;;;0;0;1;1;1;1;1;1;330781253;2.8;;0.2;
INFOMED;2024;330000589;CH SUD GIRONDE - SITE LANGON;330027509;;;1;;;1;;;1;;;;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;;2.62;;0.25;
INFOMED;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;12.86;12.8;1.2;1.2
INFOMED;2024;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;330000605;1;0;0.01;0
INFOMED;2024;330000639;CH CHARLES PERRENS;330781287;;;;;;;;;;1;;;0;0;0;0;0;0;0;1;0;1;0;0;0;1;;;3.5;3.5;0.5;0.5
INFOMED;2024;330000647;CH DE CADILLAC;330781295;;;;;;;;;;1;;0;0;0;0;0;0;0;0;1;1;1;0;1;1;;0;;3;;0.2;
INFOMED;2024;330000662;INSTITUT BERGONIE;330781329;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;8.37;;1.7;
INFOMED;2024;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;330000779;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;;1;;1;1;0;0;;1;0;0.6;0
INFOMED;2024;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;330000308;0.4;0;0;0
INFOMED;2024;330024928;CENTRE DE REEDUCATION AVICENNE;330050899;0;;;;;;;1;;;;;0;0;0;0;1;0;1;1;0;1;1;0;0;1;0;;1;1;0.1;0.1
INFOMED;2024;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;;;;0;0;1;;;;;;;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;;1;;;
INFOMED;2024;330054453;ANTENNE AUTODIALYSE CTMR;330000258;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;1;330780081;;;;
INFOMED;2024;330056516;ANTENNE/UNITE DE DIALYSE CTMR;330000258;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;1;330780081;;;;
INFOMED;2024;330057654;KORIAN LES FLOTS;310024732;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;0.1;
INFOMED;2024;330059106;SSR LE HILLOT;330781386;0;0;0;0;0;0;;1;;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;0.17;0.17;;
INFOMED;2024;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0;;1.5;1.5;0.2;0.2
INFOMED;2024;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;0;0;1;;;;;;;;;;1;0;1;1;1;0;1;1;1;0;0;1;0;0;0;;3;2;0.11;
INFOMED;2024;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;0;0;1;;;;0;0;1;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;;2;;0.5;
INFOMED;2024;330780115;CLINIQUE TIVOLI-DUCOS;330000076;;;1;;;;;;;;;;0;0;1;1;1;0;0;1;1;1;1;0;0;1;0;;1.5;;0.4;
INFOMED;2024;330780206;CLINIQUE D'ARCACHON;330000126;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;2;2;0.1;0.1
INFOMED;2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;;;1;;;;;;;;;;;;1;1;1;;;0;;;;;;0;0;;3.03;3.03;0.4;0.4
INFOMED;2024;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;0;0;1;;;;;;;;;;0;0;1;1;1;;;0;0;0;0;0;0;0;0;;1;;;
INFOMED;2024;330780289;HOPITAL DE JOUR L'OISEAU LYRE;330790809;;;;;;;;;;1;;;1;1;1;1;1;0;0;0;;;;;;0;1;330781295;0;;0;
INFOMED;2024;330780313;MAISON DE SANTE LES PINS;330000191;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;;0.5;0.5;0.15;
INFOMED;2024;330780321;CLINIQUE BETHANIE;330000209;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;;0.02;;0.01;
INFOMED;2024;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;1.5;0;0;0
INFOMED;2024;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
INFOMED;2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;;1;;;;;;1;;;;;1;1;1;1;0;;;1;1;0;;;;0;0;;8.34;4.8;1;0.4
INFOMED;2024;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;0;1;0;;;;;;;;;;1;0;1;1;1;0;0;1;1;1;1;1;0;1;0;;3;;0.2;
INFOMED;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;;;1;;;1;;;1;;;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;2;;0.5;
INFOMED;2024;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;0;0;1;;;;0;0;1;;;;1;0;0;0;0;0;1;1;1;0;0;0;0;1;1;;4;4;0.2;0.2
INFOMED;2024;330780511;CLINIQUE SAINTE-ANNE;330000316;;;1;;;;;;;;;;0;0;0;1;1;0;0;1;1;1;1;0;0;1;0;;1;;0.1;
INFOMED;2024;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;;;1;;;1;;;1;;;;0;0;0;0;0;;;0;;;;;;;;;3.97;;0.5;
INFOMED;2024;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;;3;2.4;0.75;0.75
INFOMED;2024;330780560;CENTRE DE SSR LA PIGNADA;330781386;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;1;1;0.1;0.1
INFOMED;2024;330780750;CSSR LES LAURIERS;330056540;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0.37;0.09;0.11;
INFOMED;2024;330780768;MAISON DE REPOS L'AJONCIERE;330780552;;;1;;;1;;;1;;;;0;0;0;0;0;;;0;0;0;;;;0;1;330000340;0.2;0.2;0.1;0.1
INFOMED;2024;330781139;CRF LA TOUR DE GASSIES;330056540;1;;;;;;1;;;;;;0;0;0;0;0;0;0;0;;;;;;;0;;0.98;0.1;0.29;
INFOMED;2024;330781154;CLINIQUE LES GRANDS CHENES;330055542;;;;;;;0;1;0;;;;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;330802778;0.3;;;
