BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;EFFLIB_PKT;ETPSAL_PKT;EFFLIB_MED;ETPSAL_MED;GAR_SEN;AST_SEN;EFFLIB_PNM;ETPSAL_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU
PSY;2024;320780109;CL PSY D'EMBATS AUCH;320000078;TOT;0;;;0;68;;;;;24820;20;;;428;26550;;;;;7908;;;;;;;;;;;;;588;;3;0.23;3;;;;;;22.1;4.6;2.5;0.5;1
PSY;2024;330000431;MONTALIER;330000431;GEN;;;;;77;;;;;22000;5;2;;388;21185;;;;;1038;602;;;;;;;;;;;;150;24;;2.97;;;0;0;;84.74;27.77;4.1;1.14;;27.57
PSY;2024;330000431;MONTALIER;330000431;TOT;0;;;0;77;;;;;22000;5;2;;388;21185;;;;;1038;602;;;;;;;;;;;;150;24;;2.97;;;;;;84.74;27.77;4.1;1.14;;27.57
PSY;2024;330000639;CH CHARLES PERRENS;330781287;GEN;;9;;;390;0;0;0;11;147277;163;0;0;3761;143244;0;0;0;3603;18232;0;0;11;23;0;62752;37449;0;35219;2688;14143;581;21305;17031;;89.3;;17.01;1;0;;918.45;527.85;125.22;47.03;17.02;31.16
PSY;2024;330000639;CH CHARLES PERRENS;330781287;INF;;4;;;26;15;;;11;11176;114;0;0;229;4929;574;;;3787;7245;0;0;6;9;0;19776;14112;0;2947;54;6192;1476;7138;5572;;27.59;;0.56;0;1;;276.39;134.44;14.11;29.74;22.77;19.6
PSY;2024;330000639;CH CHARLES PERRENS;330781287;PEN;;;;;0;;;;;0;0;;0;0;0;;;;;0;;0;;;;;;;31901;;;;1831;1831;;4.31;;0;;;;24.56;13.87;0;3.7;2;1.55
PSY;2024;330000639;CH CHARLES PERRENS;330781287;TOT;1;;;1;416;15;0;0;22;158453;277;0;0;3990;148173;574;0;0;7390;25477;0;0;17;32;0;82528;51561;0;70067;2742;20335;2057;29779;24434;;121.2;;17.57;;;;1219.4;676.16;139.33;80.47;41.79;52.31
PSY;2024;330000647;CH DE CADILLAC;330781295;GEN;;6;;;342;15;8;0;0;117530;117;0;0;2332;108996;3229;1811;0;0;13437;0;0;12;24;5;71683;7424;13183;9712;1085;1987;6;11002;9076;;33.76;;7.45;1;0;;737.33;425.28;133.25;26.11;10.69;45.1
PSY;2024;330000647;CH DE CADILLAC;330781295;INF;;2;;;0;10;;;0;0;72;0;0;0;0;1237;;;0;6840;0;0;17;1;3;42707;736;2811;453;199;2;27;3858;3668;;11.06;;0;0;0;;129.49;43.91;4.49;30.47;19.93;14.94
PSY;2024;330000647;CH DE CADILLAC;330781295;PEN;;;;;40;;;;;14640;0;;0;266;10709;;;;;0;;0;;;;;;;0;;;;218;0;;1.6;;0.5;;;;72.53;36.67;28.92;1;2;2
PSY;2024;330000647;CH DE CADILLAC;330781295;TOT;1;;7;0;382;25;8;0;0;132170;189;0;0;2598;119705;4466;1811;0;0;20277;0;0;29;25;8;114390;8160;15994;10165;1284;1989;33;14979;12704;;46.42;;7.95;;;;939.35;505.86;166.66;57.58;32.62;62.04
PSY;2024;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;330000779;GEN;;;;;;;;;;;70;;;;;;;;;12601;;;1;;1;3303;;3258;1057;;;;392;267;;5;;1.18;0;0;;;9;;4;1.5;5.5
PSY;2024;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;330000779;TOT;0;;;0;;;;;;;70;;;;;;;;;12601;;;1;;1;3303;;3258;1057;;;;392;267;;5;;1.18;;;;;9;;4;1.5;5.5
PSY;2024;330058504;CENTRE AMBULATOIRE DE CENON;330059825;GEN;;1;;;;;;;;;20;;1;;;;;;;6542;;30;;;;;;;;;;;212;;;0.4;2;;0;0;;5.9;5;;0.9;;
PSY;2024;330058504;CENTRE AMBULATOIRE DE CENON;330059825;TOT;1;;0;0;;;;;;;20;;1;;;;;;;6542;;30;;;;;;;;;;;212;;;0.4;2;;;;;5.9;5;;0.9;;
PSY;2024;330058603;ESAP LA RENCONTRE;240000265;GEN;;;;;40;;0;;;14600;0;;;112;6659;;0;;;0;;;;;;;;;;;;;33;;;2.65;;;0;0;;132.57;17.56;74.62;1.73;4.05;11.4
PSY;2024;330058603;ESAP LA RENCONTRE;240000265;TOT;0;;;0;40;;0;;;14600;0;;;112;6659;;0;;;0;;;;;;;;;;;;;33;;;2.65;;;;;;132.57;17.56;74.62;1.73;4.05;11.4
PSY;2024;330780289;HOPITAL DE JOUR L'OISEAU LYRE;330790809;INF;;1;;;;;;;;;33;;17;;;;;;;5285;;490;;;;;;;;;;;42;;;1.2;;;0;0;;23.13;1.83;;1.58;2.08;15.45
PSY;2024;330780289;HOPITAL DE JOUR L'OISEAU LYRE;330790809;TOT;1;;;0;;;;;;;33;;17;;;;;;;5285;;490;;;;;;;;;;;42;;;1.2;;;;;;23.13;1.83;;1.58;2.08;15.45
PSY;2024;330780297;CLINIQUE ANOUSTE;330000175;GEN;;;;;34;0;0;0;0;12410;35;0;0;296;13578;0;0;0;0;6510;0;0;0;0;0;0;0;0;0;0;0;0;477;0;5;0;6;0;0;1;0;24;10.46;8.08;0.8;0;0.32
PSY;2024;330780297;CLINIQUE ANOUSTE;330000175;TOT;0;;;0;34;0;0;0;0;12410;35;0;0;296;13578;0;0;0;0;6510;0;0;0;0;0;0;0;0;0;0;0;0;477;0;5;0;6;0;;;0;24;10.46;8.08;0.8;0;0.32
PSY;2024;330780313;MAISON DE SANTE LES PINS;330000191;GEN;;;;;92;;;;;33580;20;;15;783;32004;0;0;0;0;3654;0;1125;;2;;;4459;;;;;;5660;3500;13;1.6;;3.65;1;1;5;45.34;30.1;1;0.4;1;0.15
PSY;2024;330780313;MAISON DE SANTE LES PINS;330000191;TOT;0;;;0;92;;;;;33580;20;;15;783;32004;0;0;0;0;3654;0;1125;;2;;;4459;;;;;;3000;1500;13;1.6;;3.65;;;5;45.34;30.1;1;0.4;1;0.15
PSY;2024;330780321;CLINIQUE BETHANIE;330000209;GEN;;;;;84;;;;;30744;15;;;774;29931;;;;;16053;;;;;;;;;;;;;1255;;9;2.25;0;1.52;0;0;7;63.42;43.5;12.11;3.92;2.13;1.76
PSY;2024;330780321;CLINIQUE BETHANIE;330000209;INF;;;;;;;;;;;20;;;;;;;;;6256;;;;;;;;;;;;;360;;;0.9;;;0;0;3;8.4;3.78;1;2.01;0.92;0.69
PSY;2024;330780321;CLINIQUE BETHANIE;330000209;TOT;0;;;0;84;;;;;30744;35;;;774;29931;;;;;22309;;;;;;;;;;;;;1492;;9;3.15;0;1.52;;;10;71.82;47.28;13.11;5.93;3.05;2.45
PSY;2024;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;330785072;INF;;1;;;;;;;;;;;;;;;;;;;;;5;;1;20867;;3323;;;;;1749;1749;;3.5;;;0;0;;35.81;6;;14.19;11.8;3.82
PSY;2024;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;330785072;TOT;1;;;0;;;;;;;;;;;;;;;;;;;5;;1;20867;;3323;;;;;1749;1749;;3.5;;;;;;35.81;6;;14.19;11.8;3.82
PSY;2024;330780776;CLINIQUE LES HORIZONS;330056839;GEN;;;;;84;0;0;0;0;26513;0;0;0;646;26513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;403;0;3;0;0;0;0;0;4;49.4;16.34;10.5;1.12;0;1
PSY;2024;330780776;CLINIQUE LES HORIZONS;330056839;TOT;0;;;0;84;0;0;0;0;26513;0;0;0;646;26513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;403;0;3;0;0;0;;;4;49.4;16.34;10.5;1.12;0;1
PSY;2024;330781170;CENTRE READAPT PASTEUR - RENOVATION;330785072;GEN;;;;;42;;;;;13330;4;0;;179;11548;;;;;723;0;;;1;;;80;;576;41;;;130;30;;1.5;;;0;0;;21;8.8;;1.7;1;9.5
PSY;2024;330781170;CENTRE READAPT PASTEUR - RENOVATION;330785072;TOT;0;;;0;42;;;;;13330;4;0;;179;11548;;;;;723;0;;;1;;;80;;576;41;;;130;30;;1.5;;;;;;21;8.8;;1.7;1;9.5
PSY;2024;330781188;CTRE DE REHABILITATION PSYCHO-SOCIALE;330056540;GEN;;;;;25;;;;;9150;25;;;647;4709;;;;;4102;;;;;;;;;;;;;250;;;2.82;;0.53;0;1;;26.72;9.89;;1;6.48;8.19
PSY;2024;330781188;CTRE DE REHABILITATION PSYCHO-SOCIALE;330056540;TOT;0;;;0;25;;;;;9150;25;;;647;4709;;;;;4102;;;;;;;;;;;;;250;;;2.82;;0.53;;;;26.72;9.89;;1;6.48;8.19
PSY;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;GEN;;;;;16;;;;;5840;;;;811;4059;;;;;;;;1;;;3822;;;;;;;1370;1324;;2.52;;;0;0;;33.81;12;14.71;3.1;2;
PSY;2024;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;750821092;TOT;0;;;0;16;;;;;5840;;;;811;4059;;;;;;;;1;;;3822;;;;;;;1390;1324;;2.52;;;;;;33.81;12;14.71;3.1;2;
PSY;2024;330782350;CENTRE PSYCHOTHERAPIQUE LES PLATANES;330000480;INF;;1;;;0;0;;;0;0;35;0;0;;;;;;;9371;;;;;;;;;;;;;82;;;2.1;;;;;;22.78;2;;2.38;4.4;14
PSY;2024;330782350;CENTRE PSYCHOTHERAPIQUE LES PLATANES;330000480;TOT;1;;;0;0;0;0;0;0;0;35;0;0;;;;;;;9371;;;;;;;;;;;;;82;;;2.1;;;;;0;22.78;2;;2.38;4.4;14
PSY;2024;330783614;HOPITAL DE JOUR DU PARC - RENOVATION;330785072;INF;;;;;;;;;;;35;12;;;;;;;;8538;1127;;;;;;;;;;;;215;;;3.76;;;0;0;;34.59;7.64;2.33;2.33;0.95;15.31
PSY;2024;330783614;HOPITAL DE JOUR DU PARC - RENOVATION;330785072;TOT;0;;;0;;;;;;;35;12;;;;;;;;8538;1127;;;;;;;;;;;;215;;;3.76;;;;;;34.59;7.64;2.33;2.33;0.95;15.31
PSY;2024;330783721;HOPITAL GARDEROSE;330781253;GEN;;2;;;95;0;;;;34770;52;;;1047;24551;0;;;;7546;;;6;19;8;17354;6413;5002;5513;892;4004;1;4658;3872;0;10.13;0;0.89;1;0;;218.33;116.11;41.04;4.91;1;11.25
PSY;2024;330783721;HOPITAL GARDEROSE;330781253;INF;;1;;;8;5;;;;2928;52;;;363;826;150;;;;4197;;;3;10;4;11807;788;3219;419;24;2600;268;1718;1434;0;7.85;0;0;0;1;;86.14;41.56;;10.41;6;10.59
PSY;2024;330783721;HOPITAL GARDEROSE;330781253;TOT;1;;1;0;103;5;;;;37698;104;;;1410;25377;150;;;;11743;;;9;29;12;29161;7201;8221;5932;916;6604;269;6230;5222;0;17.98;0;0.89;;;;304.47;157.67;41.04;15.32;7;21.84
PSY;2024;330783960;HOPITAL DE JOUR CENTRE SANTE MENT MGEN;750005068;GEN;;;;;;;;;;;62;;;;;;;;;11306;;;;1;;;2174;;;;;875;722;481;;4.77;;;0;0;;13.94;9.82;;2.02;0.5;1.6
PSY;2024;330783960;HOPITAL DE JOUR CENTRE SANTE MENT MGEN;750005068;TOT;0;;;0;;;;;;;62;;;;;;;;;11306;;;;1;;;2174;;;;;875;722;481;;4.77;;;;;;13.94;9.82;;2.02;0.5;1.6
PSY;2024;330802752;CENTRE JEAN ABADIE - CHU;330781196;INF;;;;;10;;;;;2496;5;;;68;2002;;;;;214;;;;1;;;208;;;;;;78;23;;0.5;;;0;0;;26.26;12.74;5.41;0.86;1.07;1.86
PSY;2024;330802752;CENTRE JEAN ABADIE - CHU;330781196;TOT;0;;;0;10;;;;;2496;5;;;68;2002;;;;;214;;;;1;;;208;;;;;;78;23;;0.5;;;;;;26.26;12.74;5.41;0.86;1.07;1.86
PSY;2024;340000033;CH BEZIERS;340780055;GEN;;3;;;;;;;8;2928;;;;;;;;;2280;;;;;1;;;1010;;57;1;6570;;2892;2584;;2.07;;;1;;;25.94;18.6;1.1;1.06;0.02;0.49
PSY;2024;340000033;CH BEZIERS;340780055;INF;;1;;;5;;;;2;1082;;;;19;194;;;;943;;;;;1;;;41;;;;573;;134;134;;;;;;;;;;;;;
PSY;2024;340000033;CH BEZIERS;340780055;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5903;;;;1335;1335;;1.92;;;;;;4.01;;;4.01;;
PSY;2024;340000033;CH BEZIERS;340780055;TOT;1;;1;1;5;;;;10;4010;;;;19;194;;;;3223;;;;;2;;;1051;;5960;1;7143;;4270;3964;;3.99;;;;;;29.95;18.6;1.1;5.07;0.02;0.49
PSY;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;GEN;;1;;;13;0;0;0;0;4745;15;0;0;237;4504;;;;;3706;;;1;1;1;5597;8147;1626;1847;5;7672;3;1753;1562;0;3.69;0;0;;;0;48.81;33.02;5.95;3.34;0;0
PSY;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;INF;;1;;;0;0;;;0;0;0;0;0;0;0;;;;;;;;0;0;0;;;;;;;;;;0;0;0;0;;;0;0;0;0;0;0;0
PSY;2024;340000223;HOPITAL ST CLAIR SETE HBT;340011295;TOT;1;;0;0;13;0;0;0;0;4745;15;0;0;237;4504;;;;;3706;;;1;1;1;5597;8147;1626;1847;5;7672;3;1753;1562;0;3.69;0;0;;;0;48.81;33.02;5.95;3.34;0;0
PSY;2024;340010149;CL ST CLEMENT;340010099;GEN;;;;;70;;;;;25550;12;;;227;23656;;;;;5677;;;;;;;;;;;;;415;;;3.4;;0.8;0;1;;31.41;14.9;6.6;3;5.91;1
PSY;2024;340010149;CL ST CLEMENT;340010099;TOT;0;;;0;70;;;;;25550;12;;;227;23656;;;;;5677;;;;;;;;;;;;;415;;;3.4;;0.8;;;;31.41;14.9;6.6;3;5.91;1
PSY;2024;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;GEN;;3;;;109;5;;;;36966;44;0;;918;36368;712;;;;13422;0;;5;1;;25772;1071;;4215;406;59;;4905;3930;;14.11;;0.46;1;0;;201.39;115.61;30.57;14.11;6.28;7.49
PSY;2024;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;INF;;1;;;;2;;;;;12;;;;;156;;;;1833;;;4;1;;15428;52;;479;5;839;14;1521;1430;;3.02;;;1;0;;42.77;15.02;;10.17;3.43;11.15
PSY;2024;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;TOT;1;;1;1;109;7;;;;36966;56;0;;918;36368;868;;;;15255;0;;9;2;;41200;1123;;4694;411;898;14;6359;5304;;17.13;;0.46;;;;244.16;130.63;30.57;24.28;9.71;18.64
PSY;2024;340780121;CL LA PERGOLA BEZIERS;340000082;GEN;;;;;116;;;;;38878;15;;;852;38878;;;;;6098;;;;;;;;;;;;;782;;4;0.2;;1.2;0;0;;;32;12.5;1.8;1;3.9
PSY;2024;340780121;CL LA PERGOLA BEZIERS;340000082;TOT;0;;;0;116;;;;;38878;15;;;852;38878;;;;;6098;;;;;;;;;;;;;782;;4;0.2;;1.2;;;;;32;12.5;1.8;1;3.9
PSY;2024;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;GEN;;7;;;200;23;7;;;73200;108;;2;2312;64652;1209;2173;;;24769;;0;7;17;14;46126;52055;29065;11767;3391;3658;90;14864;12370;;36.65;;1.5;0;1;;503.18;359.24;48.41;28.36;2;20.75
PSY;2024;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;INF;;1;;;10;2;;;;3660;32;;;172;2588;161;;;;4507;;;1;5;0;910;24653;;7;9;13;15;5319;4201;;12.42;;1.03;0;1;;90.86;43.01;7.46;13.17;3.81;12.74
PSY;2024;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13478;;;;2090;1977;;;;;;;;;;;;;
PSY;2024;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;TOT;1;;3;0;210;25;7;;;76860;140;;2;2484;67240;1370;2173;;;29276;;0;8;22;14;47036;76708;29065;25252;3400;3671;105;21763;18213;;49.07;;2.53;;;;594.04;402.25;55.87;41.53;5.81;33.49
PSY;2024;340780758;CL RECH MONTPELLIER;340000355;GEN;;;;;168;;;48;;63655;14;;;1106;52151;;;11796;;4440;;;;;;;;;;;;;763;;8;0.9;1;1.84;0;1;4;115.17;43.68;27.65;3.68;4.33;7.97
PSY;2024;340780758;CL RECH MONTPELLIER;340000355;TOT;0;;;0;168;;;48;;63655;14;;;1106;52151;;;11796;;4440;;;;;;;;;;;;;763;;8;0.9;1;1.84;;;4;115.17;43.68;27.65;3.68;4.33;7.97
PSY;2024;340780766;CL LA LIRONDE ST CLEMENT DE RIVIERE;920030269;GEN;;;;;107;;;;;39162;;;;903;37831;;;;;;;;;1;;;459;;;;;;661;;7;0.17;1;1.48;0;0;1;62.12;30.4;9.24;2.52;3.45;1.17
PSY;2024;340780766;CL LA LIRONDE ST CLEMENT DE RIVIERE;920030269;INF;;;;;14;;;;;5124;;;;110;2754;;;;;;;;;1;;;95;;;;;;67;;0;1.27;0;0.16;0;0;;12.35;5.33;2.25;0.5;1.19;3.08
PSY;2024;340780766;CL LA LIRONDE ST CLEMENT DE RIVIERE;920030269;TOT;0;;;0;121;;;;;44286;;;;1013;40585;;;;;;;;;2;;;554;;;;;;727;;7;1.44;1;1.64;;;1;74.47;35.73;11.49;3.02;4.64;4.25
PSY;2024;340780782;CL STELLA VERARGUES;340000371;GEN;;;;;164;;;;;59860;;;;1131;53006;;;;;;;;;;;;;;;;;;765;;7;;;;0;1;;69.44;45.94;16;2.5;1;4
PSY;2024;340780782;CL STELLA VERARGUES;340000371;INF;;;;;4;;;;;1410;;;;24;1410;;;;;;;;;;;;;;;;;;24;;;;;;;0;;;;;;;
PSY;2024;340780782;CL STELLA VERARGUES;340000371;TOT;0;;;0;168;;;;;61270;;;;1155;54416;;;;;;;;;;;;;;;;;;765;;7;;;;;;;69.44;45.94;16;2.5;1;4
PSY;2024;340780790;CL ST ANTOINE;340000389;GEN;;1;;;75;0;0;0;8;27375;0;0;0;479;27361;0;0;0;9141;0;0;0;0;0;0;0;0;0;0;0;0;0;479;0;4;0;0;3;0;0;6;50.16;13.71;19.56;1.69;0;0
PSY;2024;340780790;CL ST ANTOINE;340000389;TOT;1;;0;0;75;0;0;0;8;27375;0;0;0;479;27361;0;0;0;9141;0;0;0;0;0;0;0;0;0;0;0;0;0;479;0;4;0;0;3;;;6;50.16;13.71;19.56;1.69;0;0
PSY;2024;340780931;CL ST MARTIN VIGNOGOUL PIGNAN;340000454;GEN;;;;;90;;;;;32850;12;;;339;30108;;;;;5494;;;;;;;;;;;;;292;;5;;5;4.26;0;1;;53.49;34.08;;6.91;;2.68
PSY;2024;340780931;CL ST MARTIN VIGNOGOUL PIGNAN;340000454;TOT;0;;;0;90;;;;;32850;12;;;339;30108;;;;;5494;;;;;;;;;;;;;292;;5;;5;4.26;;;;53.49;34.08;;6.91;;2.68
PSY;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;INF;;1;;;;1;;;;;37;;;;;42;;;;6210;;;1;3;;2122;12270;;232;9;486;18;3897;2964;;7.96;;1.14;0;1;;52.96;25.58;2;9.41;1.94;5.7
PSY;2024;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;TOT;1;;;0;;1;;;;;37;;;;;42;;;;6210;;;1;3;;2122;12270;;232;9;486;18;3897;2964;;7.96;;1.14;;;;52.96;25.58;2;9.41;1.94;5.7
PSY;2024;340787266;HJ PIJ SETE HBT;340011295;GEN;;1;;;;0;0;0;0;0;;0;0;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;
PSY;2024;340787266;HJ PIJ SETE HBT;340011295;INF;;1;;;1;0;;;0;366;16;0;0;15;33;;;;;1266;;;3;2;0;7869;409;97;138;176;449;600;1179;1094;;4.2;;;;;;23.84;6.63;;7.3;3;6.91
PSY;2024;340787266;HJ PIJ SETE HBT;340011295;TOT;1;;1;0;1;0;0;0;0;366;16;0;0;15;33;;;;;1266;;;3;2;0;7869;409;97;138;176;449;600;1179;1094;;4.2;;;;;;23.84;6.63;;7.3;3;6.91
PSY;2024;350000121;CHP SAINT GREGOIRE;350000303;INF;;;;;;;;;;;20;;;;;;;;;802;;;;;;;;;;;;;110;;;;;;;;1;4.15;1.35;;0.8;1;1
PSY;2024;350000121;CHP SAINT GREGOIRE;350000303;TOT;0;;;0;;;;;;;20;;;;;;;;;802;;;;;;;;;;;;;110;;;;;;;;1;4.15;1.35;;0.8;1;1
PSY;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;GEN;;2;;;80;;10;;;29200;20;;;840;25668;;0;;;3526;;;4;1;4;26044;1765;7479;5607;2595;4409;9;5211;5176;;7.74;;0.81;0;1;;176.17;111.02;33.38;10.26;2.05;7.48
PSY;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;INF;;1;;;7;;;;;2555;28;;;196;1869;;;;;2070;;;3;1;3;15497;1707;254;234;74;191;30;1933;1914;;5.15;;0.2;0;1;;65.17;25.39;5.2;11.05;7.13;8.93
PSY;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;241;;;;163;163;;0.1;;0.72;;;;3.37;2.97;;0.3;;
PSY;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;TOT;1;;0;1;87;;10;;;31755;48;;;1036;27537;;0;;;5596;;;7;2;7;41541;3472;7733;6082;2669;4600;39;7090;7048;;12.99;;1.73;;;;244.71;139.38;38.58;21.61;9.18;16.41
PSY;2024;350000162;CHIRC SITE REDON;350000048;GEN;;1;;;17;3;0;0;0;6588;12;;;257;5707;800;0;;;1666;;;1;1;2;8243;14;3902;3044;524;813;;1919;1476;;2.06;;0.35;0;1;;49.4;33.73;6.36;1.43;0.4;1.84
PSY;2024;350000162;CHIRC SITE REDON;350000048;TOT;1;;;0;17;3;0;0;0;6588;12;;;257;5707;800;0;;;1666;;;1;1;2;8243;14;3902;3044;524;813;;1919;1476;;2.06;;0.35;;;;49.4;33.73;6.36;1.43;0.4;1.84
PSY;2024;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;GEN;;9;;;471;49;3;;;172386;250;0;10;5983;153180;5721;982;;;14607;0;0;14;68;14;103556;38047;24674;22263;5357;15821;43;21710;15707;;49.5;;4.27;1;1;;966.24;582.79;191.95;36.97;16.19;30.78
PSY;2024;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;INF;;3;;;41;4;;;;15006;153;0;;1401;7565;0;;;;4804;0;;23;31;13;42409;15666;1258;1100;125;1933;342;6089;4982;;24.44;;0.7;1;1;;289.93;137.31;31.05;45.96;24.38;20.93
PSY;2024;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;PEN;;;;;40;;;;;14640;20;;;280;10005;;;;;1552;;;;;;;;;26815;;;;1305;1016;;7.04;;0.59;;;;84.55;50.83;16.18;5.78;0.55;1
PSY;2024;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;TOT;1;;13;1;552;53;3;;;202032;423;0;10;7664;170750;5721;982;;;20963;0;0;37;99;27;145965;53713;25932;50178;5482;17754;385;28403;21705;;80.98;;5.56;;;;1340.72;770.93;239.18;88.71;41.12;52.71
PSY;2024;350002119;CLINIQUE DU MOULIN;350000386;GEN;;;;;85;;;;;31110;12;;;566;29744;;;;;7210;;;;;;;;;;;;;470;0;4;0.5;;0.5;0;1;0;34.29;20.29;7.5;2.13;2.48;1.89
PSY;2024;350002119;CLINIQUE DU MOULIN;350000386;TOT;0;;;0;85;;;;;31110;12;;;566;29744;;;;;7210;;;;;;;;;;;;;470;;4;0.5;;0.5;;;0;34.29;20.29;7.5;2.13;2.48;1.89
PSY;2024;350002176;CLINIQUE DE L'ESPERANCE;350000402;GEN;;;;;82;;;;;30012;18;;;771;27538;;;;;2789;;;;;;;;;;;;;641;0;4;;1;1.4;;;2;37.19;20.17;9.86;2.28;1.41;1.47
PSY;2024;350002176;CLINIQUE DE L'ESPERANCE;350000402;TOT;0;;;0;82;;;;;30012;18;;;771;27538;;;;;2789;;;;;;;;;;;;;641;;4;;1;1.4;;;2;37.19;20.17;9.86;2.28;1.41;1.47
PSY;2024;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;GEN;;;;;10;;;;;2360;10;;;82;2244;;;;;1865;;;;;;;;;;;;;59;;;1.95;;;0;0;;8.82;7.43;;1.06;0.14;0.19
PSY;2024;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;TOT;0;;;0;10;;;;;2360;10;;;82;2244;;;;;1865;;;;;;;;;;;;;54;;;1.95;;;;;;8.82;7.43;;1.06;0.14;0.19
PSY;2024;350002754;CENTRE RÉADAPTATION ESCALE THÉBAUDAIS;440042844;GEN;;;;;0;0;0;30;0;0;15;0;0;0;0;0;0;7992;;2520;0;0;0;0;1;0;0;805;0;0;0;0;77;38;;1;;;0;0;;18.26;15.28;0.64;0.34;0.1;1.9
PSY;2024;350002754;CENTRE RÉADAPTATION ESCALE THÉBAUDAIS;440042844;TOT;0;;;0;0;0;0;30;0;0;15;0;0;0;0;0;0;7992;;2520;0;0;0;0;1;0;0;805;0;0;0;0;77;38;;1;;;;;;18.26;15.28;0.64;0.34;0.1;1.9
PSY;2024;350044756;CLINIQUE PHILAE;350044749;GEN;;;;;;;;;;;30;;;;;;;;;0;;;;;;;;;;;;;;;;0.07;;;;;;;;;;;
PSY;2024;350044756;CLINIQUE PHILAE;350044749;TOT;0;;;0;;;;;;;30;;;;;;;;;0;;;;;;;;;;;;;;;;0.07;;;;;;;;;;;
PSY;2024;350054680;POLYCLINIQUE SAINT LAURENT;220020739;GEN;;;;;77;;;;;28105;12;;0;931;27408;;;;;1593;;;;;;;;;;;;;750;0;4;;;1.8;0;1;0;43.25;29.8;9.6;1.75;1.1;1
PSY;2024;350054680;POLYCLINIQUE SAINT LAURENT;220020739;TOT;0;;;0;77;;;;;28105;12;;0;931;27408;;;;;1593;;;;;;;;;;;;;750;;4;;;1.8;;;0;43.25;29.8;9.6;1.75;1.1;1
PSY;2024;360000137;CH CHATEAUROUX;360000053;GEN;;3;;;98;;15;;;44236;22;9;;1053;33522;;4152;;;1505;32;;6;;6;18181;323;7228;349;2394;130;11;3790;3090;;9.23;;;1;0;;226.72;74.96;53;12.84;;7.36
PSY;2024;360000137;CH CHATEAUROUX;360000053;INF;;1;;;4;4;;;;1464;;33;;;;0;;;;;2408;;7;1;9;4093;11963;15006;1;15;102;8;1643;1245;;1;;;;;;70.92;23.91;1.89;8.19;3.69;20.28
PSY;2024;360000137;CH CHATEAUROUX;360000053;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7499;;;;809;785;;0.16;;;;;;11.43;5.8;0;3;0;1
PSY;2024;360000137;CH CHATEAUROUX;360000053;TOT;1;;9;1;102;4;15;;;45700;22;42;;1053;33522;0;4152;;;1505;2440;;13;1;15;22274;12286;22234;7849;2409;232;19;6252;5161;;10.39;;;;;;309.07;104.67;54.89;24.03;3.69;28.64
