BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT;DIALYSE_AA100;DIALYSE_AA101
DIALYSE;2024;320784515;AAIR UAD UDM DD PAVIE;310000633;TOT;0;;;;;;;2;;;;0;0
DIALYSE;2024;320785587;AAIR UAD FLEURANCE;310000633;1140X;;;;6;12;1730;;;;;;;
DIALYSE;2024;320785587;AAIR UAD FLEURANCE;310000633;TOT;0;;;;;;;2;;;;0;0
DIALYSE;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;112BA;;;;22;85;12028;;;;;;;
DIALYSE;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1130X;;;;12;28;3590;;;;;;;
DIALYSE;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;122AX;;;;1;5;;;;330;;;;
DIALYSE;2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;TOT;0;;;;;;807;;;65;5;1;1
DIALYSE;2024;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;112AX;;;;1;2;314;;;;;;;
DIALYSE;2024;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;1130X;;;;8;13;2214;;;;;;;
DIALYSE;2024;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;1140X;;;;12;19;2878;;;;;;;
DIALYSE;2024;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;1210;;;;;9;;;;309;;;;
DIALYSE;2024;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;121AX;;;;;6;;;;220;;;;
DIALYSE;2024;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;121CX;;;;10;3;;;;89;;;;
DIALYSE;2024;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;122AX;;;;1;0;;;;22;;;;
DIALYSE;2024;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;TOT;1;1;16;;;;0;4;;22;5;0;1
DIALYSE;2024;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;VACAN;;;;25;6;935;;;;;;;
DIALYSE;2024;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX;330000274;1140X;;;;12;30;4900;;;;;;;
DIALYSE;2024;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX;330000274;TOT;0;;;;;;;2;;21;;0;0
DIALYSE;2024;330007550;ANTENNE AUTODIALYSE AURAD BORDEAUX;330000266;1140X;;;;6;16;1863;;;;;;;
DIALYSE;2024;330007550;ANTENNE AUTODIALYSE AURAD BORDEAUX;330000266;TOT;0;;;;;;;6;;;;0;0
DIALYSE;2024;330007584;ANTENNE AUTODIALYSE AURAD ARTIGUES;330000266;1140X;;;;6;16;2642;;;;;;;
DIALYSE;2024;330007584;ANTENNE AUTODIALYSE AURAD ARTIGUES;330000266;TOT;0;;;;;;;6;;;;0;0
DIALYSE;2024;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE;330000266;1130X;;;;6;4;562;;;;;;;
DIALYSE;2024;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE;330000266;1140X;;;;12;16;2660;;;;;;;
DIALYSE;2024;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE;330000266;TOT;0;;;;;;;6;;;;0;0
DIALYSE;2024;330007642;ANTENNE AUTODIALYSE AURAD PINEUILH;330000266;1140X;;;;12;17;3045;;;;;;;
DIALYSE;2024;330007642;ANTENNE AUTODIALYSE AURAD PINEUILH;330000266;TOT;0;;;;;;;2;;;;0;0
DIALYSE;2024;330007667;ANTENNE AUTODIALYSE AURAD LANGON;330000266;1140X;;;;6;15;2167;;;;;;;
DIALYSE;2024;330007667;ANTENNE AUTODIALYSE AURAD LANGON;330000266;TOT;0;;;;;;;6;;;;0;0
DIALYSE;2024;330007683;ANTENNE AUTODIALYSE AURAD LIBOURNE;330000266;1140X;;;;12;20;3188;;;;;;;
DIALYSE;2024;330007683;ANTENNE AUTODIALYSE AURAD LIBOURNE;330000266;TOT;0;;;;;;;2;;;;0;0
DIALYSE;2024;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;112AX;;;;6;13;983;;;;;;;
DIALYSE;2024;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;1140X;;;;12;30;4634;;;;;;;
DIALYSE;2024;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;TOT;0;;;;;;;6;;;;0;0
DIALYSE;2024;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE;330000274;1140X;;;;6;12;1790;;;;;;;
DIALYSE;2024;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE;330000274;TOT;0;;;;;;;2;;5;;0;0
DIALYSE;2024;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;112BA;;;;33;90;14708;;;;;;;
DIALYSE;2024;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;1130X;;;;12;24;3582;;;;;;;
DIALYSE;2024;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;TOT;0;;;;;;0;;;2;0;1;0
DIALYSE;2024;330024639;ANTENNE AUTODIALYSE AURAD - DAGUEY;330000266;1140X;;;;6;16;2569;;;;;;;
DIALYSE;2024;330024639;ANTENNE AUTODIALYSE AURAD - DAGUEY;330000266;TOT;0;;;;;;;2;;;;0;0
DIALYSE;2024;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU;330000274;1140X;;;;6;12;1841;;;;;;;
DIALYSE;2024;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU;330000274;TOT;0;;;;;;;2;;3;;0;0
DIALYSE;2024;330054453;ANTENNE AUTODIALYSE CTMR;330000258;1130X;;;;6;11;1585;;;;;;;
DIALYSE;2024;330054453;ANTENNE AUTODIALYSE CTMR;330000258;1140X;;;;6;7;1555;;;;;;;
DIALYSE;2024;330056227;ANTENNE AUTODIALYSE CADDD;330007386;1140X;;;;6;10;1410;;;;;;;
DIALYSE;2024;330056227;ANTENNE AUTODIALYSE CADDD;330007386;TOT;0;;;;;;0;2;;;;0;0
DIALYSE;2024;330056227;ANTENNE AUTODIALYSE CADDD;330007386;VACAN;;;;6;;;;;;;;;
DIALYSE;2024;330056516;ANTENNE/UNITE DE DIALYSE CTMR;330000258;1130X;;;;12;22;3643;;;;;;;
DIALYSE;2024;330056516;ANTENNE/UNITE DE DIALYSE CTMR;330000258;1140X;;;;12;11;1705;;;;;;;
DIALYSE;2024;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT;330000274;1140X;;;;6;10;1589;;;;;;;
DIALYSE;2024;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT;330000274;TOT;0;;;;;;;2;;9;;0;0
DIALYSE;2024;330058058;ANTENNE AUTODIALYSE AURAD LE HAILLAN;330000266;1140X;;;;6;17;2434;;;;;;;
DIALYSE;2024;330058058;ANTENNE AUTODIALYSE AURAD LE HAILLAN;330000266;TOT;0;;;;;;;6;;;;0;0
DIALYSE;2024;330058694;ANTENNE AUTODIALYSE PBNA - LANGOIRAN;330000274;1140X;;;;6;11;1673;;;;;;;
DIALYSE;2024;330058694;ANTENNE AUTODIALYSE PBNA - LANGOIRAN;330000274;TOT;0;;;;;;;2;;6;;0;0
DIALYSE;2024;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;112AX;;;;1;29;240;;;;;;;
DIALYSE;2024;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;112BA;;;;40;177;26483;;;;;;;
DIALYSE;2024;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;1150A;;;;1;0;630;;;;;;;
DIALYSE;2024;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;1210;;;;;8;;;;682;;;;
DIALYSE;2024;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;121AX;;;;;;;;;52;;;;
DIALYSE;2024;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;121CX;;;;5;8;;;;630;;;;
DIALYSE;2024;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;122AX;;;;2;;;;;65;;;;
DIALYSE;2024;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;122BX;;;;0;;;;;14;;;;
DIALYSE;2024;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;TOT;0;;;;;;49;2;;66;;1;1
DIALYSE;2024;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;112BA;;;;39;157;26130;;;;;;;
DIALYSE;2024;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;TOT;0;;;;;;0;4;;62;5;1;0
DIALYSE;2024;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;VACAN;;;;2;1;;;;;;;;
DIALYSE;2024;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;1150A;;;;10;10;3681;;;;;;;
DIALYSE;2024;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;1210;;;;;48;;;;2602;;;;
DIALYSE;2024;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;121AX;;;;;28;;;;1653;;;;
DIALYSE;2024;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;121CX;;;;20;20;;;;949;;;;
DIALYSE;2024;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;122AX;;;;1;;;;;34;;;;
DIALYSE;2024;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;TOT;0;;;;;;;;;;;0;1
DIALYSE;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1130X;;;;12;;3143;;;;;;;
DIALYSE;2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;TOT;0;;;;;;17;;;;;0;0
DIALYSE;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;112BA;;;;32;148;16663;;;;;;;
DIALYSE;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;112BE;;;;2;4;401;;;;;;;
DIALYSE;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1130X;;;;4;14;2183;;;;;;;
DIALYSE;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1210;;;;;28;;;;;;;;
DIALYSE;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;121AX;;;;;17;;;;;;;;
DIALYSE;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;121CX;;;;;11;;;;;;;;
DIALYSE;2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;TOT;0;;;;;;3852;;;221;23;1;1
DIALYSE;2024;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;112AX;;;;1;;103;;;;;;;
DIALYSE;2024;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;112BA;;;;40;113;21154;;;;;;;
DIALYSE;2024;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;1130X;;;;12;13;2045;;;;;;;
DIALYSE;2024;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;1150A;;;;1;0;249;;;;;;;
DIALYSE;2024;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;1210;;;;;17;;;;876;;;;
DIALYSE;2024;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;121AX;;;;;8;;;;450;;;;
DIALYSE;2024;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;121CX;;;;9;9;;;;426;;;;
DIALYSE;2024;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;122AX;;;;1;0;;;;4;;;;
DIALYSE;2024;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;TOT;0;;;;;;0;2;;78;7;1;1
DIALYSE;2024;330795295;ANTENNE AUTODIALYSE CADDD;330007386;1140X;;;;8;24;3968;;;;;;;
DIALYSE;2024;330795295;ANTENNE AUTODIALYSE CADDD;330007386;TOT;0;;;;;;0;4;;;;0;0
DIALYSE;2024;330795303;ANTENNE AUTODIALYSE CADDD;330007386;VACAN;;;;6;;;;;;;;;
DIALYSE;2024;330802364;ANTENNE AUTODIALYSE CADDD;330007386;1140X;;;;12;34;5133;;;;;;;
DIALYSE;2024;330802364;ANTENNE AUTODIALYSE CADDD;330007386;TOT;0;;;;;;0;4;;;;0;0
DIALYSE;2024;330802364;ANTENNE AUTODIALYSE CADDD;330007386;VACAN;;;;6;;;;;;;;;
DIALYSE;2024;340009539;NEPHROLOGIE DIALYSE ST GUILHEM SETE;340009489;112AX;;;;2;3;2540;;;;;;;
DIALYSE;2024;340009539;NEPHROLOGIE DIALYSE ST GUILHEM SETE;340009489;112BA;;;;24;93;14251;;;;;;;
DIALYSE;2024;340009539;NEPHROLOGIE DIALYSE ST GUILHEM SETE;340009489;1130X;;;;4;16;1979;;;;;;;
DIALYSE;2024;340009539;NEPHROLOGIE DIALYSE ST GUILHEM SETE;340009489;TOT;0;;;;;;0;4;;;;1;0
DIALYSE;2024;340013119;AIDER SANTE UAD GRABELS CORDIER 1;340000264;1140X;;;;21;53;8599;;;;;;;
DIALYSE;2024;340013168;AIDER SANTE UDM CL MIROUZE MTP;340000264;112AX;;;;13;24;5323;;;;;;;
DIALYSE;2024;340013168;AIDER SANTE UDM CL MIROUZE MTP;340000264;1130X;;;;32;113;15216;;;;;;;
DIALYSE;2024;340013168;AIDER SANTE UDM CL MIROUZE MTP;340000264;TOT;1;5;150;;;;0;2;;28;0;0;0
DIALYSE;2024;340013218;AIDER SANTE UAD UDM CL ST LOUIS GANGES;340000264;112AX;;;;2;2;398;;;;;;;
DIALYSE;2024;340013218;AIDER SANTE UAD UDM CL ST LOUIS GANGES;340000264;1130X;;;;4;11;1391;;;;;;;
DIALYSE;2024;340013218;AIDER SANTE UAD UDM CL ST LOUIS GANGES;340000264;1140X;;;;1;1;142;;;;;;;
DIALYSE;2024;340013218;AIDER SANTE UAD UDM CL ST LOUIS GANGES;340000264;TOT;0;;;;;;0;1;;0;0;0;0
DIALYSE;2024;340013259;AIDER SANTE UAD BEDARIEUX;340000264;1140X;;;;7;4;561;;;;;;;
DIALYSE;2024;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;112AX;;;;1;5;604;;;;;;;
DIALYSE;2024;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;1130X;;;;8;32;5264;;;;;;;
DIALYSE;2024;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;1140X;;;;2;1;148;;;;;;;
DIALYSE;2024;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;TOT;0;;;;;;0;1;;0;0;0;0
DIALYSE;2024;340013358;AIDER SANTE UAD BOUZIGUES;340000264;1140X;;;;6;9;1867;;;;;;;
DIALYSE;2024;340013499;AIDER SANTE UAD VILLENEUVE LES BEZIERS;340000264;1140X;;;;13;37;6169;;;;;;;
DIALYSE;2024;340013499;AIDER SANTE UAD VILLENEUVE LES BEZIERS;340000264;TOT;0;;;;;;0;;;1;0;0;0
DIALYSE;2024;340015999;NEPHROCARE CH BEZIERS NEWCO 2;940023831;112AX;;;;1;5;922;;;;;;;
DIALYSE;2024;340015999;NEPHROCARE CH BEZIERS NEWCO 2;940023831;112BA;;;;38;149;23287;;;;;;;
DIALYSE;2024;340015999;NEPHROCARE CH BEZIERS NEWCO 2;940023831;1130X;;;;23;88;12653;;;;;;;
DIALYSE;2024;340015999;NEPHROCARE CH BEZIERS NEWCO 2;940023831;TOT;0;;;;;;0;2;;72;0;1;0
DIALYSE;2024;340016005;NEPHROCARE UAD POL SANTE LUNEL NEWCO 4;940023856;1140X;;;;11;17;2795;;;;;;;
DIALYSE;2024;340017292;NEPHROLOGIE DIALYSE UAD PAYS D'AGDE;340009489;1140X;;;;13;27;4278;;;;;;;
DIALYSE;2024;340019603;GCS HELP HOP LAPEYRONIE MONTPELLIER;340019587;112AX;;;;3;;1974;;;;;;;
DIALYSE;2024;340019603;GCS HELP HOP LAPEYRONIE MONTPELLIER;340019587;112BA;;;;12;;6461;;;;;;;
DIALYSE;2024;340019603;GCS HELP HOP LAPEYRONIE MONTPELLIER;340019587;TOT;0;;;;;;0;;;;;1;0
DIALYSE;2024;340020221;AIDER SANTE DIALYSE DOMICILE GRABELS;340000264;1150A;;;;25;2;13675;;;;;;;
DIALYSE;2024;340020221;AIDER SANTE DIALYSE DOMICILE GRABELS;340000264;1210;;;;;46;;;;5898;;;;
DIALYSE;2024;340020221;AIDER SANTE DIALYSE DOMICILE GRABELS;340000264;121AX;;;;;11;;;;2168;;;;
DIALYSE;2024;340020221;AIDER SANTE DIALYSE DOMICILE GRABELS;340000264;121CX;;;;35;35;;;;3730;;;;
DIALYSE;2024;340020221;AIDER SANTE DIALYSE DOMICILE GRABELS;340000264;122AX;;;;1;2;;;;357;;;;
DIALYSE;2024;340020221;AIDER SANTE DIALYSE DOMICILE GRABELS;340000264;TOT;0;;;;;;0;;;23;23;0;1
DIALYSE;2024;340023142;NEPHROCARE CL MILLLENAIRE MPL NEWCO 4;940023856;112AX;;;;2;;169;;;;;;;
DIALYSE;2024;340023142;NEPHROCARE CL MILLLENAIRE MPL NEWCO 4;940023856;1130X;;;;21;62;9585;;;;;;;
DIALYSE;2024;340023142;NEPHROCARE CL MILLLENAIRE MPL NEWCO 4;940023856;TOT;0;;;;;;;1;;0;;0;0
DIALYSE;2024;340024314;CL ST JEAN SUD DE FRANCE;340000272;TOT;0;;;;;;274;;;;;0;0
DIALYSE;2024;340024553;AIDER SANTE UAD ST JEAN SUD DE FRANCE;340000264;1140X;;;;14;50;7918;;;;;;;
DIALYSE;2024;340024553;AIDER SANTE UAD ST JEAN SUD DE FRANCE;340000264;TOT;0;;;;;;0;;;25;0;0;0
DIALYSE;2024;340780840;NEPHROCARE CL PARC CASTELNAU NEWCO 1;940023823;112AX;;;;2;;1350;;;;;;;
DIALYSE;2024;340780840;NEPHROCARE CL PARC CASTELNAU NEWCO 1;940023823;112BA;;;;43;157;23752;;;;;;;
DIALYSE;2024;340780840;NEPHROCARE CL PARC CASTELNAU NEWCO 1;940023823;TOT;1;1;62;;;;;3;;75;;1;0
DIALYSE;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;112BE;;;;5;;895;;;;;;;
DIALYSE;2024;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;TOT;0;;;;;;479;;;;;1;0
DIALYSE;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;112BA;;;;9;;3856;;;;;;;
DIALYSE;2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;350000022;TOT;0;;;;;;542;;;;;1;0
DIALYSE;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;112BA;;;;18;;5945;;;;;;;
DIALYSE;2024;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;TOT;0;;;;;;698;;;;;1;0
DIALYSE;2024;350002804;DIALYSE A DOMICILE AUB SANTE;350000626;1150A;;;;27;23;6000;;;;;;;
DIALYSE;2024;350002804;DIALYSE A DOMICILE AUB SANTE;350000626;1210;;;;;77;;;;3705;;;;
DIALYSE;2024;350002804;DIALYSE A DOMICILE AUB SANTE;350000626;121AX;;;;;62;;;;2949;;;;
DIALYSE;2024;350002804;DIALYSE A DOMICILE AUB SANTE;350000626;121CX;;;;;15;;;;756;;;;
DIALYSE;2024;350002804;DIALYSE A DOMICILE AUB SANTE;350000626;122AX;;;;;8;;;;798;;;;
DIALYSE;2024;350002804;DIALYSE A DOMICILE AUB SANTE;350000626;TOT;0;;;;;;0;;;;48;0;1
DIALYSE;2024;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;TOT;0;;;;;;44;;;;;0;0
DIALYSE;2024;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;TOT;0;;;;;;1;;;;;0;0
DIALYSE;2024;350030763;UNITE DIALYSE SAINT MALO AUB SANTE;350000626;112AX;;;;1;;1;;;;;;;
DIALYSE;2024;350030763;UNITE DIALYSE SAINT MALO AUB SANTE;350000626;1130X;;;;16;25;3497;;;;;;;
DIALYSE;2024;350030763;UNITE DIALYSE SAINT MALO AUB SANTE;350000626;1140X;;;;10;20;2454;;;;;;;
DIALYSE;2024;350030763;UNITE DIALYSE SAINT MALO AUB SANTE;350000626;TOT;0;;;;;;;;;3;;0;0
DIALYSE;2024;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB;350000626;112AX;;;;11;31;3419;;;;;;;
DIALYSE;2024;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB;350000626;112BA;;;;36;83;11187;;;;;;;
DIALYSE;2024;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB;350000626;TOT;0;;;;;;0;;;84;;1;0
DIALYSE;2024;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;112AX;;;;5;14;1307;;;;;;;
DIALYSE;2024;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;112BA;;;;36;61;9524;;;;;;;
DIALYSE;2024;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;TOT;0;;;;;;0;;;11;;1;0
DIALYSE;2024;350041059;UNITE DIALYSE DINARD AUB SANTE;350000626;1140X;;;;6;4;638;;;;;;;
DIALYSE;2024;350042131;UNITE DIALYSE REDON AUB SANTE;350000626;112AX;;;;1;;5;;;;;;;
DIALYSE;2024;350042131;UNITE DIALYSE REDON AUB SANTE;350000626;112BA;;;;8;8;1762;;;;;;;
DIALYSE;2024;350042131;UNITE DIALYSE REDON AUB SANTE;350000626;1130X;;;;9;20;2399;;;;;;;
DIALYSE;2024;350042131;UNITE DIALYSE REDON AUB SANTE;350000626;1140X;;;;5;8;1148;;;;;;;
DIALYSE;2024;350042131;UNITE DIALYSE REDON AUB SANTE;350000626;TOT;0;;;;;;0;;;9;;1;0
DIALYSE;2024;350042602;UNITE DIALYSE FOUGERES AUB;350000626;112AX;;;;1;;51;;;;;;;
DIALYSE;2024;350042602;UNITE DIALYSE FOUGERES AUB;350000626;112BA;;;;8;17;1936;;;;;;;
DIALYSE;2024;350042602;UNITE DIALYSE FOUGERES AUB;350000626;1130X;;;;7;12;1841;;;;;;;
DIALYSE;2024;350042602;UNITE DIALYSE FOUGERES AUB;350000626;1140X;;;;4;8;898;;;;;;;
DIALYSE;2024;350042602;UNITE DIALYSE FOUGERES AUB;350000626;TOT;0;;;;;;0;;;9;;1;0
DIALYSE;2024;350046751;UNITE DIALYSE MONTGERMONT AUB;350000626;1130X;;;;32;67;9860;;;;;;;
DIALYSE;2024;350046751;UNITE DIALYSE MONTGERMONT AUB;350000626;1140X;;;;30;66;9113;;;;;;;
DIALYSE;2024;350046751;UNITE DIALYSE MONTGERMONT AUB;350000626;TOT;0;;;;;;0;;;34;;0;0
DIALYSE;2024;350053013;CHU RENNES SITE SAINT LAURENT;350005179;TOT;0;;;;;;8;;;;;0;0
DIALYSE;2024;350053930;UNITE DIALYSE VITRÉ AUB SANTE;350000626;1140X;;;;14;13;2087;;;;;;;
DIALYSE;2024;350053930;UNITE DIALYSE VITRÉ AUB SANTE;350000626;TOT;0;;;;;;;;;3;;0;0
DIALYSE;2024;360000962;CENTRE NÉPHRO. CHÂTEAUROUX-CH ISSOUDUN;920040862;1130X;;;;4;24;3360;;;;;;;
DIALYSE;2024;360000962;CENTRE NÉPHRO. CHÂTEAUROUX-CH ISSOUDUN;920040862;1140X;;;;4;0;116;;;;;;;
DIALYSE;2024;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920040862;112BA;;;;30;118;16967;;;;;;;
DIALYSE;2024;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920040862;1130X;;;;7;44;6946;;;;;;;
DIALYSE;2024;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920040862;1140X;;;;5;7;1436;;;;;;;
DIALYSE;2024;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920040862;1150A;;;;1;1;315;;;;;;;
DIALYSE;2024;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920040862;TOT;0;;;;;;0;2;;;;1;0
DIALYSE;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;112AX;;;;1;;83;;;;;;;
DIALYSE;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;112BA;;;;20;;10876;;;;;;;
DIALYSE;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;1150A;;;;1;;390;;;;;;;
DIALYSE;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;1210;;;;;6;;;;254;;;;
DIALYSE;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;121AX;;;;;1;;;;55;;;;
DIALYSE;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;121CX;;;;3;5;;;;199;;;;
DIALYSE;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;122AX;;;;1;;;;;11;;;;
DIALYSE;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;TOT;0;;;;;;639;;;28;7;1;1
DIALYSE;2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;VACAN;;;;2;1;83;;;;;;;
DIALYSE;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;112AX;;;;2;;321;;;;;;;
DIALYSE;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;112BA;;;;23;119;16353;;;;;;;
DIALYSE;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;112BE;;;;3;;621;;;;;;;
DIALYSE;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;1210;;;;;;;;;142;;;;
DIALYSE;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;121CX;;;;4;;;;;142;;;;
DIALYSE;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;122BX;;;;2;;;;;16;;;;
DIALYSE;2024;370000861;CHRU BRETONNEAU - TOURS;370000481;TOT;0;;;;;;1061;5;;196;0;1;1
DIALYSE;2024;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;112AX;;;;1;0;169;;;;;;;
DIALYSE;2024;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;1130X;;;;8;45;7410;;;;;;;
DIALYSE;2024;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;1140X;;;;4;6;643;;;;;;;
DIALYSE;2024;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;1150A;;;;3;1;270;;;;;;;
DIALYSE;2024;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;1210;;;;;11;;;;670;;;;
DIALYSE;2024;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;121AX;;;;;6;;;;362;;;;
DIALYSE;2024;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;121CX;;;;5;5;;;;308;;;;
DIALYSE;2024;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;122AX;;;;1;0;;;;28;;;;
DIALYSE;2024;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;TOT;1;4;57;;;;;1;;18;4;0;1
DIALYSE;2024;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;TOT;0;;;;;;452;;;;;0;0
DIALYSE;2024;370014342;A.R.A.U.C.O. AMBOISE;370001067;1130X;;;;8;17;1179;;;;;;;
DIALYSE;2024;370014342;A.R.A.U.C.O. AMBOISE;370001067;1140X;;;;2;0;165;;;;;;;
DIALYSE;2024;370014342;A.R.A.U.C.O. AMBOISE;370001067;TOT;0;;;;;;;;;2;;0;0
