"GHT_LIBC";"GHT_CODE";"GHT_LIB";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL";"NB_ET";"NB_CH";"NB_CHU";"NB_CHS";"NB_AUT"
"NOR-08";"28108";"Estuaire de la Seine";688;109;90;887;36442;6426;5305;48173;211551;31313;20894;263758;98;28;6;132;10994;6435;728;18157;26454;2;3;1;2;234;48;0;282;3837;180;0;4017;169;83;0;252;15959;4990;0;20949;0;0;0;0;0;0;4;5;9;8899;2047;10946;28;17;45;64931;44715;109646;10642;8027;871;19116;13222;8501;871;22158;1;4633;0;0;0;260;2744;80885;27;10573;266;115;79751;55;714;15896;555;4;105159;1;34012;4;0;0;1;1;4038;691;1;2;3612;0;590;1;199;1;13352;1;141;3;11694;0;0;0;1;0;0;0;1;4;600;87;105;84;105;39;82;11;25;49;872;0;0;0;0;0;0;0;0;0;0;0;281,91;32,87;58,36;37,31;57,22;24,84;48,95;2,43;18,4;24,12;449,38;225;202,89;114;110;169;1709;1285;501;125;133;4146;13;1;591;108;58;62;77;107;14;738;1711;5857;104,03;98,88;156,09;1589,79;1185,89;471,86;99,34;100,79;3806,67;12,22;1;545,36;94,64;51,31;56,15;70,86;102,18;12,36;709,13;1603,9;5410,57;930;223;260;266;883;5;5;2;6;6;0;0;1;0;13;2;2;0;0;0;0;0;0;0;30;13;3;22396;7;39;10;9;;;1
"NOR-09";"28109";"Val de Seine et Plateaux de l'Eure";232;56;36;324;15468;4673;2413;22554;73589;23075;9064;105728;17;20;3;40;3197;2919;928;7044;15653;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;150;1246;50811;8;2313;30;15;10881;35;671;10791;462;2;83708;0;0;1;0;0;0;1;877;252;1;0;1536;1;467;0;0;1;8248;1;653;1;3203;0;0;0;0;0;0;0;0;1;163;18;31;15;27;9;0;1;13;5;209;1;0;0;0;0;0;0;0;0;0;1;129,34;13,59;27,67;14,93;24,38;7,15;0;1;11,76;4,04;178,32;85;94,58;38;37;65;447;407;161;14;46;1215;7;1;286;23;18;22;30;33;15;206;623;1838;34,17;35,18;60,83;418,05;396,58;151,59;11,58;36,11;1144,09;7;1;267,53;21,4;17,09;19,23;29,16;30,02;15,07;183,81;574,22;1718,31;351;0;155;30;281;3;3;1;3;1;0;0;1;0;4;0;1;0;0;0;0;0;1;0;9;2;0;11972;1;11;4;4;;;
"NOR-10";"28110";"Eure-Seine Pays d'Ouche";427;94;65;586;25004;5603;5191;35798;134664;25096;15308;175068;33;39;0;72;5169;8374;222;13765;25430;1;4;0;1;290;8;0;298;2350;140;0;2490;89;70;0;159;5728;3033;0;8761;0;0;0;0;0;0;9;4;13;35207;8052;43259;21;13;34;57834;32776;90610;10378;4062;573;14551;12689;4383;636;16999;1;3662;0;0;0;126;1375;42563;0;0;135;125;43187;25;208;4027;166;5;135046;0;0;5;0;0;1;1;1381;313;2;2;2888;1;463;0;0;1;10913;1;0;2;5163;0;0;0;1;0;0;0;0;4;279;86;22;32;85;29;60;9;27;12;472;16;1;0;0;4;0;0;0;0;0;20;207,13;66,82;20,46;24,38;55,1;18,67;54,61;3,73;22,78;8,67;358,32;99;126,52;71;89;83;1130;1074;264;106;65;2882;21;2;617;91;33;50;66;67;11;419;1344;4226;59,15;79,49;75,29;1073,21;1044,85;256,3;86,55;42,97;2717,81;19,62;2;586,42;77,8;28,52;46,55;63,3;64,84;9,48;403,91;1273,92;3991,73;586;298;126;119;1198;6;7;2;7;4;1;1;2;0;11;0;1;0;1;0;0;0;1;0;16;4;0;21127;4;28;8;6;;1;1
"NOR-11";"28111";"Groupe hospitalier Mont Saint Michel";270;48;24;342;14499;3166;1584;19249;85742;15172;5729;106643;27;28;0;55;1824;3061;0;4885;3332;1;2;0;1;89;0;0;89;806;0;0;806;67;36;0;103;9616;2183;0;11799;6;0;6;0;0;0;3;0;3;628;0;628;7;6;13;38617;17614;56231;5996;1877;0;7832;6656;2028;0;7922;0;0;0;0;0;158;2029;55150;0;0;120;123;43067;30;569;10105;374;3;42321;0;0;3;0;0;0;1;429;406;1;0;952;1;239;0;0;0;0;0;0;2;3332;0;0;0;0;0;0;0;0;1;134;54;15;19;17;7;18;0;24;2;195;12;12;0;0;2;0;0;0;0;0;14;106,24;39,5;13,31;17,5;16,1;6,3;16,8;0;18,79;2;160,53;66;66,66;34;39;51;643;578;136;51;53;1585;16;1;299;37;20;37;39;29;2;340;800;2385;27,52;34,57;48,56;583,34;539,79;131,23;38,83;42,45;1446,29;14,24;1;277,34;29,78;15,63;32,86;38,27;29,23;1,42;325,45;749,59;2195,88;372;118;176;120;1109;4;4;1;2;1;0;0;2;0;7;0;1;0;0;0;0;0;2;0;11;2;3;8728;2;16;7;6;;1;
"OCC-01";"76101";"GHT des CH de Perpignan Narbonne Lezignan Corbières Port la Nouvelle Prades";725;162;75;962;39087;9212;5660;53959;228206;46996;20946;296148;80;40;3;123;14214;7668;3138;25020;31342;2;2;2;2;304;18;0;322;2306;137;0;2443;161;68;13;242;27060;10207;3535;40802;0;0;0;0;0;0;14;8;22;4050;449;4499;26;15;41;85304;36660;121964;11189;4789;1252;19604;13356;5213;1433;20309;1;0;0;1;0;203;1843;60038;10;3625;320;195;118174;65;1206;21842;701;2;107864;1;23718;2;0;1;1;2;4991;900;0;0;2969;1;881;1;192;1;15960;1;1;2;14878;0;0;0;1;1;0;0;0;2;497;67;81;67;96;19;62;1;39;30;725;11;1;0;0;1;1;0;0;0;0;12;346,51;52,64;46,37;54,29;78,06;17,69;57,23;0,6;31,1;24,34;538,64;218;182,72;75;137;186;1779;1325;456;102;130;4190;24;4;807;115;64;80;88;139;16;635;1908;6098;72,02;128,74;173,25;1700,9;1272,5;445,06;85,95;113,9;3992,32;23,78;4,58;765,61;104,51;57,97;74,23;85,9;125,78;14,23;612,15;1810,77;5803,09;783;250;343;290;1180;6;6;2;5;5;2;2;2;0;6;3;1;0;0;0;0;0;1;0;28;4;0;35169;3;34;13;9;;1;3
"OCC-02";"76102";"Ouest audois";318;59;36;413;18414;2962;2546;23922;99352;16893;8287;124532;15;14;5;34;4668;1690;583;6941;34041;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;255;0;0;0;69;746;22265;0;0;60;38;18844;0;0;0;0;2;54290;0;0;1;0;2;1;1;1889;370;1;0;1431;1;364;0;0;1;12825;1;40;1;6416;1;14687;1;1;0;0;0;0;2;183;34;39;19;30;11;1;3;18;10;245;22;17;0;0;0;0;0;0;0;0;22;151,42;23,41;37,41;19,2;24,28;9,1;1,2;1,17;14,48;7,29;199,84;55;50,39;46;37;60;495;459;142;15;46;1300;16;2;305;15;12;32;27;75;6;342;820;2120;42,05;32,75;57,16;464,77;444,71;136,63;9,06;35,43;1222,56;15,39;1,69;285,76;11,71;10,13;31,65;26,08;71,78;5,95;325,1;775,11;1997,67;414;0;59;60;380;4;4;1;4;2;2;1;2;0;6;2;1;0;0;0;0;0;0;1;11;1;0;12848;1;16;7;6;;;1
"OCC-03";"76103";"Cévennes Gard Camargue";1025;276;117;1418;51703;14976;7291;73970;360124;69934;30141;460199;152;47;17;216;39814;16049;4503;60366;88792;3;3;1;3;317;16;0;333;3660;468;0;4128;123;95;0;218;16903;8209;0;25112;3;0;3;156;0;156;3;0;3;15627;0;15627;22;13;35;90189;34581;124770;12462;3320;227;14843;15257;3798;230;18906;2;2755;0;0;0;552;5091;153288;139;30229;385;327;114574;41;784;15125;411;3;172693;1;22894;3;0;0;1;3;7389;8592;0;0;4347;2;883;1;238;1;12271;1;60;3;29157;1;46777;0;1;1;1;0;1;3;714;154;79;115;135;41;67;8;79;60;1063;20;12;0;0;6;3;0;2;0;0;28;535,4;113,85;68,83;99,08;103,2;29,52;60,43;6,58;70,42;45,27;838,36;487;398,63;116;152;292;2354;2031;952;169;304;6370;37;5;1130;194;85;129;180;196;24;1535;3430;9800;103,54;146,98;275,87;2213,97;1889,28;866,2;127,07;246,81;5869,72;34,55;5,17;1054,01;168,6;74,59;111,1;175,1;184,35;22,55;1463,59;3219,02;9088,74;1188;362;563;385;1743;8;8;3;10;7;2;2;3;0;11;4;2;0;0;0;0;0;2;0;58;8;6;62759;9;65;13;6;3;1;3
"OCC-04";"76104";"Est Hérault et Sud Aveyron";1354;405;127;1886;64349;25292;7828;97469;403499;109899;31634;545032;212;98;24;334;41139;24768;5603;71510;23105;4;5;1;7;265;14;0;279;2937;242;0;3179;144;91;0;235;32987;12884;0;45871;0;0;0;0;0;0;16;1;17;32885;312;33197;31;18;49;124404;54445;178849;14717;8868;1977;25227;17659;11057;2090;30296;1;4139;0;0;0;406;4388;119572;50;15911;380;323;124864;148;2041;43518;1207;4;152220;1;31186;4;1;4;1;5;11848;6721;0;2;4574;1;1409;1;299;1;895;0;0;5;22210;0;0;1;1;1;1;3;1;4;1045;141;92;192;233;42;116;69;118;116;1697;15;3;0;0;8;0;0;0;0;0;23;713,73;90,62;76,86;160,18;156,45;29,82;93,68;19,98;94,81;83;1188,24;843;844,27;148;214;745;3024;2471;916;232;384;8134;42;6;1371;199;112;149;351;288;25;1926;4357;12491;137,59;210,06;679,64;2784,85;2313,3;846,28;169,37;316,26;7457,35;39,13;5,37;1286,82;164,32;85,37;127,34;333,95;273,89;23,88;1782,79;4037,49;11494,84;1947;285;435;399;900;9;8;2;10;10;4;2;4;0;24;7;5;0;0;0;0;0;4;3;76;10;2;91030;10;93;24;11;10;;3
"OCC-05";"76105";"Ouest Hérault";323;95;26;444;19543;5456;1895;26894;102566;30461;8036;141063;27;18;6;51;3429;2810;1010;7249;6911;1;1;1;1;122;9;0;131;918;19;0;937;44;12;0;56;13422;1833;0;15255;0;0;0;0;0;0;0;0;0;0;0;0;7;6;13;27853;15521;43374;6514;1564;1335;9268;7797;1655;1335;10629;1;2416;0;0;0;87;754;25193;0;0;173;64;54208;20;284;11062;202;1;60691;0;0;1;0;0;0;1;2202;469;0;0;1378;1;564;0;0;0;0;0;0;2;6911;0;0;0;1;0;0;0;0;1;194;45;15;21;39;10;28;2;16;9;288;0;0;0;0;0;0;0;0;0;0;0;147,82;30,76;14,55;19,46;34,77;10,23;23,64;1,87;14,51;7,9;238,58;105;103,45;45;46;114;738;598;267;51;75;1934;9;1;320;58;37;32;37;46;6;337;846;2780;40,57;45,18;105,37;698,04;557,14;254,65;45,09;50,42;1796,46;9;1;297,21;45,91;26,87;30,96;35,26;48,72;5,71;319,09;792,86;2589,32;495;119;87;173;518;3;3;1;2;2;0;0;1;0;7;1;1;0;0;0;0;0;0;1;13;1;0;14040;2;19;6;6;;;
"OCC-06";"76106";"Lozère";151;32;12;195;5037;1843;646;7526;41268;8426;2029;51723;39;18;0;57;1115;4700;45;5860;1525;1;1;0;1;98;6;0;104;850;197;0;1047;30;24;0;54;4721;1567;0;6288;0;0;0;0;0;0;0;0;0;0;0;0;6;7;13;27857;12684;40541;2949;693;0;3610;3512;861;0;4262;1;260;0;0;0;49;696;16464;2;39;85;59;25524;0;0;0;0;1;22520;0;0;1;0;0;1;1;177;124;0;0;330;1;64;0;0;0;0;0;0;1;1525;0;0;0;0;0;0;0;0;1;72;13;27;6;11;3;9;0;14;6;112;21;14;0;0;6;1;0;0;0;0;27;45,83;8,53;16,23;5,95;9,28;2,1;6,91;0;11,5;2,67;76,19;9;11,05;15;28;43;330;284;125;29;32;886;9;1;193;43;13;18;20;16;2;186;488;1374;13,71;24,43;39,23;323,35;272,04;116,3;23,04;24,29;836,39;8,21;1;164,83;38,06;9,49;15,42;17,53;14,45;2,65;164,66;426,81;1263,2;193;104;90;85;429;5;5;1;1;1;0;0;1;0;4;0;0;0;0;0;0;0;0;0;9;0;0;8563;2;14;8;7;;1;
"OCC-07";"76107";"Haute-Garonne et Tarn Ouest";1548;492;147;2187;107589;32330;10254;150173;445998;134566;40362;620926;334;107;12;453;52966;22851;2875;78692;51554;2;6;1;7;442;50;40;532;3651;1820;325;5796;194;135;18;347;29149;16739;5206;51094;10;0;10;155;0;155;19;8;27;47947;12521;60468;41;30;71;115752;62405;178157;14410;8336;3556;26016;17851;9348;3874;30321;2;461;1;1;0;357;3561;107873;41;20198;283;152;91276;10;335;3477;295;4;173055;1;65200;3;1;0;1;6;20493;11206;0;2;5820;0;1001;1;323;2;22370;2;0;6;27823;2;8;2;2;1;1;3;1;3;1098;178;70;165;236;53;177;69;170;119;1869;15;0;0;0;14;0;0;0;0;0;29;735,02;133,4;57,39;131,12;149,09;38,23;144,74;31,4;107,36;76,33;1273,57;1018;1017,62;208;268;775;4161;3459;678;260;410;10219;92;9;1555;338;155;148;498;286;40;2310;5276;15495;191,4;259,84;704,48;3976,69;3294,64;631,53;199,51;347,86;9605,95;89,31;6,17;1461,58;301,71;136,95;142,05;477,35;274,91;35,67;2198,29;4987,04;14592,99;2818;417;403;283;559;7;7;2;10;7;4;1;3;1;27;12;3;0;0;0;0;0;2;0;84;8;5;105122;24;158;14;4;8;1;1
"OCC-08";"76108";"Pyrénées ariégeoises";227;53;29;309;15062;2893;1805;19760;69873;16431;6514;92818;22;23;1;46;2810;4708;806;8324;11998;1;3;0;2;86;14;0;100;922;99;0;1021;30;20;0;50;3083;2626;0;5709;5;0;5;1;0;1;2;1;3;2777;5;2782;5;4;9;37752;15487;53239;4775;1108;304;5742;5358;1232;304;6439;1;0;0;0;0;186;1676;58611;8;1178;20;19;5994;30;440;7276;261;2;50640;0;0;2;0;0;1;2;712;170;1;1;967;1;147;0;0;1;7164;1;47;2;4831;0;0;0;0;0;0;0;0;2;161;21;39;27;37;18;15;3;12;18;246;13;7;0;0;7;0;0;1;0;0;21;124,67;16,52;31,51;19,41;25,88;13,42;9,17;1,35;10,01;12,79;188,96;37;33,45;37;35;60;598;548;168;44;70;1560;16;3;305;36;21;43;44;50;4;288;789;2349;35,72;32,53;56,77;555,22;510,42;152,26;32,53;49,74;1425,19;11,72;3;275,55;32,71;19,25;35,42;41,62;44,73;4,08;278,54;727,37;2152,56;355;94;191;20;522;3;3;1;2;1;0;0;2;0;9;0;1;0;0;0;0;0;1;0;12;1;0;14111;2;16;5;4;;;1
"OCC-09";"76109";"Hautes-Pyrénées";320;79;19;418;22336;5257;1122;28715;89364;21966;4568;115898;29;35;1;65;6280;8766;252;15298;15525;1;4;0;3;218;21;0;239;2054;150;0;2204;84;69;0;153;9603;5742;0;15345;5;0;5;194;0;194;6;6;12;14325;8990;23315;14;7;21;73747;16364;90111;7445;1478;350;9199;9525;1684;366;11034;3;365;0;0;0;384;3455;122732;80;13347;252;165;85016;0;0;0;0;4;92336;0;0;3;0;1;1;1;1354;932;2;0;908;1;176;0;0;1;9722;1;47;2;5786;0;0;0;1;0;0;0;0;4;254;43;64;36;38;10;30;4;16;22;364;0;0;0;0;11;0;0;0;0;0;11;202,35;37,45;51,6;31,4;31,4;9,15;26,35;2;14,5;17,45;300,85;64;67,66;31;91;99;1101;969;285;64;114;2754;17;3;436;89;43;50;52;52;5;568;1272;4026;29,06;88,4;88,08;1043,17;932,66;269;52,8;100,44;2603,61;12,22;2,49;407,59;77,88;38,08;45,73;48,99;54,52;4,75;538,63;1192,8;3796,41;386;232;401;259;829;6;6;3;4;1;2;0;1;0;13;1;0;0;0;0;0;0;0;0;27;5;2;19893;3;21;11;9;;1;1
"OCC-10";"76110";"Gers";268;42;20;330;15315;2172;1698;19185;83660;13113;4383;101156;22;15;0;37;4765;3631;125;8521;17541;1;1;1;1;117;5;0;122;944;204;0;1148;35;9;0;44;2920;988;0;3908;2;2;4;0;103;103;8;0;8;4981;0;4981;17;9;26;29593;10432;40025;3708;864;0;4478;4509;949;0;5373;0;0;0;0;0;209;2141;63135;12;2522;178;125;57798;0;0;0;0;2;31247;0;0;1;0;1;1;1;651;417;0;0;751;1;98;0;0;1;6061;0;0;1;2352;0;0;0;0;0;0;0;0;1;120;19;25;12;15;5;16;2;17;18;188;38;36;0;0;5;0;0;2;0;0;45;99,07;14,78;22,29;9,05;13,1;4,2;14,56;1,2;11,93;8,22;149,08;35;35,84;26;63;38;596;596;276;34;55;1684;17;2;312;57;23;36;23;29;3;401;880;2564;24,24;55,96;36,82;553,46;581,03;259,95;28,67;41,69;1581,82;14,19;2;271,75;48,2;20,05;30,83;21,36;28,14;2,7;319,81;738,98;2320,8;326;152;190;149;667;8;8;1;3;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;9;3;2;8724;2;9;11;10;;1;
"OCC-11";"76111";"Tarn-et-Garonne";194;64;21;279;12361;2947;1566;16874;59392;14676;4902;78970;30;9;0;39;2554;2543;0;5097;5184;1;1;1;1;182;8;0;190;1128;83;0;1211;47;42;0;89;5258;1172;0;6430;0;0;0;0;0;0;4;1;5;4856;956;5812;20;12;32;54772;18973;73745;7202;2119;0;9386;8225;2215;0;10302;1;591;0;0;0;149;1329;46119;15;4945;120;110;39555;60;1028;13481;504;2;39030;0;0;2;0;0;1;1;1320;209;0;0;1023;1;140;0;0;0;0;0;0;2;5184;0;0;0;1;0;0;0;0;1;163;28;26;20;33;8;29;2;23;4;254;14;14;0;0;0;0;0;0;0;0;14;120,23;18,13;21,69;14,84;21,84;7,26;18,85;1,04;16,94;2,1;181;61;56,69;20;57;51;663;569;198;55;62;1675;14;2;265;69;33;29;30;36;6;285;736;2411;16,21;49,09;44,79;622,11;538,44;189,36;39,42;42,86;1542,28;12,18;1,93;237,18;50,65;19,5;26,84;27,47;33,43;5,5;260,52;655,7;2197,98;357;198;149;120;715;5;5;1;3;2;0;0;2;0;5;0;1;0;0;0;0;0;1;0;12;2;0;9140;2;13;8;6;;;2
"OCC-12";"76112";"Rouergue";326;87;42;455;17193;5222;2498;24913;101971;20954;7895;130820;36;53;1;90;9880;9275;687;19842;33633;1;3;1;2;0;5;0;5;0;279;0;279;0;28;0;28;0;5996;0;5996;0;0;0;0;0;0;0;3;3;0;2566;2566;0;2;2;0;9921;9921;0;0;0;0;0;0;0;0;1;0;0;0;0;230;1922;60097;10;1987;147;170;40935;0;0;0;0;3;46548;0;0;3;0;0;1;2;1884;651;1;1;1464;1;296;0;0;1;8899;0;676;2;10384;1;14236;0;1;0;0;0;0;2;184;23;35;17;35;15;5;4;26;7;261;28;0;0;1;8;0;0;0;0;0;36;141,03;14,12;27,74;15,69;29,41;13,48;4,04;0,16;18,6;7,07;206,57;48;47,28;55;44;105;642;650;158;33;78;1765;11;3;393;62;29;40;56;98;8;364;1035;2800;44,91;37,32;96;603,54;611,46;149,65;20,16;64,99;1628,03;11,03;2,21;361,62;53,66;25,23;35,72;52,27;94,07;7,8;338,95;957,33;2585,36;462;5;244;167;883;6;6;1;4;2;2;1;3;0;17;2;1;0;0;0;0;0;2;1;23;6;0;26022;4;32;10;8;;;2
"OCC-13";"76113";"Tarn Revelois et Saint-Ponais - Cour d'Occitanie";440;128;49;617;20281;7483;3176;30940;126486;33451;11576;171513;26;27;1;54;2745;8460;335;11540;11525;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1002;0;0;0;235;1970;72159;15;1244;285;196;82428;54;689;16561;423;2;71457;0;0;2;0;0;1;2;3009;546;0;0;2209;2;423;0;0;0;0;0;0;2;11525;0;0;0;2;0;0;0;0;2;246;21;55;34;49;18;0;3;26;24;348;21;1;0;0;4;0;0;0;0;0;25;196,37;14,92;45,73;31,74;43,08;14,63;0;2,3;22,93;17,6;295,2;81;76,98;62;47;116;792;945;181;30;94;2267;32;4;446;43;19;43;46;53;9;435;1111;3378;54,95;37,25;104,19;735,97;861,5;164,63;19,42;52,44;2030,35;15,65;1,93;386,84;27,83;15,98;39,66;45,66;51,17;7;375,36;951,1;2981,45;608;0;250;285;1219;6;5;2;3;4;2;1;1;0;9;0;0;0;0;1;0;0;1;0;19;5;0;22272;2;27;10;9;;;1
"OCC-14";"76114";"Lot";283;60;18;361;14160;4075;1045;19280;78496;17845;3893;100234;23;27;2;52;7421;5609;547;13577;11001;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;854;25899;13;3597;178;160;53864;0;0;0;0;4;64753;0;0;4;0;0;1;1;737;454;3;0;617;1;144;0;0;1;6159;1;0;2;4783;0;0;0;0;0;0;0;0;3;204;40;33;27;35;5;1;1;18;16;275;31;0;0;0;19;1;0;0;0;0;50;142,98;28,38;25,49;23,05;23,51;3,59;0,8;0,14;15,85;10,98;198,06;31;38,54;31;35;61;538;581;186;20;43;1495;12;1;285;22;11;29;37;44;5;247;682;2177;25,28;30,62;55,37;482,36;531,82;160,84;12,02;32,62;1330,93;9,8;0,99;264,99;14,95;7,54;26,56;36,48;39,46;4,36;225,93;623,52;1954,45;388;0;51;178;410;4;4;1;4;2;0;0;3;0;10;0;1;0;0;0;0;0;1;0;23;1;4;17436;3;20;8;6;;;2
"OI-01";"04101";"Océan Indien";648;166;125;939;42793;9891;9446;62130;207363;46447;33539;287349;91;54;14;159;11642;10656;3004;25302;35714;3;3;1;3;203;14;0;217;2624;160;0;2784;45;55;6;106;5823;5484;1012;12319;0;0;0;0;0;0;7;5;12;5651;1882;7533;7;7;14;60761;44567;105328;13342;7748;2063;20296;15373;8100;2149;22543;1;2401;0;1;0;80;629;26157;9;3174;30;3;10950;35;242;13409;205;3;124491;2;39274;3;0;1;1;3;3978;2085;0;0;5267;2;2005;1;109;2;18343;0;0;2;8612;1;8695;0;1;1;0;0;1;3;599;137;66;97;125;51;104;3;46;48;925;0;0;0;0;0;0;0;0;0;0;0;474,07;96,21;64,23;83,81;107,28;41,33;87,07;2,9;36,77;42,45;761,12;341;342,93;171;129;313;1874;1374;590;116;141;4708;23;4;872;132;72;74;137;115;18;645;2020;6728;165,4;125,29;290,65;1748,71;1281,85;551,88;106,54;120,35;4390,67;20,5;4;853,94;129,41;73,71;69,14;129,22;103,39;16,88;611,27;1937,75;6328,42;972;201;80;55;88;3;4;1;4;3;2;1;1;0;6;2;2;0;0;0;0;0;2;1;26;3;0;43295;3;33;6;3;2;1;
