BOR;AN;FI;RS;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;EFFSAL;ETPSAL;EFFLIB
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M1010;;;1;2;;;;;0.6;0.6;;;;;;;3;1.2;
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M1030;;;;;5;;;;;;;;;;;;;;5
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M1040;;;;;1;;6;1;;;;;;;;;;;8
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M1090;;;;;;;3;1;;;;;;;;;;;4
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M1130;;;;;1;;1;1;;;;;;;;;;;3
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M1150;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M2020;;;;;;;2;1;;;;;;;;;;;3
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M2030;;;;;;;3;1;;;;;;;;;;;4
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M2070;;;;;;;6;1;;;;;;;;;;;7
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M2080;;;;;;;4;;;;;;;;;;;;4
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M2100;;;;;1;;1;1;;;;;;;;;;;3
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M2120;;;;;;;2;1;;;;;;;;;;;3
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M2130;;;;;;;1;1;;;;;;;;;;;2
Q20;2022;330780206;CLINIQUE D'ARCACHON;330000126;M3050;;1;;1;;;;;;1.7;;;;;;;2;1.7;
Q20;2022;330780206;;330000126;M9999;;1;1;3;8;;30;10;0.6;2.3;;;;;;;5;2.9;48
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1020;;;;;;;8;;;;;;;;;;;;8
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1030;;;;;9;2;1;;;;;;;;;;;;12
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1040;;;;;;;3;1;;;;;;;;;;;4
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1070;;;;;;;;4;;;;;;;;;;;4
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1090;;;;;;;4;2;;;;;;;;;;;6
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1100;1;;;;;;;;0.13;;;;;;;;1;0.13;
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1130;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1140;;;;;;;2;3;;;;;;;;;;;5
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1150;;;;;;;5;;;;;;;;;;;;5
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1170;;;;;;;2;;;;;;;;;;;;2
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1200;;;;1;;;4;3;;0.6;;;;;;;1;0.6;7
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M1340;;;;;3;;1;;;;;;;;;;;;4
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M2020;;;;;;;3;1;;;;;;;;;;;4
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M2030;;;;;5;3;1;;;;;;;;;;;;9
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M2050;;;;;4;4;;;;;;;;;;;;;8
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M2080;;;;;;;1;1;;;;;;;;;;;2
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M2100;;;;;;;3;1;;;;;;;;;;;4
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M2120;;;;;;;4;;;;;;;;;;;;4
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M2130;;;;;;;2;1;;;;;;;;;;;3
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M3040;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M3050;1;;;1;;;;;1;0.51;;;;;;;2;1.51;
Q20;2022;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M3060;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780263;;330000134;M9999;2;;;2;21;9;45;20;1.13;1.11;;;;;;;4;2.24;95
Q20;2022;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;M1030;;;;;;;5;2;;;;;;;;;;;7
Q20;2022;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;M1040;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;M1160;;;;;;;9;2;;;;;;;;;;;11
Q20;2022;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;M2030;;;;;;;18;3;;;;;;;;;;;21
Q20;2022;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;M2060;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;M2120;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;M3011;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;M3050;;1;;;;;;;;1.15;;;;;;;1;1.15;
Q20;2022;330780271;;330021429;M9999;;1;;;;;34;9;;1.15;;;;;;;1;1.15;43
Q20;2022;330780289;HOPITAL DE JOUR L'OISEAU LYRE;330790809;M3020;;;;2;;;;;;1.04;;;;;;;2;1.04;
Q20;2022;330780289;;330790809;M9999;;;;2;;;;;;1.04;;;;;;;2;1.04;
Q20;2022;330780297;CLINIQUE ANOUSTE;330000175;M1010;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780297;CLINIQUE ANOUSTE;330000175;M1030;;;;;;;3;;;;;;;;;;;;3
Q20;2022;330780297;CLINIQUE ANOUSTE;330000175;M1040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780297;CLINIQUE ANOUSTE;330000175;M3020;;;;;;;5;;;;;;;;;;;;5
Q20;2022;330780297;CLINIQUE ANOUSTE;330000175;M3050;;;;1;;;;;;0.31;;;;;;;1;0.31;
Q20;2022;330780297;;330000175;M9999;;;;1;;;10;;;0.31;;;;;;;1;0.31;10
Q20;2022;330780313;MAISON DE SANTE LES PINS;330000191;M1010;;;2;1;;;1;;1.2;0.7;;;;;;;3;1.9;1
Q20;2022;330780313;MAISON DE SANTE LES PINS;330000191;M1030;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780313;MAISON DE SANTE LES PINS;330000191;M1040;;;1;;;;;;0.15;;;;;;;;1;0.15;
Q20;2022;330780313;MAISON DE SANTE LES PINS;330000191;M3020;;;1;1;5;;1;1;0.2;0.2;;;;;;;2;0.4;7
Q20;2022;330780313;MAISON DE SANTE LES PINS;330000191;M3040;;;;1;;;;;;0.15;;;;;;;1;0.15;
Q20;2022;330780313;MAISON DE SANTE LES PINS;330000191;M3050;;;;1;;;;;;0.9;;;;;;;1;0.9;
Q20;2022;330780313;;330000191;M9999;;;4;4;5;;3;1;1.55;1.95;;;;;;;8;3.5;9
Q20;2022;330780321;CLINIQUE BETHANIE;330000209;M1010;;;;;;;2;;;;;;;;;;;;2
Q20;2022;330780321;CLINIQUE BETHANIE;330000209;M3020;;;1;5;;;8;2;0.25;1.9;;;;;;;6;2.15;10
Q20;2022;330780321;CLINIQUE BETHANIE;330000209;M3050;;1;;2;;;;;;1.22;;;;;;;3;1.22;
Q20;2022;330780321;;330000209;M9999;;1;1;7;;;10;2;0.25;3.12;;;;;;;9;3.37;12
Q20;2022;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;M1010;;2;;1;;;;;;2.38;;;;;;;3;2.38;
Q20;2022;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;M1040;;;;;;;2;;;;;;;;;;;;2
Q20;2022;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;M1100;;;;1;;;;;;0.1;;;;;;;1;0.1;
Q20;2022;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;M1120;;;;;2;1;;;;;;;;;;;;;3
Q20;2022;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;M1320;;;;1;;;;;;0.97;;;;;;;1;0.97;
Q20;2022;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;M3040;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;M3050;;;;1;;;;;;0.61;;;;;;;1;0.61;
Q20;2022;330780354;;330000225;M9999;;2;;4;2;1;2;1;;4.06;;;;;;;6;4.06;6
Q20;2022;330780370;LES FONTAINES DE MONJOUS - SSR;750034589;M1320;;;;6;;;;;;3.79;;;;;;;6;3.79;
Q20;2022;330780370;LES FONTAINES DE MONJOUS - SSR;750034589;M3040;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780370;;750034589;M9999;;;;6;;;;1;;3.79;;;;;;;6;3.79;1
Q20;2022;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;M1110;0;;;;6;;;;;;;;;;;;0;;6
Q20;2022;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;M3050;;;;1;;;;;;0.8;;;;;;;1;0.8;
Q20;2022;330780446;;330000258;M9999;0;;;1;6;;;;;0.8;;;;;;;1;0.8;6
Q20;2022;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;M1110;;;;;;;2;3;;;;;;;;;;;5
Q20;2022;330780453;;330000308;M9999;;;;;;;2;3;;;;;;;;;;;5
Q20;2022;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;M1110;;4;3;16;;;;;1.04;6.16;;;;;;;23;7.2;
Q20;2022;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;M1320;;;1;;;;;;0.05;;;;;;;;1;0.05;
Q20;2022;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;M3050;;1;;1;;;;;;1.5;;;;;;;2;1.5;
Q20;2022;330780461;;330000266;M9999;;5;4;17;;;;;1.09;7.66;;;;;;;26;8.75;
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1010;;;7;5;;1;;;2.21;0.95;;;;;;;12;3.16;1
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1030;;;;;16;;;;;;;;;;;;;;16
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1031;;;1;1;5;;;;0.16;0.08;;;;;;;2;0.24;5
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1040;;;2;;15;3;6;4;0.42;;;;;;;;2;0.42;28
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1070;;;;;1;;;4;;;;;;;;;;;5
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1090;;;;;4;3;2;3;;;;;;;;;;;12
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1110;;;;;;;4;3;;;;;;;;;;;7
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1130;;1;;;;1;;;;1;;;;;;;1;1;1
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1140;;;;;;;1;4;;;;;;;;;;;5
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1150;;;;;;;3;2;;;;;;;;;;;5
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1160;;;;;10;5;4;1;;;;;;;;;;;20
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1170;;;;;5;3;;1;;;;;;;;;;;9
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1180;;;;;1;;;;;;;;;;;;;;1
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1190;;;;;;;;2;;;;;;;;;;;2
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1200;;;;;2;;2;;;;;;;;;;;;4
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1210;;;;;2;2;;;;;;;;;;;;;4
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1320;;;;1;;;;1;;0.3;;;;;;;1;0.3;1
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1330;;;;;1;;;;;;;;;;;;;;1
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1340;;;;;7;4;;;;;;;;;;;;;11
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M2020;;;;;1;1;2;1;;;;;;;;;;;5
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M2030;;;;;5;2;9;;;;;;;;;;;;16
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M2050;;;;;6;8;1;1;;;;;;;;;;;16
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M2080;;;;;;;3;;;;;;;;;;;;3
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M2100;;;;;;;7;1;;;;;;;;;;;8
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M2120;;;;;3;1;;;;;;;;;;;;;4
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M2130;;;;;;;2;1;;;;;;;;;;;3
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M2140;;;;;;;2;;;;;;;;;;;;2
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M2150;;;;;2;3;;;;;;;;;;;;;5
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M3040;1;;;;;;;;1;;;;;;;;1;1;
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M3050;1;3;1;;;;;;1.46;3;;;;;;;5;4.46;
Q20;2022;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M3070;1;1;1;;;;;;1;1;;;;;;;3;2;
Q20;2022;330780479;;330000274;M9999;3;5;12;7;86;37;49;29;6.25;6.33;;;;;;;27;12.58;201
Q20;2022;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;M1030;;;;;1;3;;;;;;;;;;;;;4
Q20;2022;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;M2020;;;;;1;1;;;;;;;;;;;;;2
Q20;2022;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;M2070;;;;;18;10;;;;;;;;;;;;;28
Q20;2022;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;M2080;;;;;;3;;;;;;;;;;;;;3
Q20;2022;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;M3050;;;;1;;;;;;0.5;;;;;;;1;0.5;
Q20;2022;330780487;;330000282;M9999;;;;1;20;17;;;;0.5;;;;;;;1;0.5;37
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1010;;;1;;;;;;0.75;0.08;;;;;;;1;0.83;
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1030;2;1;;;;;2;1;2;1;;;;;;;3;3;3
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1040;;;1;;;;2;;0.1;;;;;;;;1;0.1;2
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1090;;;2;;;;2;;0.5;;;;;;;;2;0.5;2
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1100;;1;;;;;;;0.24;0.96;;;;;;;1;1.2;
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1110;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1140;;;1;;;;;;0.5;;;;;;;;1;0.5;
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1180;;1;1;;;;;;0.24;1.05;;;;;;;2;1.29;
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1190;;;1;;;;;;0.1;;;;;;;;1;0.1;
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1200;;;1;2;;;;;0.55;0.8;;;;;;;3;1.35;
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1320;;1;;;;;;;0.05;1.04;;;;;;;1;1.09;
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1340;3;3;5;2;;;;;6.08;5.15;;;;;;;13;11.23;
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M2010;2;;1;;;;;;2.39;;;;;;;;3;2.39;
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M2020;;;1;;;;;;0.2;;;;;;;;1;0.2;
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M2030;2;;;;;;2;;2;;;;;;;;2;2;2
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M2050;;;3;;;;;;0.75;0.26;;;;;;;3;1.01;
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M2070;;;3;1;;;3;1;0.4;0.1;;;;;;;4;0.5;4
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M3040;1;;;;;;;;0.5;;;;;;;;1;0.5;
Q20;2022;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M3050;;1;;;;;;;0.05;1.08;;;;;;;1;1.13;
Q20;2022;330780495;;330796392;M9999;10;8;21;5;;;11;3;17.4;11.52;;;;;;;44;28.92;14
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M1010;;;1;2;;;2;;0.35;0.68;;;;;;;3;1.03;2
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M1030;;;;;10;5;;;;;;;;;;;;;15
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M1040;1;;;;2;;10;1;1;;;;;;;;1;1;13
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M1070;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M1090;;;;;;;2;1;;;;;;;;;;;3
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M1110;;;;;;;2;3;;;;;;;;;;;5
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M1120;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M1160;;;;;;;6;;;;;;;;;;;;6
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M1190;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M1200;;;;;;;4;3;;;;;;;;;;;7
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M2020;;;;;;;3;;;;;;;;;;;;3
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M2030;;;;;16;;10;;;;;;;;;;;;26
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M2050;;;;;;;1;1;;;;;;;;;;;2
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M2120;;;;;;;4;;;;;;;;;;;;4
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M2130;;;;;;;3;2;;;;;;;;;;;5
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M3012;;1;;;;;;;;1;;;;;;;1;1;
Q20;2022;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;M3040;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780503;;330000308;M9999;1;1;1;2;28;5;50;13;1.35;1.68;;;;;;;5;3.03;96
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M1030;;;;;4;;;;;;;;;;;;;;4
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M1040;;;;;;;2;1;;;;;;;;;;;3
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M1090;;;;;1;1;;;;;;;;;;;;;2
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M1130;;;;;;2;;;;;;;;;;;;;2
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M1150;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M1200;;;;;;;2;1;;;;;;;;;;;3
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M2010;;;;;1;;;;;;;;;;;;;;1
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M2030;;;;;3;;1;;;;;;;;;;;;4
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M2050;;;;;;;;2;;;;;;;;;;;2
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M2070;;;;;3;;;;;;;;;;;;;;3
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M2080;;;;;2;1;;;;;;;;;;;;;3
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M2100;;;;;;;3;2;;;;;;;;;;;5
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M2120;;;;;;;2;1;;;;;;;;;;;3
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M2130;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M3012;;;;;;;2;1;;;;;;;;;;;3
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M3040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M3050;;;;1;;;;;0.35;0.88;;;;;;;1;1.23;
Q20;2022;330780511;CLINIQUE SAINTE-ANNE;330000316;M3060;;;;;;;;1;;;;;;;;;;;1
Q20;2022;330780511;;330000316;M9999;;;;1;14;4;15;9;0.35;0.88;;;;;;;1;1.23;42
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M1010;3;4;2;4;;;;;3.21;5.77;;;;;;;13;8.98;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M1030;5;2;2;0;;;;;6.94;2.39;;;;;;;9;9.33;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M1031;;;1;1;;;;;0.75;0.68;;;;;;;2;1.43;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M1040;;;;;;;2;;;;;;;;;;;;2
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M1070;;;;;;;;;;0.53;;;;;;;;0.53;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M1090;;;2;1;;;4;4;1.27;0.85;;;;;;;3;2.12;8
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M1100;1;;;2;;;;;1;1.74;;;;;;;3;2.74;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M1150;;;;1;;;;;;0.8;;;;;;;1;0.8;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M1200;;2;;;;;4;3;;1.25;;;;;;;2;1.25;7
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M1320;1;;;;;;;;1;;;;;;;;1;1;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M1340;3;5;3;2;;;;;10.21;3.95;;;;;;;13;14.16;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M2020;1;;;;;;;;1;;;;;;;;1;1;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M2030;2;1;;;;;;;3;1;;;;;;;3;4;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M2040;2;;;;;;;;2.01;0.01;;;;;;;2;2.02;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M2070;;;1;1;;;3;4;0.65;0.65;;;;;;;2;1.3;7
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M2100;;;1;;;;4;;0.9;;;;;;;;1;0.9;4
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M2120;3;;;;;;;;3.25;0.88;;;;;;;3;4.13;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M2130;;2;;;;;;;;2;;;;;;;2;2;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M3040;;;1;1;;;;;;0.8;;;;;;;2;0.8;
Q20;2022;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M3050;;1;;;;;;;0.11;1.19;;;;;;;1;1.3;
Q20;2022;330780529;;330796392;M9999;21;17;13;13;;;17;11;35.3;24.49;;;;;;;64;59.79;28
Q20;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M1010;3;1;0;0;;;;;3.15;1.5;;;;;;;4;4.65;
Q20;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M1030;;;;;3;1;;;;;;;;;;;;;4
Q20;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M1040;;;;;3;;;;;;;;;;;;;;3
Q20;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M1050;;;;;1;2;;;;;;;;;;;;;3
Q20;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M1090;;;;;;;3;1;;;;;;;;;;;4
Q20;2022;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M1110;;;;;;;2;;;;;;;;;;;;2
