BOR;AN;FI;GRP;RS;FI_ET;RS_ET;FI_EJ
STB;2019;380000034;04;CH PIERRE OUDOT BOURGOIN JALLIEU;380800037;CMP ENFANTS MORESTEL;380780049
STB;2019;380000034;04;CH PIERRE OUDOT BOURGOIN JALLIEU;380800045;CMP ENFANTS BOURGOIN-JALLIEU;380780049
STB;2019;380000034;04;CH PIERRE OUDOT BOURGOIN JALLIEU;380805028;HJ ENFANTS LA TOUR DU PIN;380780049
STB;2019;380000042;04;CH YVES TOURAINE;;;380780056
STB;2019;380000059;04;CH DE RIVES;;;380780072
STB;2019;380000067;04;HOPITAL NORD - CHU38;;;380780080
STB;2019;380000075;04;CH DE TULLINS SITE PERRET;380794917;USLD CH DE TULLINS;380780098
STB;2019;380000091;04;CH DE SAINT MARCELLIN;;;380780171
STB;2019;380000109;04;CH DE SAINT LAURENT DU PONT;380794719;USLD LA MATINIÈRE ST LAURENT DU PONT;380780213
STB;2019;380000125;04;CENTRE HOSPITALIER ST GEOIRE VALDAINE;;;380780239
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380001719;CMP ENFANTS MOIRANS;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380001818;CMP ENFANTS RIVES L'ORGERE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380001958;CMP GRENOBLE LES MARRONNIERS;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380003228;CMP DE CROLLES;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380003368;CMP ENFANTS DE MEYLAN;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380003459;CMP SAINT ISMIER ESPACE VICTOR;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014357;CMP ADULTES SMPU GRENOBLE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014381;CMP PARI GRENOBLE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014415;CATTP ADULTES VIZILLE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014456;CMP ADULTES MONESTIER DE CLERMONT;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014472;CMP ADULTES ST MARCELLIN;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014480;CMP ALCOOLOGIE ST EGREVE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014506;CMP ADULTES ST LAURENT DU PONT;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014514;ELMPP;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014555;HJ ADULTES NELSON MANDELA;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014563;CMP ADULTES GRENOBLE BONNAFÉ;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014597;CMP ADULTES VIZILLE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014605;HJ FONTAINE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014613;HJ PETITE ENFANCE GRENOBLE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014621;CATTP ASSTRIADE SUD;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014647;CATTP ENFANTS GRAFFITI;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014654;CMP ENFANTS LE BOURG D'OISANS;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014670;HJ JENNY AUBRY;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014696;HJ ADOLESCENTS - ROGER MISES;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014704;CMP ADULTES PONTCHARRA;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014712;CMP ENFANTS CADIPA ST EGREVE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380014720;HJ ET JARDIN D'ENFANTS THERAPEUTIQUE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380015263;CATTP DE CROLLES;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016295;CMP GRENOBLE LANTERI LAURA;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016394;CMP ADULTES ECHIROLLES LES OREADES;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016410;CMP ADULTES LA COTE ST ANDRE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016428;CMP ADULTE TULLINS PAV. PARMENIE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016436;CMP ENFANTS VILLENEUVE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016444;CMP ENFANTS DIAKINE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016451;CMP DE REFERENCE ECHIROLLES;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016469;CMP ENFANTS VIZILLE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016477;CMP ADOLESCENTS JARDIN DE L'ALLIANCE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016485;CMP ENFANTS ST EGREVE LES VILLAS 104;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016501;CATTP LA MURE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016519;CATTP ST LAURENT DU PONT;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016576;CATTP JENNY AUBRY;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016592;CATTP ENFANTS ST MARCELLIN;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016600;CATTP ULIS ST MARTIN LE VINOUX;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016873;CMP ST EGREVE LEMPERIERE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016881;CMP ADULTES LE BOURG D'OISANS;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016899;CMP VOIRON;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380016907;CMP USSAA;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380017137;HJ ENFANTS ESPACE VICTOR;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380017582;HJ ADULTES CASSIOPEE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380019034;CATTP ASSTRIADE NORD;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380019109;CATTP ENFANTS ESPACE VICTOR;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380019117;CATTP ADULTES BOURG D'OISANS;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380019414;EMPSA;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380019547;PASS PSYCHIATRIQUE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380019562;SMPS SAINT-LAURENT-DU-PONT;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380019570;CENTRE EXPERT ASPERGER ADULTES;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380019588;CENTRE EXPERT SCHIZOPHRENIE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380019794;CMP ENFANTS PONTCHARRA;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380019802;PRAVS;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380019810;EMISS NORD;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380019992;PDTV EQUIPE RESEAU;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380020008;EQUIPE MOBILE LINTERFAS;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380020016;CATTP L'INTERFAS;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380020032;UCAP;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380020040;HJ USN2;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380020107;HOPITAL DE JOUR VOIRON SERAPHINE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380020149;CATTP REHABILITATION;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380020396;CMP GRENOBLE BERTHELOT;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380020875;ESPACE PLEIADE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380021048;CATTP HENRI EY;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380021246;CATTP ADULTES VIF;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380021253;CONSULTATIONS ASPERGER;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380021493;CTRE TRAITEMENT AMBULATOIRE INTENSIF;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380021501;HJ ADDICTOLOGIE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380021519;ADDICTOLOGIE CONSULTATIONS;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380784553;HJ ENFANTS GRENOBLE I02 PERREAU;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380784728;HJ ENFANTS COUBLEVIE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380785386;HJ ENFANTS GRENOBLE I02 THIERS;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380785394;SERVICE DES MAJEURS PROTEGES;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380795880;CMP USN2 - SMPR;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800003;CMP ANTENNE ST LAURENT DU PONT;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800011;CMP REFERENCE VOIRON;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800060;CMP DU SAINT-EYNARD;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800193;CMP ADULTES VIF;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800219;CMP ADULTES FONTAINE SEYSSINET;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800227;CMP ADULTES DOLTO;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800235;CATTP FONTAINE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800268;CATTP ADULTES ST-EGREVE T. LEMPERIERE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800276;CATTP ADULTES VILLARD-DE-LANS;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800284;CATTP ADULTES ST MARCELLIN;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800292;CATTP TULLINS PAV. PARMENIE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800300;CMP SAINT MARTIN D'HERES;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800318;CATTP ADULTES LA COTE-ST-ANDRE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800342;CATTP FRANTZ FANON;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800359;CATTP VOIRON;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800391;CMP ADULTES LA MURE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800417;CATTP ADULTES PONTCHARRA;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800441;CMP DE REFERENCE GRENOBLE FERRIE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800458;CMP SEYSSINET PERCEVALIERE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800474;CMP ADULTES VILLARD-DE-LANS;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800482;CMP ENFANTS VILLARD-DE-LANS;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800508;CATTP ENFANTS VILLENEUVE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800524;CMP FONTAINE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800565;CATTP DE COUBLEVIE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800573;CATTP MIKADO;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800581;CMP ENFANTS TULLINS PAV. PARMENIE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800599;CMP ENFANTS ST MARCELIN;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800615;CMP ENFANTS LA COTE-ST-ANDRE;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800664;CMP PONT DE CLAIX;380780247
STB;2019;380000133;14;CENTRE HOSPITALIER ALPES ISERE;380800680;CMP ENFANTS LA MURE;380780247
STB;2019;380000166;04;CENTRE HOSPITALIER DE LUZY-DUFEILLANT;;;380781351
STB;2019;380000174;04;CH LUCIEN HUSSEL DE VIENNE;;;380781435
STB;2019;380000356;04;CENTRE HOSPITALIER DE LA TOUR DU PIN;380802942;CSLD HL DE LA TOUR DU PIN;380782698
STB;2019;380000364;04;CENTRE HOSPITALIER DE MORESTEL;;;380782771
STB;2019;380000406;04;CENTRE HOSPITALIER DE VOIRON;;;380784751
STB;2019;380005868;09;ANNEXE DU CTRE DE SOINS DE VIRIEU;;;010783009
STB;2019;380005918;09;KORIAN LES GRANGES;;;750056335
STB;2019;380009928;09;CENTRE MEDICAL ROCHEPLANE;;;380804542
STB;2019;380012658;09;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;;;380012609
STB;2019;380013037;09;CENTRE D'ENDOSCOPIE NORD ISERE;;;380013011
STB;2019;380017095;09;CRF ST VINCENT DE PAUL;;;380017087
STB;2019;380019752;04;ANTENNE SMUR AERODROME VERSOUD - CHU38;;;380780080
STB;2019;380019760;04;ANTENNE SMUR ALPES D'HUEZ - CHU38;;;380780080
STB;2019;380020123;09;CLINIQUE DES COTES DU RHONE;;;380021139
STB;2019;380020388;04;CH DE VOIRON - MEDECINE POLYVALENTE;380802728;USLD CH DE VOIRON;380784751
STB;2019;380021071;04;SSR HTP CHU38 - SITE CH DE VOIRON;;;380780080
STB;2019;380780197;09;CLINIQUE ST VINCENT DE PAUL BOURGOIN;;;380798173
STB;2019;380780288;09;NOUVELLE CLINIQUE DE CHARTREUSE;;;380019224
STB;2019;380780296;15;CLINIQUE DU DAUPHINE;;;380021550
STB;2019;380780312;09;CLINIQUE DU GRESIVAUDAN;;;750720575
STB;2019;380780379;09;CENTRE DE PNEUMOLOGIE HENRI BAZIRE;;;380798249
STB;2019;380781138;09;CENTRE DE SOINS DE VIRIEU;;;010783009
STB;2019;380781369;09;LE MAS DES CHAMPS;;;010783009
STB;2019;380782722;04;HOPITAL SUD - CHU38;380006288;CENTRE DE GERONTOLOGIE SUD - CHUGA;380780080
STB;2019;380784462;15;ETAB. DE SANTE MENTALE DE GRENOBLE;;;750005068
STB;2019;380785840;04;USLD JEAN MOULIN CH BOURGOIN;;;380780049
STB;2019;380785956;09;CLINIQUE DES CEDRES;;;380795211
STB;2019;380786442;09;CLINIQUE BELLEDONNE;;;380798025
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380012799;ESMPI SITE BOURGOIN-JALLIEU;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380012849;HJ ADULTES VILLEFONTAINE;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380013359;HJ ADULTES BOURGOIN LES LILATTES;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380015461;HJ ADULTES LA TOUR DU PIN L'ORANGERIE;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380019372;ESMPI SITE ROCHEBRUN-VIENNE;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380020537;ESMPI SITE VIENNE;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021329;CMP ADULTES LA TOUR DU PIN - ESMPI;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021337;CATTP ADULTES LA TOUR DU PIN - ESMPI;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021345;CMP ADULTES BOURGOIN-JALLIEU - ESMPI;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021352;CMP ADULTES PONT-DE-CHERUY - ESMPI;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021360;CMP ADULTES VILLEFONTAINE - ESMPI;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021378;CATTP ADULTES VILLEFONTAINE - ESMPI;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021386;CMP ADULTES VIENNE - ESMPI;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021394;CMP ADULTES VIENNE SUD - ESMPI;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021402;CATTP ADULTES VIENNE NORD - ESMPI;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021410;CMP ADULTES PEAGE DE ROUSSILLON -ESMPI;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021428;CMP ADULTES BEAUREPAIRE - ESMPI;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021436;CATTP ADOLESCENT VIENNE - ESMPI;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021444;CMP ENFANT VIENNE - ESMPI;380794297
STB;2019;380794297;05;FONDATION GEORGES BOISSEL;380021451;CMP ENFANT ROUSSILLON - ESMPI;380794297
STB;2019;380795773;15;CTRE SOCIAL LUTTE CONTRE L'ISOLEMENT;;;380795765
STB;2019;380798520;04;USLD DELPHINE NEYRET CH BOURGOIN;;;380780049
STB;2019;380802512;09;USLD M.PHILIBERT SAINT MARTIN D'HÈRES;;;380793265
STB;2019;390000040;04;CH LONS;390785533;USLD RESIDENCE LA VALLIERE CH JURA SUD;390780146
STB;2019;390000057;04;CH LEON BERARD MOREZ;;;390780153
STB;2019;390000065;04;CH LOUIS JAILLON SAINT CLAUDE;390785418;EHPAD USLD DU CH SAINT CLAUDE;390780161
STB;2019;390000073;04;CHI PAYS REVERMONT SITE SALINS;;;390780179
STB;2019;390000081;04;CHI PAYS REVERMONT SITE ARBOIS;;;390780179
STB;2019;390000164;14;CHS SAINT YLIE JURA;390001949;HOSPIT. URGENCES PSY SITE CH LONS;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390002079;CMP-CATTP ADULTES MOREZ;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390004513;APPART THERAPEUTIQUE CATTP ADULTE LONS;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390005841;HJ-CMP-CATTP ENFANTS SITE CH ST CLAUDE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390006179;CENTRE PSY ADULTE SITE CH ST CLAUDE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390007003;CMP HJ ENFANTS CHAMPAGNOLE CHS ST YLIE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390783165;CTRE POST CURE PONT DU NAVOY CHS;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390783470;CMP HJ ADULTES SITE SULLY LONS;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390784742;CMP-CATTP ENFANTS DOLE CHS ST YLIE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390784767;CMP-CATTP-HJ ENFANT PRÉSIDENT LONS;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390786036;HJ CMP CATTP AT ADULTES BRIAND DOLE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390786093;CMP CATTP ENFANTS LONS CHS ST YLIE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390786101;CMP ENFANTS ST CLAUDE CHS ST YLIE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390786119;CMP-CATTP-HJ ENFANTS SITE GIROD MOREZ;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390786127;CMP ADULTES ORGELET CHS ST YLIE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390786200;CENTRE INFANTILE LES SORBIERS DOLE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390786523;CMP HJ ADULTE CHAMPAGNOLE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390786531;CMP CATTP HJ ADULTES TAVAUX ST YLIE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390786663;CMP ENFANTS POLIGNY CHS ST YLIE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390786689;CMP CATTP HJ ADULTES ARBOIS;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390786697;CMP-CATTP ENFANTS SALINS CHS ST YLIE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390786788;CMP ADULTES FRAISANS CHS ST. YLIE;390780476
STB;2019;390000164;14;CHS SAINT YLIE JURA;390786846;PSY HC ADULTE ENFANT SITE CH DOLE;390780476
STB;2019;390000172;09;CRCPFC LA GRANGE SUR LE MONT;;;250006335
STB;2019;390000214;04;CH JURA SUD SITE CHAMPAGNOLE;;;390780146
STB;2019;390000222;04;CH LOUIS PASTEUR DOLE;;;390780609
STB;2019;390004349;09;HAD 39;;;390004299
STB;2019;390005742;04;ANTENNE SMUR MOREZ - SIEGE CH JURA SUD;;;390780146
STB;2019;390006161;04;CH JURA SUD PIERRE FUTIN ORGELET;;;390780146
STB;2019;390780369;09;MECSS LA BELINE SALINS;;;210010294
STB;2019;390780559;09;CLINIQUE DU JURA;;;390000180
STB;2019;390780575;09;HOSPITALIA MUTUALITE PDP;;;250017803
STB;2019;390781193;09;MAISON SOINS ADLCA BLETTERANS;;;390000768
STB;2019;390784833;04;EHPAD USLD ARMAND TRUCHOT CH DOLE;;;390780609
STB;2019;400000105;04;CENTRE HOSPITALIER DAX;400013108;HOPITAL DE JOUR ADULTES - CH DE DAX;400780193
STB;2019;400000105;04;CENTRE HOSPITALIER DAX;400013116;CMPEA - ST-VINCENT-DE-TYROSSE;400780193
STB;2019;400000105;04;CENTRE HOSPITALIER DAX;400013124;CMPI - DAX;400780193
STB;2019;400000105;04;CENTRE HOSPITALIER DAX;400785630;CENTRE MEDICO-PSYCHOLOGIQUE;400780193
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013348;HOPITAL DE JOUR ADULTES - PARENTIS;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013355;CMP ADULTES - BISCARROSSE;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013371;HOPITAL DE JOUR ADULTES - MONTFORT;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013389;HOPITAL DE JOUR ADULTES - AIRE S/ADOUR;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013397;HOPITAL DE JOUR ENFANTS - SAINT PIERRE;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013405;HOPITAL DE JOUR ADOS - MT DE MARSAN;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013413;CMP ADULTES - CASTETS;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013421;CMP ADULTES ET ENFANTS - LABOUHEYRE;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013439;CMP ADULTES - LIT ET MIXE;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013447;CMP ADULTES - MIMIZAN;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013454;CMP ADULTES ET ENFANTS - MORCENX;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013462;CMP ADULTES ET ENFANTS - MT DE MARSAN;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013470;CMP ADULTES & ADOLESCENTS - PARENTIS;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013488;CMP ADULTES - PISSOS;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013496;CMP ADULTES - SANGUINET;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013504;CMP ADULTES - SORE;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013512;CMPI PARENTIS;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013520;CMP ADULTES - AIRE SUR L'ADOUR;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013538;CMP ADULTES - GABARRET;400011177
STB;2019;400000113;14;CH MONT DE MARSAN - SITE DE STE ANNE;400013546;CMP ADULTES - GEAUNE;400011177
STB;2019;400000139;04;CENTRE HOSPITALIER DE MONT DE MARSAN;;;400011177
STB;2019;400000147;04;CENTRE HOSPITALIER DE SAINT SEVER;400787362;EHPAD - USLD CH DE ST SEVER;400780268
STB;2019;400000261;09;INSTITUT HÉLIO- MARIN LABENNE;400787446;EHPAD - USLD INST. HELIO MARIN LABENNE;400780458
STB;2019;400006607;04;EHPAD - USLD DE MORCENX;;;400011177
STB;2019;400008199;09;HAD MARSAN ADOUR;;;400008108
STB;2019;400011383;04;CH DAX - ANT. SAISON. SMUR - HOSSEGOR;;;400780193
STB;2019;400011391;04;CH DAX - ANT. SAISON. SMUR - MIMIZAN;;;400780193
STB;2019;400012506;04;CH MDM - ANT. SAISON. SMUR-BISCARROSSE;;;400011177
STB;2019;400012514;04;CH MDM - ANTENNE SMUR - LABOUHEYRE;;;400011177
STB;2019;400012522;04;CH MDM - ANTENNE SMUR - AIRE-SUR-ADOUR;;;400011177
STB;2019;400014072;15;HOPITAL DE JOUR CMPA;;;400014064
STB;2019;400780102;09;CLINIQUE KORIAN NAPOLEON;;;400000055
STB;2019;400780250;04;CENTRE DE NOUVIELLE - SSR-MPR;400790911;EHPAD - USLD CENTRE DE NOUVIELLE;400011177
STB;2019;400780342;09;CAPIO CLINIQUE JEAN LE BON;;;400000196
