BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;N2700;0;4;0.83;;;;
PERINAT_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;N2800;13;10;19.45;;;;
PERINAT_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;N280H;13;10;19.45;;;;
PERINAT_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;NAUT;24;2;25.19;;;;
PERINAT_P;2020;380000042;CH YVES TOURAINE;380780056;N2800;;1;0.4;;;;
PERINAT_P;2020;380000067;HOPITAL NORD - CHU38;380780080;M1030;1;;0.5;1;0;1;0
PERINAT_P;2020;380000067;HOPITAL NORD - CHU38;380780080;M1140;6;10;11.03;1;0;;
PERINAT_P;2020;380000067;HOPITAL NORD - CHU38;380780080;M2050;7;19;11.25;1;1;;
PERINAT_P;2020;380000067;HOPITAL NORD - CHU38;380780080;MAUT;2;3;3.98;;;;
PERINAT_P;2020;380000067;HOPITAL NORD - CHU38;380780080;MIVG;;5;1.65;;;;
PERINAT_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N2200;9;19;25.35;;;;
PERINAT_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N2340;39;29;59.21;;;;
PERINAT_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N2530;38;9;42.46;;;;
PERINAT_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N2700;;2;1.2;;;;
PERINAT_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N2800;44;43;70.37;;;;
PERINAT_P;2020;380000067;HOPITAL NORD - CHU38;380780080;NAUT;35;18;48.85;;;;
PERINAT_P;2020;380000091;CH DE SAINT MARCELLIN;380780171;M2050;;1;0.08;0;0;;
PERINAT_P;2020;380000091;CH DE SAINT MARCELLIN;380780171;N2800;2;;2;;;;
PERINAT_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;M1030;0;17;0.35;1;0;1;0
PERINAT_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;M1140;0;5;1.8;1;0;;
PERINAT_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;M2050;5;9;9.2;1;0;;
PERINAT_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;MIVG;;2;0.29;;;;
PERINAT_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N2200;3;1;4.23;;;;
PERINAT_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N2340;1;1;2.26;;;;
PERINAT_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N2530;33;5;39.17;;;;
PERINAT_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N2700;;1;0.45;;;;
PERINAT_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N2800;33;9;37.43;;;;
PERINAT_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N280H;11;1;10.61;;;;
PERINAT_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;NAUT;11;7;14.3;;;;
PERINAT_P;2020;380000406;HOPITAL DE VOIRON;380780080;M1030;;;;1;0;0;0
PERINAT_P;2020;380000406;HOPITAL DE VOIRON;380780080;M1140;;;;1;0;;
PERINAT_P;2020;380000406;HOPITAL DE VOIRON;380780080;M2050;8;1;4.56;1;0;;
PERINAT_P;2020;380000406;HOPITAL DE VOIRON;380780080;N2200;1;;1;;;;
PERINAT_P;2020;380000406;HOPITAL DE VOIRON;380780080;N2340;5;2;6.32;;;;
PERINAT_P;2020;380000406;HOPITAL DE VOIRON;380780080;N2530;12;9;14.2;;;;
PERINAT_P;2020;380000406;HOPITAL DE VOIRON;380780080;N2700;1;;0.75;;;;
PERINAT_P;2020;380000406;HOPITAL DE VOIRON;380780080;N2800;12;15;15.67;;;;
PERINAT_P;2020;380000406;HOPITAL DE VOIRON;380780080;NAUT;5;;5.22;;;;
PERINAT_P;2020;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;M1030;;;;1;1;1;1
PERINAT_P;2020;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;M1140;0;8;1.69;1;1;;
PERINAT_P;2020;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;M2050;9;4;11.15;1;1;;
PERINAT_P;2020;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;MIVG;0;3;2.15;;;;
PERINAT_P;2020;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;N2200;0;1;0.6;;;;
PERINAT_P;2020;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;N2340;0;2;1.5;;;;
PERINAT_P;2020;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;N2530;11;9;21.86;;;;
PERINAT_P;2020;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;N2700;0;1;0.4;;;;
PERINAT_P;2020;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;N2800;14;24;35.68;;;;
PERINAT_P;2020;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;N280H;;;9.63;;;;
PERINAT_P;2020;380020123;CLINIQUE DES COTES DU RHONE;380021139;M2050;;1;0.8;0;0;;
PERINAT_P;2020;380020123;CLINIQUE DES COTES DU RHONE;380021139;N2800;1;;1;;;;
PERINAT_P;2020;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;M1030;;14;11;0;1;0;1
PERINAT_P;2020;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;M1140;1;11;3.57;0;1;;
PERINAT_P;2020;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;M2050;4;2;5.3;0;1;;
PERINAT_P;2020;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;N2200;2;1;1.9;;;;
PERINAT_P;2020;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;N2340;5;1;5.99;;;;
PERINAT_P;2020;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;N2530;14;4;20.16;;;;
PERINAT_P;2020;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;N2700;;1;0.44;;;;
PERINAT_P;2020;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;N2800;11;12;18.9;;;;
PERINAT_P;2020;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;N280H;4;11;9.65;;;;
PERINAT_P;2020;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;NAUT;1;2;1.6;;;;
PERINAT_P;2020;380780288;NOUVELLE CLINIQUE DE CHARTREUSE;380019224;M2050;;1;0.5;0;0;;
PERINAT_P;2020;380785956;CLINIQUE DES CEDRES;380795211;M1030;14;;14;0;1;;
PERINAT_P;2020;380785956;CLINIQUE DES CEDRES;380795211;M1140;;7;3.5;0;1;;
PERINAT_P;2020;380785956;CLINIQUE DES CEDRES;380795211;M2050;7;;7;0;1;;
PERINAT_P;2020;380785956;CLINIQUE DES CEDRES;380795211;N2340;1;;1;;;;
PERINAT_P;2020;380785956;CLINIQUE DES CEDRES;380795211;N2530;9;4;11.64;;;;
PERINAT_P;2020;380785956;CLINIQUE DES CEDRES;380795211;N2700;;1;0.17;;;;
PERINAT_P;2020;380785956;CLINIQUE DES CEDRES;380795211;N2800;5;12;13.26;;;;
PERINAT_P;2020;380785956;CLINIQUE DES CEDRES;380795211;N280H;5;12;13.26;;;;
PERINAT_P;2020;380786442;CLINIQUE BELLEDONNE;380798025;M1030;19;;19;1;;1;
PERINAT_P;2020;380786442;CLINIQUE BELLEDONNE;380798025;M1140;1;7;4.5;0;1;;
PERINAT_P;2020;380786442;CLINIQUE BELLEDONNE;380798025;M2050;15;;15;1;1;;
PERINAT_P;2020;380786442;CLINIQUE BELLEDONNE;380798025;MIVG;3;;3;;;;
PERINAT_P;2020;380786442;CLINIQUE BELLEDONNE;380798025;N2200;0;1;0.8;;;;
PERINAT_P;2020;380786442;CLINIQUE BELLEDONNE;380798025;N2340;6;2;5.9;;;;
PERINAT_P;2020;380786442;CLINIQUE BELLEDONNE;380798025;N2530;12;14;22.02;;;;
PERINAT_P;2020;380786442;CLINIQUE BELLEDONNE;380798025;N2700;0;2;0.5;;;;
PERINAT_P;2020;380786442;CLINIQUE BELLEDONNE;380798025;N2800;13;22;27.48;;;;
PERINAT_P;2020;380786442;CLINIQUE BELLEDONNE;380798025;N280H;6;2;7.03;;;;
PERINAT_P;2020;380786442;CLINIQUE BELLEDONNE;380798025;NAUT;2;1;2.86;;;;
PERINAT_P;2020;390000040;CH LONS;390780146;M1140;4;3;5;0;1;;
PERINAT_P;2020;390000040;CH LONS;390780146;M2050;;;0;0;1;;
PERINAT_P;2020;390000040;CH LONS;390780146;N2340;;10;3.49;;;;
PERINAT_P;2020;390000040;CH LONS;390780146;N2530;1;31;23.53;;;;
PERINAT_P;2020;390000040;CH LONS;390780146;N2800;1;26;17.37;;;;
PERINAT_P;2020;390000040;CH LONS;390780146;NAUT;;2;1.45;;;;
PERINAT_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;M1140;;1;0.6;0;0;;
PERINAT_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;M2050;;1;0.13;;;;
PERINAT_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;N2340;;1;0.75;;;;
PERINAT_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;N2530;;1;0.75;;;;
PERINAT_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;N2800;3;3;4.91;;;;
PERINAT_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;NAUT;3;;3;;;;
PERINAT_P;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;M1140;;1;1.28;;;;
PERINAT_P;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;M2050;5;3;5.8;;;;
PERINAT_P;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;N2340;6;;6;;;;
PERINAT_P;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;N2700;;1;1.16;;;;
PERINAT_P;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;N2800;4;6;8.52;;;;
PERINAT_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;M1030;;17;1.09;1;0;0;0
PERINAT_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;M1140;;4;0.22;0;1;;
PERINAT_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;M2050;;9;7.17;0;1;;
PERINAT_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;MIVG;;1;0.3;;;;
PERINAT_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;N2340;0;0;0.25;;;;
PERINAT_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;N2530;5;3;6.78;;;;
PERINAT_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;N2700;0;1;0.45;;;;
PERINAT_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;N2800;13;11;18.77;;;;
PERINAT_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;NAUT;0;3;0.91;;;;
PERINAT_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;M1030;;0;0;1;0;0;0
PERINAT_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;M1140;;7;5.58;1;0;;
PERINAT_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;M2050;;8;6.98;1;0;;
PERINAT_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;N2200;2;1;2.5;;;;
PERINAT_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;N2340;4;7;10.62;;;;
PERINAT_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;N2530;23;3;25.52;;;;
PERINAT_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;N2800;21;7;25.85;;;;
PERINAT_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;NAUT;13;8;16.08;;;;
PERINAT_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;M1030;0;0;0;1;0;;
PERINAT_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;M1140;0;8;0.94;1;0;;
PERINAT_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;M2050;0;7;4.92;1;0;;
PERINAT_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;MAUT;0;7;1.82;;;;
PERINAT_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;MIVG;0;6;1.66;;;;
PERINAT_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;N2200;3;23;8.98;;;;
PERINAT_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;N2340;2;22;9.81;;;;
PERINAT_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;N2530;1;2;1.41;;;;
PERINAT_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;N2800;15;14;24.23;;;;
PERINAT_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;N280H;7;6;10.9;;;;
PERINAT_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;NAUT;26;36;38.63;;;;
PERINAT_P;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;M1030;1;5;3.1;0;1;;0
PERINAT_P;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;M1140;3;;2.58;0;1;;
PERINAT_P;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;M2050;5;2;2.08;0;1;;
PERINAT_P;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;N2530;5;;5.24;;;;
PERINAT_P;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;N2800;12;2;14.23;;;;
PERINAT_P;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;N280H;12;2;14.23;;;;
PERINAT_P;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;NAUT;6;2;10.04;;;;
PERINAT_P;2020;410000202;POLYCLINIQUE BLOIS;410000319;M1030;3;2;4.3;0;1;0;0
PERINAT_P;2020;410000202;POLYCLINIQUE BLOIS;410000319;M1140;1;1;1.5;0;1;;
PERINAT_P;2020;410000202;POLYCLINIQUE BLOIS;410000319;M2050;5;0;5;0;1;;
PERINAT_P;2020;410000202;POLYCLINIQUE BLOIS;410000319;MAUT;;4;0.5;;;;
PERINAT_P;2020;410000202;POLYCLINIQUE BLOIS;410000319;N2200;;1;0.75;;;;
PERINAT_P;2020;410000202;POLYCLINIQUE BLOIS;410000319;N2340;;1;0.86;;;;
PERINAT_P;2020;410000202;POLYCLINIQUE BLOIS;410000319;N2530;6;2;7.53;;;;
PERINAT_P;2020;410000202;POLYCLINIQUE BLOIS;410000319;N2700;;1;0.1;;;;
PERINAT_P;2020;410000202;POLYCLINIQUE BLOIS;410000319;N2800;5;7;10.57;;;;
PERINAT_P;2020;410000202;POLYCLINIQUE BLOIS;410000319;N280H;5;7;10.57;;;;
PERINAT_P;2020;410000202;POLYCLINIQUE BLOIS;410000319;NAUT;1;3;1.85;;;;
PERINAT_P;2020;410004998;CLINIQUE DU SAINT COEUR - VENDOME;410000871;M1030;1;5;3;;1;;0
PERINAT_P;2020;410004998;CLINIQUE DU SAINT COEUR - VENDOME;410000871;M1140;3;;3;;1;;
PERINAT_P;2020;410004998;CLINIQUE DU SAINT COEUR - VENDOME;410000871;M2050;3;;3;;1;;
PERINAT_P;2020;410004998;CLINIQUE DU SAINT COEUR - VENDOME;410000871;N2340;;1;0.8;;;;
PERINAT_P;2020;410004998;CLINIQUE DU SAINT COEUR - VENDOME;410000871;N2530;9;9;16.28;;;;
PERINAT_P;2020;410004998;CLINIQUE DU SAINT COEUR - VENDOME;410000871;N2700;;1;0.09;;;;
PERINAT_P;2020;410004998;CLINIQUE DU SAINT COEUR - VENDOME;410000871;N2800;5;10;12.08;;;;
PERINAT_P;2020;410004998;CLINIQUE DU SAINT COEUR - VENDOME;410000871;N280H;1;;1;;;;
PERINAT_P;2020;420000010;CH DE ROANNE;420780033;M1030;0;0;0;1;0;1;0
PERINAT_P;2020;420000010;CH DE ROANNE;420780033;M1140;8;1;2.68;1;0;;
PERINAT_P;2020;420000010;CH DE ROANNE;420780033;M2050;10;4;7.21;1;0;;
PERINAT_P;2020;420000010;CH DE ROANNE;420780033;MIVG;;1;0.05;;;;
PERINAT_P;2020;420000010;CH DE ROANNE;420780033;N2200;3;1;4.87;;;;
PERINAT_P;2020;420000010;CH DE ROANNE;420780033;N2340;8;7;11.54;;;;
PERINAT_P;2020;420000010;CH DE ROANNE;420780033;N2530;22;2;22.69;;;;
PERINAT_P;2020;420000010;CH DE ROANNE;420780033;N2700;;1;0.8;;;;
PERINAT_P;2020;420000010;CH DE ROANNE;420780033;N2800;26;15;35.05;;;;
PERINAT_P;2020;420000010;CH DE ROANNE;420780033;NAUT;23;11;25.79;;;;
PERINAT_P;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;M2050;0;7;4.29;0;1;;
PERINAT_P;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;N2340;0;1;0.92;;;;
PERINAT_P;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;N2530;11;6;15.59;;;;
PERINAT_P;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;N2700;0;1;0.3;;;;
PERINAT_P;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;N2800;7;13;17.52;;;;
PERINAT_P;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;N280H;1;13;15.07;;;;
PERINAT_P;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;NAUT;0;14;8.79;;;;
PERINAT_P;2020;420000234;CH DE FIRMINY;420780652;M1140;;1;0.57;;;;
PERINAT_P;2020;420000234;CH DE FIRMINY;420780652;M2050;3;5;5.92;1;;;
PERINAT_P;2020;420000234;CH DE FIRMINY;420780652;MIVG;;1;0.2;;;;
PERINAT_P;2020;420000234;CH DE FIRMINY;420780652;N2530;;6;5.63;;;;
PERINAT_P;2020;420000234;CH DE FIRMINY;420780652;N2700;;1;0.5;;;;
PERINAT_P;2020;420000234;CH DE FIRMINY;420780652;N2800;14;18;24.52;;;;
PERINAT_P;2020;420000234;CH DE FIRMINY;420780652;N280H;6;10;9.8;;;;
PERINAT_P;2020;420000267;CH DU FOREZ SITE DE FEURS;420013831;M2050;0;2;0.38;0;0;;
PERINAT_P;2020;420000267;CH DU FOREZ SITE DE FEURS;420013831;N2530;0;1;0.5;;;;
PERINAT_P;2020;420000267;CH DU FOREZ SITE DE FEURS;420013831;N2800;0;4;2.2;;;;
PERINAT_P;2020;420000267;CH DU FOREZ SITE DE FEURS;420013831;NAUT;0;3;1.53;;;;
PERINAT_P;2020;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;M1030;3;3;5.5;1;;1;
PERINAT_P;2020;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;M1140;2;3;4;0;1;;
PERINAT_P;2020;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;M2050;9;0;9;1;;;
PERINAT_P;2020;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;MIVG;6;;6;;;;
PERINAT_P;2020;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;N2200;8;4;11.72;;;;
PERINAT_P;2020;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;N2340;5;4;7.7;;;;
PERINAT_P;2020;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;N2530;13;3;15.7;;;;
PERINAT_P;2020;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;N2700;;1;0.2;;;;
PERINAT_P;2020;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;N2800;13;7;18.67;;;;
PERINAT_P;2020;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;N280H;7;5;11.3;;;;
PERINAT_P;2020;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;NAUT;1;1;1;;;;
PERINAT_P;2020;420780637;CH DU GIER - MCO;420002495;M1030;2;3;0.73;1;0;0;0
PERINAT_P;2020;420780637;CH DU GIER - MCO;420002495;M1140;1;1;0.6;0;1;;
PERINAT_P;2020;420780637;CH DU GIER - MCO;420002495;M2050;2;3;2.49;0;1;;
PERINAT_P;2020;420780637;CH DU GIER - MCO;420002495;MAUT;0;5;0.68;;;;
PERINAT_P;2020;420780637;CH DU GIER - MCO;420002495;N2700;;2;0.27;;;;
PERINAT_P;2020;420780637;CH DU GIER - MCO;420002495;N2800;8;15;15.55;;;;
PERINAT_P;2020;420780637;CH DU GIER - MCO;420002495;N280H;5;7;4.57;;;;
PERINAT_P;2020;420780637;CH DU GIER - MCO;420002495;NAUT;5;11;12.46;;;;
PERINAT_P;2020;420782310;CLINIQUE DU RENAISON;420000853;M1030;6;0;6;0;1;0;0
PERINAT_P;2020;420782310;CLINIQUE DU RENAISON;420000853;M2050;3;1;3.5;0;1;;
PERINAT_P;2020;420785354;HOPITAL NORD - CHU42;420784878;M1030;7;;1.14;1;;0;0
PERINAT_P;2020;420785354;HOPITAL NORD - CHU42;420784878;M1140;12;4;6.38;;;;
PERINAT_P;2020;420785354;HOPITAL NORD - CHU42;420784878;M2050;15;9;6.17;1;0;;
PERINAT_P;2020;420785354;HOPITAL NORD - CHU42;420784878;MAUT;;6;1.02;;;;
PERINAT_P;2020;420785354;HOPITAL NORD - CHU42;420784878;MIVG;5;2;0.79;;;;
PERINAT_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N2200;69;15;63.58;;;;
PERINAT_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N2340;20;3;18.32;;;;
PERINAT_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N2530;57;23;75.97;;;;
PERINAT_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N2700;2;2;2.08;;;;
PERINAT_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N2800;41;35;62.02;;;;
PERINAT_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N280H;17;8;21.54;;;;
PERINAT_P;2020;420785354;HOPITAL NORD - CHU42;420784878;NAUT;72;21;70.47;;;;
PERINAT_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;M1030;0;7;0.36;1;0;0;0
PERINAT_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;M1140;0;2;0.75;0;1;;
PERINAT_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;M2050;0;7;2.12;0;1;;
PERINAT_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;MIVG;0;4;0.34;;;;
PERINAT_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;N2200;0;4;2.98;;;;
PERINAT_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;N2340;0;12;5.51;;;;
PERINAT_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;N2530;0;27;18.78;;;;
PERINAT_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;N2800;8;18;20.9;;;;
PERINAT_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;NAUT;3;21;13.06;;;;
PERINAT_P;2020;430000190;CH DE BRIOUDE;430000034;M1140;;1;0;0;0;;
PERINAT_P;2020;430000190;CH DE BRIOUDE;430000034;M2050;;4;0;0;0;;
PERINAT_P;2020;430000190;CH DE BRIOUDE;430000034;N2530;1;;0;;;;
PERINAT_P;2020;430000190;CH DE BRIOUDE;430000034;N2800;1;;0;;;;
PERINAT_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;M1030;9;1;9.93;1;;;
PERINAT_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;M1140;11;2;8.55;1;;;
PERINAT_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;M2050;11;2;8.58;1;;;
PERINAT_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;N2200;1;1;0.66;;;;
PERINAT_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;N2340;4;17;16.62;;;;
PERINAT_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;N2530;24;26;45.06;;;;
PERINAT_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;N2700;;1;0.85;;;;
PERINAT_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;N2800;15;23;33.09;;;;
PERINAT_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;N280H;8;3;10.1;;;;
PERINAT_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;NAUT;2;6;6.24;;;;
PERINAT_P;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;M1030;6;0;1.91;0;0;;
PERINAT_P;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;M1140;22;13;10.78;1;1;;
PERINAT_P;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;M2050;8;7;3.25;1;1;;
PERINAT_P;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;MIVG;1;12;2.5;;;;
PERINAT_P;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;N2200;25;16;36.69;;;;
PERINAT_P;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;N2340;40;26;53.2;;;;
PERINAT_P;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;N2530;25;16;32.65;;;;
PERINAT_P;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;N2700;0;5;1.05;;;;
PERINAT_P;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;N2800;59;35;70.4;;;;
PERINAT_P;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;N280H;40;32;54.82;;;;
PERINAT_P;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;NAUT;58;19;71.63;;;;
PERINAT_P;2020;440000396;CH ERDRE ET LOIRE;440053643;M1030;1;;0.05;1;;0;
PERINAT_P;2020;440000396;CH ERDRE ET LOIRE;440053643;M1140;;3;1.16;;;;
PERINAT_P;2020;440000396;CH ERDRE ET LOIRE;440053643;M2050;3;1;1.57;1;;;
PERINAT_P;2020;440000396;CH ERDRE ET LOIRE;440053643;N2530;10;6;13.74;;;;
PERINAT_P;2020;440000396;CH ERDRE ET LOIRE;440053643;N2700;;1;0.5;;;;
PERINAT_P;2020;440000396;CH ERDRE ET LOIRE;440053643;N2800;8;12;17.26;;;;
PERINAT_P;2020;440000396;CH ERDRE ET LOIRE;440053643;N280H;;;1;;;;
PERINAT_P;2020;440000396;CH ERDRE ET LOIRE;440053643;NAUT;2;;2;;;;
PERINAT_P;2020;440000412;CLINIQUE BRETECHE VIAUD;440000941;M1030;7;;7;1;;0;
PERINAT_P;2020;440000412;CLINIQUE BRETECHE VIAUD;440000941;M1140;1;4;2;0;1;;
PERINAT_P;2020;440000412;CLINIQUE BRETECHE VIAUD;440000941;M2050;8;;8;1;0;;
PERINAT_P;2020;440000412;CLINIQUE BRETECHE VIAUD;440000941;MIVG;5;;5;;;;
PERINAT_P;2020;440000412;CLINIQUE BRETECHE VIAUD;440000941;N2200;1;2;2.3;;;;
PERINAT_P;2020;440000412;CLINIQUE BRETECHE VIAUD;440000941;N2340;3;9;7.78;;;;
PERINAT_P;2020;440000412;CLINIQUE BRETECHE VIAUD;440000941;N2530;11;6;13.71;;;;
