BOR;AN;FI;RS;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2020;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;M9999;;6;5;1;;;
SMURSAMU_P;2020;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;N2120;;1;0.1;;;;
SMURSAMU_P;2020;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;N2223;4;2;4.8;;;;
SMURSAMU_P;2020;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;N5140;2;;2;;;;
SMURSAMU_P;2020;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;N9999;6;3;6.9;;;;
SMURSAMU_P;2020;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;M9999;;;;;1;20;7.2
SMURSAMU_P;2020;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;MREG;;;;;1;20;7.2
SMURSAMU_P;2020;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;N1220;;;;;31;17;43.88
SMURSAMU_P;2020;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;N2120;;;;;1;;1
SMURSAMU_P;2020;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;N9999;;;;;32;17;44.88
SMURSAMU_P;2020;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;M9999;;9;1.13;1;;;
SMURSAMU_P;2020;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;MREG;;9;1.13;1;;;
SMURSAMU_P;2020;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;N2223;;4;3.08;0;;;
SMURSAMU_P;2020;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;N5140;;5;4;0;;;
SMURSAMU_P;2020;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;N9999;;9;7.08;0;;;
SMURSAMU_P;2020;340780436;HOPITAL ST LOUP HBT AGDE;340011295;M9999;3;;2.6;;;;
SMURSAMU_P;2020;340780436;HOPITAL ST LOUP HBT AGDE;340011295;MREG;3;;2.6;;;;
SMURSAMU_P;2020;340780436;HOPITAL ST LOUP HBT AGDE;340011295;N2223;6;;5.43;;;;
SMURSAMU_P;2020;340780436;HOPITAL ST LOUP HBT AGDE;340011295;N9999;6;;5.43;;;;
SMURSAMU_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M1140;;2;2;;;;
SMURSAMU_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M9999;1;31;13.7;1;;;
SMURSAMU_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;MREG;;;;1;;;
SMURSAMU_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N2120;1;1;1.2;0;;;
SMURSAMU_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N2223;24;1;19.7;0;;;
SMURSAMU_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N2500;3;;3;;;;
SMURSAMU_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N5140;27;6;30.64;0;;;
SMURSAMU_P;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N9999;55;8;54.54;0;;;
SMURSAMU_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;M9999;;20;5.48;1;;;
SMURSAMU_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N1220;;;;1;;;
SMURSAMU_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N2120;;;;1;;;
SMURSAMU_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N2223;0;4;4.95;1;;;
SMURSAMU_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N2500;1;1;1.5;;;;
SMURSAMU_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N5140;5;0;5.25;0;;;
SMURSAMU_P;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N9999;6;5;11.7;1;;;
SMURSAMU_P;2020;350000154;C.H FOUGERES;350000030;M9999;5;3;0.72;1;;;
SMURSAMU_P;2020;350000154;C.H FOUGERES;350000030;N1220;3;;0.34;1;;;
SMURSAMU_P;2020;350000154;C.H FOUGERES;350000030;N2223;6;2;1.29;0;;;
SMURSAMU_P;2020;350000154;C.H FOUGERES;350000030;N5140;5;;5;1;;;
SMURSAMU_P;2020;350000154;C.H FOUGERES;350000030;N9999;14;2;6.63;1;;;
SMURSAMU_P;2020;350000162;CHIRC SITE REDON;350000048;M9999;1;;0.5;1;;;
SMURSAMU_P;2020;350000162;CHIRC SITE REDON;350000048;N1220;3;1;3.88;1;;;
SMURSAMU_P;2020;350000162;CHIRC SITE REDON;350000048;N2120;1;;0.92;1;;;
SMURSAMU_P;2020;350000162;CHIRC SITE REDON;350000048;N2223;14;4;16.36;1;;;
SMURSAMU_P;2020;350000162;CHIRC SITE REDON;350000048;N2500;14;2;14.93;;;;
SMURSAMU_P;2020;350000162;CHIRC SITE REDON;350000048;N5140;;;;1;;;
SMURSAMU_P;2020;350000162;CHIRC SITE REDON;350000048;N9999;32;7;36.09;;;;
SMURSAMU_P;2020;350000188;CENTRE HOSPITALIER VITRE;350000055;M9999;4;7;3.56;1;;;
SMURSAMU_P;2020;350000188;CENTRE HOSPITALIER VITRE;350000055;N1220;0;12;3.22;;;;
SMURSAMU_P;2020;350000188;CENTRE HOSPITALIER VITRE;350000055;N2223;0;9;2.9;0;;;
SMURSAMU_P;2020;350000188;CENTRE HOSPITALIER VITRE;350000055;N5140;0;3;0.32;0;;;
SMURSAMU_P;2020;350000188;CENTRE HOSPITALIER VITRE;350000055;N9999;0;24;6.44;1;;;
SMURSAMU_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M1140;;;;;1;0;0.21
SMURSAMU_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M9999;17;13;5.62;;19;18;6.11
SMURSAMU_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;MREG;17;13;5.62;;8;4;2.76
SMURSAMU_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N1220;;;;;20;3;18.96
SMURSAMU_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N2120;;;0.5;;3;0;0.5
SMURSAMU_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N2223;9;3;5.28;;1;0;1.14
SMURSAMU_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N2500;4;0;2.19;;6;0;4.33
SMURSAMU_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N5140;15;1;15.31;;2;0;2
SMURSAMU_P;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N9999;28;4;23.27;;32;3;26.92
SMURSAMU_P;2020;360000137;CH CHATEAUROUX;360000053;M9999;6;;6;1;6;;6
SMURSAMU_P;2020;360000137;CH CHATEAUROUX;360000053;MREG;6;;6;1;6;;6
SMURSAMU_P;2020;360000137;CH CHATEAUROUX;360000053;N1220;;;;;14;3;16.15
SMURSAMU_P;2020;360000137;CH CHATEAUROUX;360000053;N2120;;;0.07;;;;0.07
SMURSAMU_P;2020;360000137;CH CHATEAUROUX;360000053;N2223;1;1;1.83;;;;
SMURSAMU_P;2020;360000137;CH CHATEAUROUX;360000053;N2500;;;;;1;;1
SMURSAMU_P;2020;360000137;CH CHATEAUROUX;360000053;N5140;3;1;3.72;;;;
SMURSAMU_P;2020;360000137;CH CHATEAUROUX;360000053;N9999;4;2;5.62;;15;3;17.22
SMURSAMU_P;2020;360008056;CH CHATEAUROUX - ANTENNE DU BLANC;360000053;M9999;1;;1;1;;;
SMURSAMU_P;2020;360008056;CH CHATEAUROUX - ANTENNE DU BLANC;360000053;N2223;;1;0.8;;;;
SMURSAMU_P;2020;360008056;CH CHATEAUROUX - ANTENNE DU BLANC;360000053;N9999;;1;0.8;;;;
SMURSAMU_P;2020;360008072;CH CHATEAUROUX - ANTENNE CH ISSOUDUN;360000053;M9999;1;;1;0;;;
SMURSAMU_P;2020;360008072;CH CHATEAUROUX - ANTENNE CH ISSOUDUN;360000053;N2223;3;;2.33;;;;
SMURSAMU_P;2020;360008072;CH CHATEAUROUX - ANTENNE CH ISSOUDUN;360000053;N9999;3;;2.33;;;;
SMURSAMU_P;2020;370000531;CH DU CHINONAIS;370000606;M9999;5;7;4.82;1;0;0;0
SMURSAMU_P;2020;370000531;CH DU CHINONAIS;370000606;MREG;5;7;4.82;1;0;0;0
SMURSAMU_P;2020;370000531;CH DU CHINONAIS;370000606;N1220;1;0;0.1;0;0;0;0
SMURSAMU_P;2020;370000531;CH DU CHINONAIS;370000606;N2120;1;0;0.1;;0;0;0
SMURSAMU_P;2020;370000531;CH DU CHINONAIS;370000606;N2223;10;0;3.43;0;0;0;0
SMURSAMU_P;2020;370000531;CH DU CHINONAIS;370000606;N9999;12;0;3.66;1;0;0;0
SMURSAMU_P;2020;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;M9999;2;1;2.8;1;;;
SMURSAMU_P;2020;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;N2120;;;0.2;1;;;
SMURSAMU_P;2020;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;N2223;4;2;5.61;1;;;
SMURSAMU_P;2020;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;N9999;4;2;5.81;;;;
SMURSAMU_P;2020;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;M9999;2;7;7.9;1;2;7;8.07
SMURSAMU_P;2020;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;N1220;;;;;22;2;22.38
SMURSAMU_P;2020;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;N2120;1;;0.5;;2;;1
SMURSAMU_P;2020;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;N2223;12;1;12.22;;;;
SMURSAMU_P;2020;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;N5140;16;;14.37;;;;
SMURSAMU_P;2020;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;N9999;30;1;27.59;;27;8;29.16
SMURSAMU_P;2020;370013393;CHRU DE TOURS - ANTENNE DE LOCHES;370000481;M9999;1;;1;1;;;
SMURSAMU_P;2020;370013401;CHRU DE TOURS - ANTENNE CL L'ALLIANCE;370000481;M9999;3;;3;1;;;
SMURSAMU_P;2020;370013401;CHRU DE TOURS - ANTENNE CL L'ALLIANCE;370000481;N2223;5;;5.8;;;;
SMURSAMU_P;2020;370013401;CHRU DE TOURS - ANTENNE CL L'ALLIANCE;370000481;N9999;5;;5.8;;;;
SMURSAMU_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;M9999;4;9;6.81;1;0;0;0
SMURSAMU_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;N1220;0;0;0;1;0;0;0
SMURSAMU_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;N2223;8;0;8.3;1;0;0;0
SMURSAMU_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;N2500;1;0;1;;0;0;0
SMURSAMU_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;N5140;6;1;6.5;1;0;0;0
SMURSAMU_P;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;N9999;15;1;15.8;1;0;0;0
SMURSAMU_P;2020;380000067;HOPITAL NORD - CHU38;380780080;M1140;;1;0.7;1;;;
SMURSAMU_P;2020;380000067;HOPITAL NORD - CHU38;380780080;M9999;2;26;11.41;1;;36;11.81
SMURSAMU_P;2020;380000067;HOPITAL NORD - CHU38;380780080;MREG;;;;1;;;
SMURSAMU_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N1220;;1;0.91;;77;11;81.77
SMURSAMU_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N2120;1;;0.7;;1;;1
SMURSAMU_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N2223;13;4;16.19;;;1;0.03
SMURSAMU_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N2500;1;;0.33;;1;;0.33
SMURSAMU_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N5140;20;;19.57;;;;
SMURSAMU_P;2020;380000067;HOPITAL NORD - CHU38;380780080;N9999;39;7;43.82;;83;15;87.83
SMURSAMU_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;M9999;;22;3.63;1;;;
SMURSAMU_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N1220;;2;0.08;1;;;
SMURSAMU_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N2120;;1;0.2;1;;;
SMURSAMU_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N2223;4;3;5.3;1;;;
SMURSAMU_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N5140;7;;7;0;;;
SMURSAMU_P;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;N9999;11;6;12.58;1;;;
SMURSAMU_P;2020;380000406;HOPITAL DE VOIRON;380780080;M9999;2;5;4.29;;;;
SMURSAMU_P;2020;380000406;HOPITAL DE VOIRON;380780080;N2120;;;0.25;;;;
SMURSAMU_P;2020;380000406;HOPITAL DE VOIRON;380780080;N2223;4;5;7.38;;;;
SMURSAMU_P;2020;380000406;HOPITAL DE VOIRON;380780080;N5140;6;;5.95;;;;
SMURSAMU_P;2020;380000406;HOPITAL DE VOIRON;380780080;N9999;10;5;13.58;;;;
SMURSAMU_P;2020;380019752;ANTENNE SMUR AERODROME VERSOUD - CHU38;380780080;M9999;;12;2;0;;;
SMURSAMU_P;2020;380019752;ANTENNE SMUR AERODROME VERSOUD - CHU38;380780080;N2223;;19;1.9;0;;;
SMURSAMU_P;2020;380019752;ANTENNE SMUR AERODROME VERSOUD - CHU38;380780080;N9999;;19;1.9;0;;;
SMURSAMU_P;2020;380019760;ANTENNE SMUR ALPES D'HUEZ - CHU38;380780080;M9999;;12;0.6;0;;;
SMURSAMU_P;2020;390000040;CH LONS;390780146;M9999;;9;5.21;1;;;
SMURSAMU_P;2020;390000040;CH LONS;390780146;N1220;;2;0.38;1;;1;0.5
SMURSAMU_P;2020;390000040;CH LONS;390780146;N2120;;1;0.09;1;;;
SMURSAMU_P;2020;390000040;CH LONS;390780146;N2223;;34;15.4;1;;;
SMURSAMU_P;2020;390000040;CH LONS;390780146;N5140;11;;11.67;1;;;
SMURSAMU_P;2020;390000040;CH LONS;390780146;N9999;11;37;27.54;1;;1;0.5
SMURSAMU_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;M9999;;6;5.05;1;;;
SMURSAMU_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;N1220;;1;0.4;1;;;
SMURSAMU_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;N2120;;1;0.25;1;;;
SMURSAMU_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;N2223;14;7;17.87;1;;;
SMURSAMU_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;N2500;9;4;12;;;;
SMURSAMU_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;N5140;;1;0.08;;;;
SMURSAMU_P;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;N9999;23;14;30.6;;;;
SMURSAMU_P;2020;390000214;CH JURA SUD SITE CHAMPAGNOLE;390780146;M9999;;3;2.14;1;;;
SMURSAMU_P;2020;390000214;CH JURA SUD SITE CHAMPAGNOLE;390780146;N1220;;;;1;;;
SMURSAMU_P;2020;390000214;CH JURA SUD SITE CHAMPAGNOLE;390780146;N2120;;1;0.1;1;;;
SMURSAMU_P;2020;390000214;CH JURA SUD SITE CHAMPAGNOLE;390780146;N2223;6;2;5.94;1;;;
SMURSAMU_P;2020;390000214;CH JURA SUD SITE CHAMPAGNOLE;390780146;N2500;3;;3;;;;
SMURSAMU_P;2020;390000214;CH JURA SUD SITE CHAMPAGNOLE;390780146;N5140;1;;1;1;;;
SMURSAMU_P;2020;390000214;CH JURA SUD SITE CHAMPAGNOLE;390780146;N9999;10;3;10.04;1;;;
SMURSAMU_P;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;M9999;2;;1.5;1;;;
SMURSAMU_P;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;N2223;8;1;8.24;1;;;
SMURSAMU_P;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;N9999;8;1;8.24;1;;;
SMURSAMU_P;2020;390005742;ANTENNE SMUR MOREZ - SIEGE CH JURA SUD;390780146;M1140;;;;1;0;0;0
SMURSAMU_P;2020;390005742;ANTENNE SMUR MOREZ - SIEGE CH JURA SUD;390780146;M9999;2;4;3.4;1;0;0;0
SMURSAMU_P;2020;390005742;ANTENNE SMUR MOREZ - SIEGE CH JURA SUD;390780146;MREG;;;;1;0;0;0
SMURSAMU_P;2020;390005742;ANTENNE SMUR MOREZ - SIEGE CH JURA SUD;390780146;N1220;;1;0.7;1;0;0;0
SMURSAMU_P;2020;390005742;ANTENNE SMUR MOREZ - SIEGE CH JURA SUD;390780146;N2120;;;;1;0;0;0
SMURSAMU_P;2020;390005742;ANTENNE SMUR MOREZ - SIEGE CH JURA SUD;390780146;N2223;6;;5.83;1;0;0;0
SMURSAMU_P;2020;390005742;ANTENNE SMUR MOREZ - SIEGE CH JURA SUD;390780146;N9999;6;1;6.53;1;0;0;0
SMURSAMU_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;M9999;2;40;7.01;1;;;
SMURSAMU_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;MREG;2;40;7.01;1;;;
SMURSAMU_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;N2223;3;8;11;0;;;
SMURSAMU_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;N5140;3;7;10.58;0;;;
SMURSAMU_P;2020;400000105;CENTRE HOSPITALIER DAX;400780193;N9999;6;15;21.66;0;;;
SMURSAMU_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;M9999;0;10;5.54;1;0;2;2.8
SMURSAMU_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;MREG;;;;1;;;
SMURSAMU_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;N1220;0;0;0;0;15;4;16.93
SMURSAMU_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;N2120;0;1;0.36;0;0;1;0.75
SMURSAMU_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;N2223;3;1;3.94;1;0;0;0.59
SMURSAMU_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;N2500;1;0;1;;2;0;2.46
SMURSAMU_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;N5140;3;1;4.65;0;0;0;0
SMURSAMU_P;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;N9999;7;3;9.95;1;18;5;22.39
SMURSAMU_P;2020;400011383;CH DAX - ANT. SAISON. SMUR - HOSSEGOR;400780193;M9999;6;2;0.71;1;;;
SMURSAMU_P;2020;400011383;CH DAX - ANT. SAISON. SMUR - HOSSEGOR;400780193;MREG;6;2;0.71;1;;;
SMURSAMU_P;2020;400011391;CH DAX - ANT. SAISON. SMUR - MIMIZAN;400780193;M9999;6;19;0.71;1;;;
SMURSAMU_P;2020;400011391;CH DAX - ANT. SAISON. SMUR - MIMIZAN;400780193;MREG;6;19;0.71;1;;;
SMURSAMU_P;2020;400012506;CH MDM - ANT. SAISON. SMUR-BISCARROSSE;400011177;M9999;0;0;0.22;1;0;0;0
SMURSAMU_P;2020;400012506;CH MDM - ANT. SAISON. SMUR-BISCARROSSE;400011177;MREG;0;0;0;1;0;0;0
SMURSAMU_P;2020;400012514;CH MDM - ANTENNE SMUR - LABOUHEYRE;400011177;M9999;0;5;2.64;1;0;0;0
SMURSAMU_P;2020;400012514;CH MDM - ANTENNE SMUR - LABOUHEYRE;400011177;MREG;0;0;0;1;0;0;0
SMURSAMU_P;2020;400012514;CH MDM - ANTENNE SMUR - LABOUHEYRE;400011177;N2223;1;0;1.04;1;0;0;0
SMURSAMU_P;2020;400012514;CH MDM - ANTENNE SMUR - LABOUHEYRE;400011177;N5140;4;0;3.32;0;0;0;0
SMURSAMU_P;2020;400012514;CH MDM - ANTENNE SMUR - LABOUHEYRE;400011177;N9999;5;1;4.37;1;0;0;0
SMURSAMU_P;2020;400012522;CH MDM - ANTENNE SMUR - AIRE-SUR-ADOUR;400011177;M9999;0;5;5.22;1;0;0;0
SMURSAMU_P;2020;400012522;CH MDM - ANTENNE SMUR - AIRE-SUR-ADOUR;400011177;MREG;0;0;0;1;0;0;0
SMURSAMU_P;2020;400012522;CH MDM - ANTENNE SMUR - AIRE-SUR-ADOUR;400011177;N2223;4;0;3.89;1;0;0;0
SMURSAMU_P;2020;400012522;CH MDM - ANTENNE SMUR - AIRE-SUR-ADOUR;400011177;N5140;6;0;6.08;0;0;0;0
SMURSAMU_P;2020;400012522;CH MDM - ANTENNE SMUR - AIRE-SUR-ADOUR;400011177;N9999;10;0;9.97;1;0;0;0
SMURSAMU_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;M1140;0;1;0.3;0;0;1;0.3
SMURSAMU_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;M9999;0;11;3.69;0;0;11;3.9
SMURSAMU_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;N1220;1;2;1.33;0;12;1;12.5
SMURSAMU_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;N2120;0;1;0.5;0;0;1;0.5
SMURSAMU_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;N2223;6;9;11.16;0;0;0;0
SMURSAMU_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;N2500;1;0;1;;1;0;1.75
SMURSAMU_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;N5140;5;0;5;0;1;0;0.09
SMURSAMU_P;2020;410000020;CH BLOIS SIMONE VEIL;410000087;N9999;13;12;18.99;0;14;2;14.84
SMURSAMU_P;2020;410000038;CH VENDOME - MONTOIRE;410000095;M9999;1;0;0.04;;0;0;0
SMURSAMU_P;2020;410000038;CH VENDOME - MONTOIRE;410000095;MREG;1;0;0.04;;0;0;0
SMURSAMU_P;2020;410000038;CH VENDOME - MONTOIRE;410000095;N1220;1;0;0.1;;0;0;0
SMURSAMU_P;2020;410000038;CH VENDOME - MONTOIRE;410000095;N9999;1;0;0.1;;0;0;0
SMURSAMU_P;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;M9999;6;6;7.35;1;;;
SMURSAMU_P;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;N2120;1;;1;;;;
SMURSAMU_P;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;N2223;18;2;19.64;1;;;
SMURSAMU_P;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;N5140;6;;6;1;;;
SMURSAMU_P;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;N9999;25;2;26.64;1;;;
SMURSAMU_P;2020;420000010;CH DE ROANNE;420780033;M9999;17;3;3.29;1;15;4;3.37
SMURSAMU_P;2020;420000010;CH DE ROANNE;420780033;MREG;17;3;3.29;1;15;4;3.37
SMURSAMU_P;2020;420000010;CH DE ROANNE;420780033;N1220;;;;;8;1;8.21
SMURSAMU_P;2020;420000010;CH DE ROANNE;420780033;N2120;;;;;1;;0.83
SMURSAMU_P;2020;420000010;CH DE ROANNE;420780033;N2223;13;3;9.33;1;;;0.66
SMURSAMU_P;2020;420000010;CH DE ROANNE;420780033;N2500;;;;;1;;0.25
SMURSAMU_P;2020;420000010;CH DE ROANNE;420780033;N5140;12;;11.66;0;;;0.33
SMURSAMU_P;2020;420000010;CH DE ROANNE;420780033;N9999;26;3;21.62;;10;1;10.28
SMURSAMU_P;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;M9999;0;2;1.12;1;;;
SMURSAMU_P;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;N1220;0;0;0;1;;;
SMURSAMU_P;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;N2120;0;0;0;1;;;
SMURSAMU_P;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;N2223;3;4;5.21;0;;;
SMURSAMU_P;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;N9999;3;4;5.21;1;;;
SMURSAMU_P;2020;420000267;CH DU FOREZ SITE DE FEURS;420013831;M9999;0;5;1.73;1;;;
SMURSAMU_P;2020;420000267;CH DU FOREZ SITE DE FEURS;420013831;N2120;0;1;0.2;1;;;
SMURSAMU_P;2020;420000267;CH DU FOREZ SITE DE FEURS;420013831;N2223;3;3;5.48;1;;;
SMURSAMU_P;2020;420000267;CH DU FOREZ SITE DE FEURS;420013831;N9999;3;4;5.68;1;;;
SMURSAMU_P;2020;420785354;HOPITAL NORD - CHU42;420784878;M9999;20;6;11.19;0;21;6;4.81
SMURSAMU_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N1220;;;0;0;25;1;24.33
SMURSAMU_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N2120;1;;0.5;0;1;;0.5
SMURSAMU_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N2223;19;;18.33;0;;;0.28
SMURSAMU_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N2500;3;;3.07;;4;;2.19
SMURSAMU_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N5140;11;;11.33;0;;;0
SMURSAMU_P;2020;420785354;HOPITAL NORD - CHU42;420784878;N9999;35;;34.24;0;31;1;28.27
SMURSAMU_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;M9999;0;10;3.08;1;0;11;2.33
SMURSAMU_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;MREG;0;10;3.08;1;0;11;2.33
SMURSAMU_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;N1220;0;0;0;0;11;2;12.71
SMURSAMU_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;N2120;0;0;0;1;0;1;0.2
SMURSAMU_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;N2223;0;38;6.61;1;0;0;0
SMURSAMU_P;2020;430000117;CH EMILE ROUX LE PUY;430000018;N9999;0;38;6.61;1;11;3;12.91
SMURSAMU_P;2020;430000190;CH DE BRIOUDE;430000034;M9999;3;2;4.73;1;;;
SMURSAMU_P;2020;430000190;CH DE BRIOUDE;430000034;N2223;7;;5.5;1;;;
SMURSAMU_P;2020;430000190;CH DE BRIOUDE;430000034;N9999;7;;5.5;1;;;
SMURSAMU_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;M9999;22;2;8.97;;;;
SMURSAMU_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;N2223;9;;9;1;;;
SMURSAMU_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;N2500;9;;9;;;;
SMURSAMU_P;2020;440000016;CH DE SAINT NAZAIRE;440000057;N9999;18;;18;;;;
