BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23;ORG_A12;GCS_PM;GHT_PM;AUT_PM;GCS_PARA;GHT_PARA;AUT_PARA;GCS_ADMTECLOG;GHT_ADMTECLOG;AUT_ADMTECLOG
ORG;2020;340780444;CH BEDARIEUX;340009893;;;;1;A;;;;;;;;;;;;;;;;;2;C;;;;;;;;;;;;;;;;;;;;0.5;
ORG;2020;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;;;;;;;;;;;;;;;;;;;;;;7;C;;;;;;;;;;;;0.19;;;1.8;;;;;;
ORG;2020;340780634;CL ST JEAN;340000272;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.1;;;;;;;0.1;;
ORG;2020;340780642;CL BEAU SOLEIL;340785856;;;;;;;;;;;;;;;;;;;;;;2;C;E;;;;0;;;;;;;;;;;;;;;;
ORG;2020;340780675;CL CLEMENTVILLE;340000298;;;;3;B;C;;;;;;;;;;;;;;;;59;C;D;;;;0;;;;;;;0.15;;;;;;;;;
ORG;2020;340780717;CL ST LOUIS;340023225;;;;;;;;;;;;;;;;2;A;B;;;;45;D;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;340780725;CL VIA DOMITIA;340000330;1;C;;;;;;;;;;;;;;;;;;;;38;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;340780741;POLYCL STE THERESE;340000348;;;;1;A;;;;;;;;;;;1;A;;;;;31;A;C;3;A;G;0;;;;;;;0.17;0;;;0;;;0;;
ORG;2020;340780758;CL RECH;340000355;;;;;;;;;;;;;;;;;;;;;;16;C;D;;;;0;;;;;;;0.3;0;0;0;0;0;0;0;0;0
ORG;2020;340780766;CLINIQUE LA LIRONDE;920030269;;;;;;;;;;;;;;;;;;;;;;2;;A;;;;0;;;;;;;;;;;;;;;;
ORG;2020;340780790;CL ST ANTOINE;340000389;;;;;;;;;;;;;;;;;;;;;;25;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;340780824;CL PLEIN SOLEIL SITE BALARUC;340000405;;;;;;;;;;;;;;;;;;;;;;20;C;;;;;0;;;;;;;0.05;0;0;0;0;0;0;0;0;0
ORG;2020;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;;;;;;;;;;;;;;;;1;A;;;;;16;C;;;;;0;;;;;;;0.05;0;0;0;0;0;0;0;0;0
ORG;2020;340780857;CL LE CASTELET;340000421;;;;;;;;;;;;;;;;;;;;;;4;C;;;;;0;;;;;;;0.01;;;0.01;;;0;;;0.01
ORG;2020;340780931;CL ST MARTIN VIGNOGOUL;340000454;;;;;;;;;;;;;;;;;;;;;;2;C;C;;;;0;;;;;;;;;;;;;;;;
ORG;2020;340781608;CL DU MAS DE ROCHET;340015171;;;;;;;;;;;;;;;;;;;;;;83;C;D;;;;0;;;;;;;;;;;;;;;;
ORG;2020;340782002;CRF LA PETITE PAIX;340000629;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;OUEST HÉRAULT;;;;;0.1;;;;;;;;;
ORG;2020;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;;;;1;C;D;;;;;;;;;;1;D;;7;C;D;40;C;;;;;;;;;;;;1.27;;0.98;2.88;;;;;;
ORG;2020;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;;;;1;C;D;;;;;;;;;;;;;1;C;D;38;C;;;;;;;;;;;;1.06;;0.14;3.45;;;;;;
ORG;2020;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;;;;2;C;D;;;;;;;;;;;;;3;C;D;42;C;;;;;;;;;;;;1.25;0.9;0.23;0.78;;;;;;
ORG;2020;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;1;C;D;0;;;0;;;0;;;0;;;0;;;0;;;80;C;D;0;;;0;;;;;;;0.14;;;;;;;;;
ORG;2020;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;;;;2;C;D;;;;;;;;;;;;;4;C;D;11;C;;;;;;;;;;;;0.42;;0.05;3.2;;;;;;
ORG;2020;340797596;CENTRE DU MELEZET;920030269;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;340798552;CENTRE CONVALESCENCE LE PECH DU SOLEIL;340798545;1;B;;;;;;;;;;;;;;;;;;;;18;C;;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2020;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;;;;;;;;;;;;;;;;;;;;;;28;C;;;;;0;;;;;;;0.1;;;;;;;;;0.2
ORG;2020;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;;;;2;C;G;;;;;;;1;B;;1;A;;;;;;;;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2020;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;;;;7;A;B;;;;;;;1;B;;1;D;;6;C;;177;A;C;;;;;;;;;;;0.1;;5.65;7.43;;6.51;11.85;;9.56;19.8
ORG;2020;350000154;C.H FOUGERES;350000030;;;;6;D;A;;;;;;;1;B;;;;;2;C;;120;C;A;;;;0;;;;;;;;0.2;;3.5;10.46;;;3.1;;
ORG;2020;350000162;CHIRC SITE REDON;350000048;;;;3;C;;;;;4;A;;2;B;A;;;;2;C;;10;C;;;;;1;1;HAUTE BRETAGNE;;;;;0.2;;;0.2;;;0.11;;;
ORG;2020;350000188;CENTRE HOSPITALIER VITRE;350000055;;;;3;A;D;;;;;;;1;B;;;;;2;C;;49;C;A;;;;1;1;HAUTE BRETAGNE;;;;;;;2.73;1.18;;1.4;1.6;22.71;30;0.06
ORG;2020;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;;;;;;;;;;;;;;;;4;B;A;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;350000204;CENTRE LOCAL HOSPITALIER SAINT JOSEPH;350023248;0;;;1;B;;;;;;;;;;;1;A;;;;;19;C;;;;;0;;;;;;;;0;0;0;0;0;0;0;0;1
ORG;2020;350000212;CENTRE HOSPITALIER LA GUERCHE DE BGNE;350000089;;;;5;A;C;;;;;;;2;A;B;;;;;;;60;C;A;;;;;;;;;;;;;;0.57;;;0.2;;;0.5
ORG;2020;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;;;;2;A;B;;;;;;;1;A;;;;;;;;140;A;;1;A;;;;;;;;;;;;;;;;;;
ORG;2020;350000410;CH DE LA ROCHE AUX FÉES JANZE;350002291;;;;4;B;A;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;
ORG;2020;350000428;CENTRE HOSPITALIER GRAND-FOUGERAY;350002309;;;;3;B;A;;;;;;;1;B;;;;;;;;8;C;D;;;;0;;;;;;;0.2;;;;;;;;0.2;
ORG;2020;350000436;CENTRE HOSPITALIER MONTFORT-SUR-MEU;350002317;;;;4;A;D;;;;;;;1;B;;;;;;;;33;C;A;;;;;;;;;;;;;;;;;;;;
ORG;2020;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;350048518;;;;;;;;;;3;A;B;;;;;;;;;;19;A;B;;;;1;1;HAUTE BRETAGNE;;;;;;;;;;;;;0.38;0.2
ORG;2020;350000451;CENTRE HOSPITALIER ST MEEN LE GRAND;350002333;;;;4;A;D;;;;;;;1;B;;;;;;;;24;A;C;2;A;;;;;;;;;;;;;;;;;;
ORG;2020;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;;;;3;C;;;;;;;;;;;;;;2;C;;249;C;;;;;;;;;;;;1.4;2.5;19.92;22.32;;;;;;
ORG;2020;350002119;CLINIQUE DU MOULIN;350000386;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;350002192;POLYCLINIQUE ST LAURENT;220020739;;;;2;B;C;;;;;;;;;;;;;;;;25;C;D;;;;0;;;;;;;;;;;;;;;;
ORG;2020;350002200;CLINIQUE SAINT YVES;350029948;;;;;;;;;;;;;;;;;;;;;;7;C;D;;;;0;;;;;;;;;;0.08;;;;;;
ORG;2020;350002234;CENTRE MEDICAL ET PEDAGOGIQUE BEAULIEU;750720575;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;350002564;POLE MPR SAINT HELIER;350046199;;;;3;B;A;;;;;;;;;;;;;;;;15;C;D;;;;0;;;;;;;0.03;;;1.26;;;4.34;;;0.13
ORG;2020;350002747;CTRE SSRAA L'ESCALE;440042844;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;350002754;CENTRE LA THEBAUDAIS;440042844;0;;;0;;;0;;;0;;;0;;;0;;;0;;;2;C;C;0;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;;;;5;C;D;;;;;;;;;;1;D;;;;;77;C;;;;;0;;;;;;;;3.32;;;0.67;;;8.01;;
ORG;2020;350002911;MRC ST THOMAS VILLENEUVE BAGUER;220020739;0;;;0;;;0;;;0;;;0;;;0;;;0;;;3;;;0;;;1;1;RANCE EMÉRAUDE;;;;;0.05;0;0;0;0;0;0;0;0;0
ORG;2020;350005021;POLE GERIATRIQUE RENNAIS;440042844;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;350016135;SERVICE DE S.S.R. - CH VITRÉ;350000055;;;;1;A;;;;;;;;1;A;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;350036299;CENTRE D'ONCOLOGIE ST VINCENT;350036281;;;;;;;;;;;;;;;;;;;;;;4;C;C;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2020;350042628;HAD 35;350042578;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;1;1;HAUTE BRETAGNE;;;;;;;;;;;2.2;;;
ORG;2020;350044764;CTRE D'ONCOLOGIE ST VINCENT ST MALO;350036281;;;;;;;;;;;;;;;;;;;;;;4;C;C;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2020;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;360000137;CH CHATEAUROUX;360000053;;;;3;B;;;;;;;;1;D;;1;D;;1;;;300;C;;;;;;;;;;;;;;;6.06;;;5.25;;;4.84
ORG;2020;360000145;CH LA CHATRE;360000061;;;;2;A;D;;;;;;;3;B;A;;;;1;C;;20;A;C;;;;;;;;;;;0;;;;;;0.38;;;
ORG;2020;360000178;CH SAINT CHARLES DE VALENCAY;360000087;;;;1;A;;;;;;;;;;;;;;1;G;;;;;1;A;;;;;;;;;;;;;;;;;;
ORG;2020;360000186;CH SAINT-ROCH BUZANCAIS;360000095;;;;2;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0
ORG;2020;360000202;CH CHATILLON SUR INDRE;360000103;;;;1;B;;;;;;;;1;A;B;;;;;;;1;C;;;;;;;;;;;;0.01;0;0;0;0;0;0;0;0;0
ORG;2020;360000251;CH LEVROUX;360000111;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;;;;;;;;0.05;0;;;0;;;0;0.01;
ORG;2020;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920033412;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0.02;;;0.36;;;2.54
ORG;2020;360002232;CTRE CONV. & DIET.MANOIR EN BERRY;360000541;;;;;;;;;;;;;;;;;;;;;;;;;1;G;;0;;;;;;;;;;;;;;;;
ORG;2020;360004618;CH ISSOUDUN - SITE LES ARCADES;360000046;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;360006688;CTRE DEPT GERIATRIQUE LES GRANDS CHENE;360000392;;;;1;A;;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;;0.6;;;;;;;;;
ORG;2020;370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;370000028;;;;;;;1;C;;;;;1;B;;2;A;;;;;28;;;;;;0;;;;;;;0.1;1;;;39.5;;;10.7;;
ORG;2020;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;;;;;;;;;;;;;;;;2;A;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;370000119;CLINIQUE VONTES;370013062;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;1;1;TOURAINE VAL DE LOIRE;;;;;;;;;;;;;0.5;
ORG;2020;370000127;CLINIQUE RONSARD;370000259;;;;1;D;;;;;;;;;;;;;;;;;15;;;;;;1;1;TOURAINE VAL DE LOIRE;;;;;0;;;;;;;;;
ORG;2020;370000143;CLINIQUE DU VAL DE LOIRE;370000291;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;TOURAINE VAL DE LOIRE;;;;;0;;;;;;;;;
ORG;2020;370000150;CLINIQUE VELPEAU;370000333;0;;;0;;;0;;;0;;;0;;;0;;;0;;;13;D;;0;;;0;;;;;;;0;;;;;;;;;
ORG;2020;370000184;A. N. A. S. LE COURBAT;940805963;;;;1;A;;;;;;;;;;;;;;;;;15;C;;;;;1;1;TOURAINE VAL DE LOIRE;;;;;1;;;;;;;;;
ORG;2020;370000218;CRF CLOS ST VICTOR - JOUÉ LÈS TOURS;450018106;;;;1;A;;;;;;;;1;B;;;;;;;;;;;;;;1;1;TOURAINE VAL DE LOIRE;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;370000341;FONDATION L'ELAN RETROUVE CTRE MALVAU;750721391;8;A;;1;A;;;;;;;;1;B;;;;;;;;30;A;;11;C;;1;1;TOURAINE VAL DE LOIRE;;;;;0.03;;;;;;;;;
ORG;2020;370000374;CRF BEL AIR;750721334;;;;;;;;;;1;B;;;;;;;;;;;51;C;;;;;1;1;TOURAINE VAL DE LOIRE;;;;;0;;;;;;;;;
ORG;2020;370000499;CHRU CLOCHEVILLE - TOURS;370000481;;;;;;;;;;;;;;;;1;D;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ORG;2020;370000531;CH DU CHINONAIS;370000606;1;C;;;;;;;;;;;;;;1;A;;1;C;;1;A;C;7;A;C;0;;;;;;;0;0.2;0;0.1;0.1;0;0.3;0.1;0.15;2.4
ORG;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.19;;;;;;3.85;
ORG;2020;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;;;;2;A;;;;;;;;2;B;;;;;;;;73;C;D;;;;1;1;TOURAINE VAL DE LOIRE;;;;;0.1;;;3.14;;;1;9.35;0.3;4.86
ORG;2020;370000903;CH PAUL MARTINAIS - LOCHES;370000614;;;;2;A;C;;;;;;;1;B;;;;;;;;4;D;;;;;;;;;;;;1.1;;;;;;;;0.1;
ORG;2020;370000986;CH LOUIS SEVESTRE;370000713;;;;1;A;;;;;;;;;;;;;;1;C;;5;C;;;;;;;;;;;;0.8;;0.1;;1;;;8;0.15;
ORG;2020;370001109;CH DE LUYNES - ET;370002701;;;;4;A;B;;;;;;;1;A;;;;;;;;26;A;C;;;;1;1;TOURAINE VAL DE LOIRE;;;;;0.01;;;;;;0.5;;0.15;
ORG;2020;370001158;CH SAINTE MAURE DE TOURAINE;370004327;;;;2;A;;;;;;;;;;;;;;;;;12;C;;;;;;;;;;;;0.1;0.3;;;;;;;;
ORG;2020;370002040;A.R.A.U.C.O. CHRU BRETONNEAU;370001067;;;;;;;;;;;;;1;B;;;;;;;;3;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;;;;1;E;;1;C;;;;;1;B;;2;A;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;370009938;HAD VAL DE LOIRE;440052041;0;;;0;;;0;;;0;;;0;;;0;;;0;;;3;C;;1;G;;1;1;TOURAINE VAL DE LOIRE;;;;;0.05;0;0;0.1;0;0;0;0;0;0
ORG;2020;370102659;SERVICE USLD PSY BATIMENT LE CEDRE;370013054;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;1;1;TOURAINE VAL DE LOIRE;;;;;;;;;;;;;;
ORG;2020;370103673;ASSAD HAD D'INDRE ET LOIRE;370001638;;;;;;;;;;1;B;;;;;;;;;;;3;C;A;;;;1;3;TOURAINE VAL DE LOIRE;EURE-ET-LOIRE;LOIRET;;;0.1;;;0.01;;;0.1;;;
ORG;2020;380000018;CH RHUMATOLOGIQUE D'URIAGE;380780023;;;;1;A;;;;;;;;;;;;;;;;;1;C;;;;;;;;;;;;;;0.05;;;;;;0.6;
ORG;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;;;;2;C;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.75;0.2;0.55;19.08;14.3;4.78;17.3;17.3;
ORG;2020;380000042;CH YVES TOURAINE;380780056;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.5;
ORG;2020;380000059;CH DE RIVES;380780072;0;;;1;A;;0;;;0;;;0;;;0;;;0;;;14;A;C;0;;;1;1;ALPES DAUPHINÉ;;;;;0;0;0.05;0;0;0;0;0;0.1;0
ORG;2020;380000067;HOPITAL NORD - CHU38;380780080;;;;10;A;C;;;;;;G;7;B;;1;B;;3;;;2602;E;C;;;;0;;;;;;;6.3;;;45.26;;;28.65;81.25;1;7.9
ORG;2020;380000075;CH DE TULLINS SITE PERRET;380780098;;;;;;;;;;;;;1;B;;;;;;;;3;A;;;;;0;;;;;;;0;;0.05;;;;;;3;
ORG;2020;380000091;CH DE SAINT MARCELLIN;380780171;;;;2;A;C;;;;;;;;;;;;;;;;55;C;D;;;;;;;;;;;0.25;2.25;;;5.06;;;13.4;;
ORG;2020;380000109;CH DE SAINT LAURENT DU PONT;380780213;;;;4;A;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.57;;
ORG;2020;380000133;CH ALPES ISERE;380780247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7;;2.65;5.4;;5.4;6.2;;2.6
ORG;2020;380000166;CH LUZY DUFEILLANT;380781351;;;;3;B;A;;;;;;;;;;;;;;;;12;A;;;;;0;;;;;;;;;;0.4;;0.06;;0.05;0.15;
ORG;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;;;;2;A;;;;;;;;;;;;;;;;;200;C;D;;;;0;;;;;;;2.1;0;1.93;12.08;0;3.4;61.3;77.87;5.78;10.4
ORG;2020;380000356;CH DE LA TOUR DU PIN;380782698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;;;0.5;;;0;
ORG;2020;380000406;HOPITAL DE VOIRON;380780080;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;380000828;CALYDIAL - CH DE VIENNE;690002225;;;;1;C;;;;;;;;;;;1;B;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;380005868;ANNEXE DU CTRE DE SOINS DE VIRIEU;010783009;;;;;;;;;;;;;;;;;;;;;;7;A;C;;;;0;;;;;;;0.03;;;;;;0.06;;;
ORG;2020;380005918;KORIAN LES GRANGES;750056335;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0.11;;;;;;
ORG;2020;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;;;;1;B;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;380017095;CRF ST VINCENT DE PAUL;380017087;;;;;;;;;;;;;;;;;;;;;;5;D;A;;;;0;;;;;;;0.1;;;;;;;;;1.89
ORG;2020;380020123;CLINIQUE DES COTES DU RHONE;380021139;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;VAL RHÔNE SANTÉ;;;;;0.1;;;;;;;;;
ORG;2020;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;1;C;;1;C;;;;;;;;;;;1;D;;;;;12;C;D;;;;1;1;NORD DAUPHINÉ;;;;;0.2;0.72;;;7.9;;1.28;0.3;;3.75
ORG;2020;380780288;NOUVELLE CLINIQUE DE CHARTREUSE;380019224;;;;;;;;;;;;;;;;1;A;;;;;32;C;D;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2020;380780296;CLINIQUE DU DAUPHINE;380021550;;;;1;G;;;;;;;;;;;;;;;;;6;C;;1;G;;0;;;;;;;0.01;0.14;;;;;;;;
ORG;2020;380781138;CENTRE DE SOINS DE VIRIEU;010783009;;;;;;;;;;;;;;;;;;;;;;7;C;A;;;;0;;;;;;;0.03;;;;;;0.06;;;
ORG;2020;380781369;LE MAS DES CHAMPS;010783009;;;;;;;;;;;;;;;;;;;;;;6;;;;;;1;1;VAL RHÔNE SANTÉ;;;;;0.03;;;;;;;;;
ORG;2020;380784462;ETAB. DE SANTE MENTALE DE GRENOBLE;750005068;;;;;;;;;;1;G;;;;;;;;;;;8;C;;;;;0;;;;;;;;;;;;;;;;0.6
ORG;2020;380784801;AGDUC CENTRE DE DIALYSE LA TRONCHE;380793802;;;;1;A;;;;;;;;;;;;;;;;;6;C;A;;;;0;;;;;;;;;;;;;;;;
ORG;2020;380785956;CLINIQUE DES CEDRES;380795211;0;;;0;;;0;;;0;;;0;;;1;A;;1;A;;56;C;A;2;A;C;0;;;;;;;0.2;;;;;;;;;
ORG;2020;380786442;CLINIQUE BELLEDONNE;380798025;;;;;;;;;;;;;;;;;;;;;;9;D;;;;;0;;;;;;;1;;;;;;;;;
ORG;2020;380793810;AGDUC CENTRE DE DIALYSE MEYLAN;380793802;;;;;;;;;;;;;;;;1;B;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;380794297;FONDATION GEORGES BOISSEL;380794297;;;;2;A;A;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;380795773;CTRE SOCIAL LUTTE CONTRE L'ISOLEMENT;380795765;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;ALPES DAUPHINÉ;;;;;0.5;;0;;;0;;;0;
ORG;2020;380802512;USLD M.PHILIBERT SAINT MARTIN D'HÈRES;380793265;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;380803965;AGDUC CENTRE DE DIALYSE VOIRON;380793802;;;;;;;;;;;;;;;;;;;;;;4;C;A;;;;0;;;;;;;;;;;;;;;;
ORG;2020;390000040;CH LONS;390780146;0;;;3;D;;0;;;1;B;;4;A;;2;D;;0;;;17;C;;1;A;;0;;;;;;;;3.42;2.53;1.2;;;;;12.06;
ORG;2020;390000057;CH LEON BERARD MOREZ;390780153;;;;1;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;;;;2;A;B;3;C;D;;;;3;A;;2;D;;1;C;;11;D;;;;;;;;;;;;0.1;;;0.08;5.5;;4.26;1.25;;2.58
ORG;2020;390000073;CHI PAYS REVERMONT SITE SALINS;390780179;;;;1;B;;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;;;0.4;0.05;;;;;;;
ORG;2020;390000081;CHI PAYS REVERMONT SITE ARBOIS;390780179;;;;1;B;;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;390000164;CHS SAINT YLIE JURA;390780476;;;;1;A;;;;;;;;2;A;B;;;;;;;;;;;;;0;;;;;;;;;;;;;;53.8;1.2;
ORG;2020;390000172;CRCPFC LA GRANGE SUR LE MONT;250006335;;;;;;;;;;;;;1;D;;;;;;;;32;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;;;;1;A;;;;;;;;1;A;;1;D;;;;;18;C;;1;A;;1;1;CENTRE FRANCHE-COMTÉ;;;;;0.2;;4.2;3;;;3.8;;;3.07
ORG;2020;390780559;CLINIQUE DU JURA;390000180;;;;;;;;;;;;;2;A;;;;;;;;15;A;;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;390780575;HOSPITALIA MUTUALITE PDP;250017803;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;390786408;UNITE DE DIALYSE DE DOLE;210012290;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;400000105;CENTRE HOSPITALIER DAX;400780193;;;;;;;;;;;;;;;;;;;4;C;;292;C;D;1;A;;1;1;LANDES;;;;;0.5;0;1.6;5.38;;0.8;;;3.7;
ORG;2020;400000113;CH MONT DE MARSAN - SITE DE STE ANNE;400011177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.55;;;;;;
ORG;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;;;;2;C;;;;;;;;;;;;;;3;C;;108;;;1;G;;1;1;LANDES;;;;;5.04;0.7;1;3.42;0;0;0;0.65;6.69;0
ORG;2020;400000147;CENTRE HOSPITALIER DE SAINT SEVER;400780268;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.1;;;2.7;;;2.6;;;4.2
ORG;2020;400006607;EHPAD - USLD DE MORCENX;400011177;;;;;;;;;;;;;;;;;;;;;;;;;1;G;;;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;400008199;HAD MARSAN ADOUR;400008108;;;;;;;;;;;;;;;;;;;;;;40;A;B;;;;0;;;;;;;;;;;;;;;;
ORG;2020;400014072;HOPITAL DE JOUR CMPA;400014064;1;C;;;;;;;;;;;;;;;;;;;;4;D;C;;;;0;;;;;;;0.4;;;;;;;;;
ORG;2020;400015103;GCS PAYS DE L'ADOUR;400015095;;;;1;C;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;400780342;CAPIO CLINIQUE JEAN LE BON;400000196;;;;;;;;;;;;;;;;;;;;;;5;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;400780359;CLINIQUE DES LANDES;400000204;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;400780375;CLINIQUE MAYLIS;400013801;1;G;;0;;;0;;;1;G;;0;;;0;;;0;;;31;A;;0;;;0;;;;;;;1;0;0;0;0;0;0;0;0;0
ORG;2020;400780383;SSR SAINT LOUIS;640010328;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;LANDES;;;;;1;;;;;;;;;
ORG;2020;400780425;CENTRE DE CONVALESCENCE PRIMEROSE;400000246;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;0;;;;;;;0;;;0;;;0;;;0
ORG;2020;400780482;KORIAN MONTPRIBAT;310021068;;;;;;;;;;;;;;;;;;;;;;23;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;410000020;CH BLOIS SIMONE VEIL;410000087;0;;;2;D;A;0;;;2;C;B;0;;;0;;;0;;;463;C;D;0;;;0;;;;;;;1;6.45;0.17;;30.09;0;;47.73;27.29;
