BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_ASS;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_ASS;HPLETP_REE;HPLETP_EDU
PSY;2020;260000823;CH DROME-VIVARAIS - SITE DE MONTELEGER;260003264;GEN;;3;;;240;8;;;;;81445;84;;;2357;72450;2361;;;;;;10901;;;2;10;1;9;61893;3634;5931;5158;1215;7611;1;8599;6961;1509;60;27;7;35.05;1;1;2.22;;;404;93;374.95;242.02;38.49;19.08;;4.41;14.09;15;3;15.38;1;;1.88;248;48;223.31;136.68;38.49;4.06;;0.1;5.46
PSY;2020;260000823;CH DROME-VIVARAIS - SITE DE MONTELEGER;260003264;INF;;1;;;10;;;;;;3660;38;;;77;2418;;;;;;;2635;;;1;7;1;5;26794;989;2232;896;106;437;90;2677;2561;44;2;8;1;8.15;1;;0.5;;;91;33;102.22;50.19;0.05;13.66;;7.3;15.23;1;;0.89;;;0.1;25;4;23.63;15.79;0.05;0.5;;;3.57
PSY;2020;260000823;CH DROME-VIVARAIS - SITE DE MONTELEGER;260003264;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;0;;326;4460;;;;536;526;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;260000823;;260003264;TOT;1;;0;1;250;8;;;;;85105;122;;;2434;74868;2361;;;;;;13536;;;3;18;2;15;88687;4623;8489;10514;1321;8048;91;11561;9853;1551;62;35;8;43.2;2;1;2.72;;;495;126;477.17;292.21;38.54;32.74;;11.71;29.32;16;3;16.27;1;;1.98;273;52;246.94;152.47;38.54;4.56;;0.1;9.03
PSY;2020;260005277;HOPITAL DE JOUR ADULTES MONTELIMAR;630786754;GEN;;1;;;;;;;;;;10;;;;;;;;;;;2450;;;;2;;3;17706;;1866;164;7;2256;;3644;3603;;;;9;2.98;;;;0;0;33;9;34.4;27.18;;5.52;;;1.7;;;;;;;;;;;;;;;
PSY;2020;260005277;HOPITAL DE JOUR ADULTES MONTELIMAR;630786754;INF;;1;;;;;;;;;;13;;;;;;;;;;;1375;;;;2;;;9351;;;;;87;5;858;811;;;1;2;1.69;;;;0;0;17;8;21.25;10.73;;5.64;;4.88;;;;;;;;;;;;;;;;
PSY;2020;260005277;;630786754;TOT;1;;1;0;;;;;;;;23;;;;;;;;;;;3825;;;;4;;3;27057;;1866;164;7;2343;5;4502;4414;;;1;11;4.67;;;;;;50;17;55.65;37.91;;11.16;;4.88;1.7;;;;;;;;;;;;;;;
PSY;2020;270000573;NOUVEL HOPITAL DE NAVARRE;270000219;GEN;;6;;;269;;10;;9;;98185;89;0;;2453;93841;0;2486;0;2413;0;116;4057;0;0;1;10;6;9;71652;15491;26434;6710;552;2048;19;11201;8799;1658;103;39;9;41.75;;7;1.7;0;0;486;69;530.82;295.33;123.89;30.57;;4.04;18.24;7;29;23.33;;;0.12;350;49;384.08;193.8;118.65;3.08;;0.94;8.56
PSY;2020;270000573;NOUVEL HOPITAL DE NAVARRE;270000219;INF;;1;;;;12;;;;;;70;;;0;;679;;;0;0;0;2827;0;0;;7;7;4;34126;7653;8225;466;4;973;31;4145;3866;0;0;6;5;9.58;;;;0;;79;31;112.9;53.57;0;22.97;;10.69;24.78;;;;;;;;;;;;;;;
PSY;2020;270000573;NOUVEL HOPITAL DE NAVARRE;270000219;PEN;;;;;0;;;;;;;;;;58;454;;;;;;;0;;0;;1;;;0;;;7897;;;;591;529;47;0;;2;0.4;;;;;;3;6;6.01;3.98;0;1.93;;0;0.1;;;;;;;;;;;;;;;
PSY;2020;270000573;;270000219;TOT;1;;4;1;269;12;10;;9;;98185;159;0;;2511;94295;679;2486;0;2413;0;116;6884;0;0;1;18;13;13;105778;23144;34659;15073;556;3021;50;15458;12909;1665;103;45;16;51.73;;7;1.7;;;568;106;649.73;352.88;123.89;55.47;;14.73;43.12;7;29;23.33;;;0.12;350;49;384.08;193.8;118.65;3.08;;0.94;8.56
PSY;2020;270025984;CLINIQUE LA MARE Ô DANS;270029275;GEN;;;;;96;;;;;;35040;20;;;763;33287;;;;;;;5325;;;;;;;;;;;;;;835;;630;2;6;;6;;1;0.69;1;1;50;6;41.07;29.45;5;1.68;;0;0.5;;;;;;;;;;;;;;;
PSY;2020;270025984;;270029275;TOT;0;;;0;96;;;;;;35040;20;;;763;33287;;;;;;;5325;;;;;;;;;;;;;;835;;630;2;6;;6;;1;0.69;;;50;6;41.07;29.45;5;1.68;;0;0.5;;;;;;;;;;;;;;;
PSY;2020;270027279;CLINIQUE DES PORTES DE L'EURE;270027881;GEN;;;;;89;;;;;;32574;20;;;620;29283;;;;;;;3801;;;;;;;;;;;;;;620;;;0;2;;;;;;0;0;58;5;62.5;28.9;20.4;5;;5.1;3.1;;;;;;;;;;;;;;;
PSY;2020;270027279;;270027881;TOT;0;;;0;89;;;;;;32574;20;;;620;29283;;;;;;;3801;;;;;;;;;;;;;;620;;;;2;;;;;;;;58;5;62.5;28.9;20.4;5;;5.1;3.1;;;;;;;;;;;;;;;
PSY;2020;280000050;CH BONNEVAL;280000142;GEN;;4;;;175;6;0;0;0;0;63603;74;6;0;1485;53333;725;0;0;0;0;0;8747;226;0;1;5;0;0;30819;2870;1193;2180;627;5296;0;4905;3712;1033;35;15;12;21.32;0;0;0;0;0;281;53;315.02;172.87;57.21;12.65;;6.29;15.94;2;17;12.37;0;0;0;194;63;229.99;116.74;56.28;5.29;;3.24;8.62
PSY;2020;280000050;CH BONNEVAL;280000142;INF;;1;;;0;0;;;0;0;0;45;0;0;0;0;0;;;0;0;0;3218;0;0;0;2;0;0;7735;54;6765;88;0;2;7;1422;1151;0;0;3;1;2.94;0;0;0;0;0;33;15;43.83;18.89;2.08;5.47;;5.07;8.32;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;280000050;CH BONNEVAL;280000142;PEN;;;;;0;;;;;;0;0;;0;0;0;;;;;;;0;;0;0;0;;0;0;;0;2980;;;;568;0;0;0;0;3;0.33;0;0;0;;;3;0;2.54;0;0;2.54;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;280000050;;280000142;TOT;1;;0;1;175;6;0;0;0;0;63603;119;6;0;1485;53333;725;0;0;0;0;0;11965;226;0;1;7;0;0;38554;2924;7958;5248;627;5298;7;6862;5407;1003;35;18;12;24.59;;;0;;;317;63;361.39;191.76;59.29;20.66;;11.36;24.26;2;17;12.37;0;0;0;194;63;229.99;116.74;56.28;5.29;;3.24;8.62
PSY;2020;280000084;CH DREUX;280000183;GEN;;2;;;43;;;;10;;15738;15;2;;490;11137;;;;3481;;;2063;0;;;1;2;;13921;145;;1505;38;1288;27;2817;1615;600;3;5;2;6.12;1;1;0.66;1;;81;13;83.07;50.96;13.21;4.75;;5;1.94;5;2;2.99;1;1;0.66;67;5;65.38;38.19;13.18;2.03;;5;1.05
PSY;2020;280000084;CH DREUX;280000183;INF;;1;;;;10;;;;;;18;;;;;1256;;;;;;2461;;;;2;2;1;5970;2593;1233;227;36;166;58;1190;1099;10;3;1;5;3.48;;;;0;0;39;16;40.1;12.24;2.26;7.01;;3.95;8.67;;;;;;;;;;;;;;;
PSY;2020;280000084;;280000183;TOT;1;;;0;43;10;;;10;;15738;33;2;;490;11137;1256;;;3481;;;4524;0;;;3;4;1;19891;2738;1233;1732;74;1454;85;4007;2714;610;6;6;7;9.6;1;1;0.66;;;120;29;123.17;63.2;15.47;11.76;;8.95;10.61;5;2;2.99;1;1;0.66;67;5;65.38;38.19;13.18;2.03;;5;1.05
PSY;2020;280000696;CH CHARTRES - VAL DE L'EURE;280000134;INF;;3;;;6;;;;;;2083;32;0;3;125;1731;;;;;;;4829;;845;;1;1;1;5962;349;520;17;12;9;44;939;589;42;;2;1;3.26;;;;0;1;57;21;68.3;29.78;1;4.15;;2.09;26.03;;;;;;;24;4;23.5;14.63;1;0.5;;;5.02
PSY;2020;280000696;;280000134;TOT;1;;;0;6;;;;;;2083;32;0;3;125;1731;;;;;;;4829;;845;;1;1;1;5962;349;520;17;12;9;44;939;589;42;;2;1;3.26;;;;;;57;21;68.3;29.78;1;4.15;;2.09;26.03;;;;;;;24;4;23.5;14.63;1;0.5;;;5.02
PSY;2020;290000033;C.H. DES PAYS DE MORLAIX;290021542;GEN;;3;;;180;;;17;;;63992;123;;1;2530;56220;;;3759;;;;11979;;709;;8;1;9;42095;1020;3573;5207;1273;2196;;5517;3722;1545;1;8;5;9.79;1;4;3.33;0;1;274;88;337.66;253.93;19.62;13.98;;;13.8;;;;;;;;;;;;;;;
PSY;2020;290000033;C.H. DES PAYS DE MORLAIX;290021542;INF;;1;;;8;;;;;;2928;46;;;189;1713;;;;;;;4686;;;;3;;1;13353;;267;11;216;92;119;1142;982;76;52;2;3;4.56;;;;0;1;39;28;63.55;35.28;3;7.95;;7.2;4.94;;;;;;;;;;;;;;;
PSY;2020;290000033;;290021542;TOT;1;;1;0;188;;;17;;;66920;169;;1;2719;57933;;;3759;;;;16665;;709;;11;1;10;55448;1020;3840;5218;1489;2288;119;6628;4743;1617;53;10;8;14.35;1;4;3.33;;;313;116;401.21;289.21;22.62;21.93;;7.2;18.74;;;;;;;;;;;;;;;
PSY;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;GEN;;1;;;13;;;;;;3877;;2;;148;3364;;;;;;;;11;;;;;;;;;;;;;24;;18;;6;3;3.11;;1;0.5;0;1;2;6;4.03;2.75;;1;;0.1;;;;;;;;;;;;;;;;
PSY;2020;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;INF;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.4;1;;0.12;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;290000058;;290000017;TOT;1;;0;0;13;;;;;;3877;;2;;148;3364;;;;;;;;11;;;;;;;;;;;;;24;;18;;6;4;3.51;1;1;0.62;;;2;6;4.03;2.75;;1;;0.1;;;;;;;;;;;;;;;;
PSY;2020;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;GEN;;1;;;47;;;;;;16782;15;4;1;480;14640;;;;;;63;3478;127;994;2;1;0;1;15260;0;4652;2649;1074;2031;;1903;1592;311;4;4;1;4.8;0;1;0.44;0;1;78;29;98.88;76.17;;3;;3.38;2.04;;;;;;;;;;;;;;;
PSY;2020;290000173;;290000041;TOT;1;;;0;47;;;;;;16782;15;4;1;480;14640;;;;;;63;3478;127;994;2;1;0;1;15260;0;4652;2649;1074;2031;;1903;1592;311;4;4;1;4.8;;1;0.44;;;78;29;98.88;76.17;;3;;3.38;2.04;;;;;;;;;;;;;;;
PSY;2020;290000363;CLINIQUE DE KERFRIDEN;920030269;GEN;;;;;86;;;;;;31476;13;;;817;28804;;;;;;;3584;;;;;;;;;;;;;;647;;566;3;;;;;1;0.88;1;1;;;54.24;24.52;10.35;1.38;;3.63;1;;;;;1;0.88;;;54.24;24.52;10.35;1.38;;3.63;1
PSY;2020;290000363;;920030269;TOT;0;;;0;86;;;;;;31476;13;;;817;28804;;;;;;;3584;;;;;;;;;;;;;;647;;566;3;;;;;1;0.88;;;;;54.24;24.52;10.35;1.38;;3.63;1;;;;;1;0.88;;;54.24;24.52;10.35;1.38;;3.63;1
PSY;2020;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;GEN;;;;;15;;;;;;4600;10;2;1;237;2890;;;;;;;770;202;1012;;;1;;;2907;;;;172;;1144;952;158;;3;;3;;;;0;1;27;14;27.67;10.94;8;1.85;;0.57;0.5;;3;0.6;;;;;40;19.93;8.85;6.4;0.56;;0.57;0.4
PSY;2020;290000728;;750821092;TOT;0;;;0;15;;;;;;4600;10;2;1;237;2890;;;;;;;770;202;1012;;;1;;;2907;;;;172;;1144;952;158;;3;;3;;;;;;27;14;27.67;10.94;8;1.85;;0.57;0.5;;3;0.6;;;;;40;19.93;8.85;6.4;0.56;;0.57;0.4
PSY;2020;290000736;CLINIQUE DE L'IROISE;290000991;GEN;;;;;68;;;;;;24820;12;;;882;22529;;;;;;;1751;;;;;;;;;;;;;;692;;;;;6;;;;;0;0;17;21;41.81;19.25;13.1;0.41;;;0.3;;6;;;;;;;;;;;;;
PSY;2020;290000736;;290000991;TOT;0;;;0;68;;;;;;24820;12;;;882;22529;;;;;;;1751;;;;;;;;;;;;;;692;;;;;6;;;;;;;17;21;41.81;19.25;13.1;0.41;;;0.3;;6;;;;;;;;;;;;;
PSY;2020;290000744;CLINIQUE PEN AN DALAR;290001007;GEN;;;;;128;;;;;;46848;32;12;;1551;41380;;;;;;;5651;1302;;;;;;;;;;;;;1183;;1077;70;;6;;1;6;;0;0;47;29;72.24;37.23;19.73;4.03;;2.09;0.5;;;;;;;46;15;61.26;30.47;18.73;1.85;;0.85;0.5
PSY;2020;290000744;;290001007;TOT;0;;;0;128;;;;;;46848;32;12;;1551;41380;;;;;;;5651;1302;;;;;;;;;;;;;1183;;1077;70;;6;;1;6;;;;47;29;72.24;37.23;19.73;4.03;;2.09;0.5;;;;;;;46;15;61.26;30.47;18.73;1.85;;0.85;0.5
PSY;2020;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;GEN;;;;;20;0;0;0;0;0;7320;0;0;0;346;5922;;;;;;;;;;;;1;;;296;;;;;;370;107;276;0;;2;1.2;;;0.1;0;1;15;8;21.07;12.26;6.4;1.4;;0.42;;;2;1.2;;;0.1;15;8;21.07;12.26;6.4;1.4;;0.42;
PSY;2020;290000785;;220020739;TOT;0;;;0;20;0;0;0;0;0;7320;0;0;0;346;5922;;;;;;;;;;;;1;;;296;;;;;;370;107;276;0;;2;1.2;;;0.1;;;15;8;21.07;12.26;6.4;1.4;;0.42;;;2;1.2;;;0.1;15;8;21.07;12.26;6.4;1.4;;0.42;
PSY;2020;290000918;EPSM GOURMELEN SITE QUIMPER;290000298;GEN;;3;;;192;;20;;;6;69722;143;6;;2321;61627;;3746;;;105;1;11994;358;;6;10;11;14;52452;8898;2544;4235;1363;9485;21;9569;7795;1317;59;19;9;22.13;4;7;7.32;0;1;364;132;441.09;329.69;27.74;17.41;;3.51;15.78;13;6;7.82;0;2;1.6;251;56;265.86;182.79;25.91;4.93;;1.51;6.16
PSY;2020;290000918;EPSM GOURMELEN SITE QUIMPER;290000298;INF;;2;;;16;;;;;;5812;56;7;;162;2411;;;;;;;5473;379;;2;7;1;7;11235;3647;1568;660;63;824;84;1561;1355;76;0;7;5;10.01;;;0.4;0;1;98;46;117.37;62.83;3.41;9.46;;8.69;23.41;2;3;1.52;;;0.37;45;15;50.31;31.05;3.41;0.33;;0.13;7.81
PSY;2020;290000918;;290000298;TOT;1;;5;0;208;;20;;;6;75534;199;13;;2483;64038;;3746;;;105;1;17467;737;;8;17;12;21;63687;12545;4112;4895;1426;10309;105;11054;9077;1390;59;26;14;32.14;4;7;7.72;;;459;176;558.46;392.52;31.15;26.87;;12.2;39.19;15;9;9.34;0;2;1.97;295;71;316.17;213.84;29.32;5.26;;1.64;13.97
PSY;2020;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;GEN;;1;;;20;;;;;;7320;;;;164;4661;;;;;;;;;;;;;;;;;;;;;118;0;118;0;;1;0.95;;3;0.5;0;1;19;15;30.09;10.87;10.58;0.4;;1.91;;;;;;;;;;;;;;;;
PSY;2020;290000934;;560005746;TOT;1;;;0;20;;;;;;7320;;;;164;4661;;;;;;;;;;;;;;;;;;;;;118;;118;;;1;0.95;;3;0.5;;;19;15;30.09;10.87;10.58;0.4;;1.91;;;;;;;;;;;;;;;;
PSY;2020;290003995;GHBS - HOPITAL KERGLANCHARD;560005746;GEN;;1;;;48;;;;;;17568;25;2;;656;9980;;;;;;0;1715;26;;2;;1;2;12499;384;880;1163;7;1503;;2155;1575;386;4;3;3;3.91;;1;0.03;0;1;75;22;81.97;63.12;2.15;2.66;;1;;;;;;;;;;;;;;;;
PSY;2020;290003995;;560005746;TOT;1;;;0;48;;;;;;17568;25;2;;656;9980;;;;;;0;1715;26;;2;;1;2;12499;384;880;1163;7;1503;;2155;1575;386;4;3;3;3.91;;1;0.03;;;75;22;81.97;63.12;2.15;2.66;;1;;;;;;;;;;;;;;;;
PSY;2020;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;GEN;;;;;;;;;3;;;;;;0;0;;;351;451;;;;;;;;1;;0;2015;;;829;4292;;2459;2139;320;;6;3;4.51;2;3;1.54;0;1;20;8;35.88;25.27;;2.83;;;2.48;;;;;;;;;;;;;;;
PSY;2020;290004324;;290000017;TOT;0;;;0;;;;;3;;;;;;0;0;;;351;451;;;;;;;;1;;0;2015;;;829;4292;;2459;2139;320;;6;3;4.51;2;3;1.54;;;20;8;35.88;25.27;;2.83;;;2.48;;;;;;;;;;;;;;;
PSY;2020;290004340;CHRU BREST SITE HOPITAL BOHARS;290000017;GEN;;4;;;195;;6;;;;61632;91;21;;2888;54012;;964;;;;;6147;657;;;5;0;6;35649;;13687;10047;4511;2100;;9536;7659;1665;1;30;17;21.05;5;4;4.79;0;1;88;58;106.17;88.02;;3.06;;;0.25;;;;;;;217;69;263.67;188.69;12.76;8.03;;1.09;2.25
PSY;2020;290004340;CHRU BREST SITE HOPITAL BOHARS;290000017;INF;;1;;;14;16;;;;;9824;63;;;284;1677;0;;;;;16;3943;;;;3;0;2;6807;;;2056;19;1;3039;1057;659;119;;11;3;9.57;2;0;1.05;0;1;41;27;56.8;25.63;1;4.96;;4.58;12.04;;;;;;;25;17;36.86;23.99;;3.36;;1.59;0.99
PSY;2020;290004340;CHRU BREST SITE HOPITAL BOHARS;290000017;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;655;655;;;;;;;;;;;;1;0.1;;;0.1;;;;;;;;;;;;;;;;;;
PSY;2020;290004340;;290000017;TOT;1;;6;1;209;16;6;;;;71456;154;21;;3172;55689;0;964;;;;16;10090;657;;;8;0;9;42456;;13687;12103;4530;2101;3039;11105;8842;1774;1;41;20;30.62;7;4;5.84;;;129;86;163.07;113.65;1;8.12;;4.58;12.29;;;;;;;242;86;300.53;212.68;12.76;11.39;;2.68;3.24
PSY;2020;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;GEN;;2;;;151;;;;;;55115;26;6;7;1137;47624;;;;;;;996;8;2180;;8;;7;38277;0;3850;1859;1073;360;;3720;3048;672;72;11;8;14.64;5;1;5.6;;1;341;13;356.95;189.13;62.48;6.9;;;6.88;8;4;10.6;5;1;5.6;202;4;204.2;142.6;59;0.6;;;2
PSY;2020;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;INF;;1;;;6;2;;;;;2190;11;3;6;72;1428;0;;;;;0;735;36;796;;6;;6;26608;0;1247;61;6;;73;1120;1048;72;0;6;2;6;;1;0.08;;0;90;7;93.82;50.3;6;11.5;;1.86;8.88;1;0;1;;;;24;;24;21;3;;;;
PSY;2020;2A0000287;;2A0000386;TOT;1;;;1;157;2;;;;;57305;37;9;13;1209;49052;0;;;;;0;1731;44;2976;;14;;13;64885;0;5097;1920;1079;360;73;4802;4058;744;72;16;10;20.64;5;2;5.68;;;431;20;450.77;239.43;68.48;18.4;;1.86;15.76;9;4;11.6;5;1;5.6;226;4;228.2;163.6;62;0.6;;;2
PSY;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;GEN;;2;;;38;0;0;0;0;0;13410;0;0;0;638;10443;0;0;0;0;0;0;0;0;0;0;5;0;0;12750;0;0;1798;577;593;2;1996;1535;461;1;5;6;7.11;0;0;0;0;0;68;13;68.4;35.22;18.69;4;;0.15;3.46;4;5;4.5;0;0;0;55;6;50.88;23.92;18.69;0.75;;0.15;2.27
PSY;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;INF;;1;;;0;0;;;0;0;0;25;0;0;0;0;0;;;0;0;0;1538;0;0;0;5;0;0;23452;0;0;60;88;343;266;996;958;0;0;4;1;4.2;0;2;1.1;0;0;29;14;37.87;12.2;1;7.58;;5.88;7.51;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;PEN;;;;;0;;;;;;0;0;;0;0;0;;;;;;;0;;0;0;2;;0;0;;0;0;;;;608;608;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;2B0000012;;2B0000020;TOT;1;;0;1;38;0;0;0;0;0;13410;25;0;0;638;10443;0;0;0;0;0;0;1538;0;0;0;12;0;0;36202;0;0;1858;665;936;268;3590;3101;461;1;9;7;11.31;0;2;1.1;;;96;26;106.27;47.42;19.69;11.58;;6.03;10.97;4;5;4.5;0;0;0;55;6;50.88;23.92;18.69;0.75;;0.15;2.27
PSY;2020;2B0003016;CLINIQUE DU CAP;2B0003990;GEN;;;;;48;;;;;;17520;;;;373;17394;;;;;;;;;;;;;;;;;;;;;231;;;;;;;;;;;;;;;7.9;6;0.5;;;0.3;;;;;;;;;;;;;;;
PSY;2020;2B0003016;;2B0003990;TOT;0;;;0;48;;;;;;17520;;;;373;17394;;;;;;;;;;;;;;;;;;;;;231;;;;;;;;;;;;;;;7.9;6;0.5;;;0.3;;;;;;;;;;;;;;;
PSY;2020;2B0003917;CENTRE JOUR VILLA SAN ORNELLO;2B0003891;GEN;;;;;;;;;;;;37;;;;;;;;;;;11025;;;;;;;;;;;;;;384;;;;;;;;;;;;;;;8.6;;1;;;2;;;;;;;;;;;;;;;
PSY;2020;2B0003917;;2B0003891;TOT;0;;;0;;;;;;;;37;;;;;;;;;;;11025;;;;;;;;;;;;;;384;;;;;;;;;;;;;;;8.6;;1;;;2;;;;;;;;;;;;;;;
PSY;2020;2B0004113;CLINIQUE SAN ORNELLO;2B0000467;GEN;;;;;100;;;;;;36000;;;;571;35606;;;;;;;;;;;;;;;;;;;;;429;;;;;;;;;;;;;;;20;10;1.3;;;3.7;;;;;;;;;;;;;;;
PSY;2020;2B0004113;CLINIQUE SAN ORNELLO;2B0000467;INF;;;;;6;;;;;;2190;;;;32;1630;;;;;;;;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;2B0004113;;2B0000467;TOT;0;;;0;106;;;;;;38190;;;;603;37236;;;;;;;;;;;;;;;;;;;;;471;;;;;;;;;;;;;;;20;10;1.3;;;3.7;;;;;;;;;;;;;;;
PSY;2020;300000023;CH ALES CEVENNES;300780046;GEN;;2;;;66;0;0;0;0;0;24090;16;3;0;709;19523;0;0;0;0;0;0;1659;175;0;0;5;1;1;22794;245;2966;222;0;4522;0;3615;3129;450;;6;0;5.09;0;1;0.5;;1;114;48;123.38;79.14;0.07;5.65;;0;0;5;0;1.28;0;0;0;109;40;95.3;59.01;0.07;2.46;;0;0
PSY;2020;300000023;CH ALES CEVENNES;300780046;INF;;1;;;0;0;;;0;0;0;37;0;0;0;0;0;;;0;0;0;2270;0;0;0;3;0;0;11307;;0;0;0;0;0;847;0;0;;0;3;1.07;0;0;0;;1;52;30;53.38;12.33;;10.86;;3.68;15.31;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;300000023;;300780046;TOT;1;;6;0;66;0;0;0;0;0;24090;53;3;0;709;19523;0;0;0;0;0;0;3929;175;0;0;8;1;1;34101;245;2966;222;0;4522;0;4462;3129;450;;6;3;6.16;0;1;0.5;;;166;78;176.76;91.47;0.07;16.51;;3.68;15.31;5;0;1.28;0;0;0;109;40;95.3;59.01;0.07;2.46;;0;0
PSY;2020;300000080;HOSPIT COMPLETE CH LE MAS CAREIRON;300780103;GEN;;3;;;168;21;;;;;61320;88;;;1847;47822;4584;;;;;;8384;;;;8;1;2;54222;4811;7023;4033;635;1708;10;6955;5685;1101;33;19;9;22.99;2;2;1.88;0;1;316;62;339.18;222.03;31.94;8.09;;0.8;10.87;14;4;9.61;;1;0.2;232;38;237.61;148.14;31.91;2.48;;0.65;5.04
PSY;2020;300000080;HOSPIT COMPLETE CH LE MAS CAREIRON;300780103;INF;;1;;;5;5;;;;;1830;34;;;1;1;93;;;;;;2779;;;;3;0;;13703;5;;72;18;445;45;823;723;1;;6;;5.13;;;;0;0;44;13;53.8;18.93;2;6.06;;3.55;16.24;2;;0.47;;;;2;;1.95;1.91;;;;;0.04
PSY;2020;300000080;HOSPIT COMPLETE CH LE MAS CAREIRON;300780103;PEN;;;;;0;;;;;;;;;;0;0;;;;;;;;;;;1;;;1288;;;;;;;;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;300000080;;300780103;TOT;1;;;1;173;26;;;;;63150;122;;;1848;47823;4677;;;;;;11163;;;;12;1;2;69213;4816;7023;4105;653;2153;55;7749;6384;1102;33;25;9;28.12;2;2;1.88;;;360;75;392.98;240.96;33.94;14.15;;4.35;27.11;16;4;10.08;;1;0.2;234;38;239.56;150.05;31.91;2.48;;0.65;5.08
PSY;2020;300000387;AEMC;300000387;GEN;;;;;21;;;;;;7046;10;;;81;5241;;;;;;;3639;;;;;;;;;;;;;;189;;47;;;3;0.85;;;;0;0;17;8;21.87;9.26;;2.29;;;7.32;;2;0.6;;;;;;;;;;;;
PSY;2020;300000387;AEMC;300000387;INF;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;3491;;;;;;;396;396;;;;1;0.5;;;;0;0;3;5;4.51;1.2;;1.33;;;;;;;;;;;;;;;;;;
PSY;2020;300000387;;300000387;TOT;0;;;0;21;;;;;;7046;10;;;81;5241;;;;;;;3639;;;;1;;;3491;;;;;;;585;396;47;;;4;1.35;;;;;;20;13;26.38;10.46;;3.62;;;7.32;;2;0.6;;;;;;;;;;;;
PSY;2020;300000759;CIGALIERES;300000759;INF;;3;;;;;;;;;;8;;;;;;;;;;;313;;;0;1;2;1;3902;182;751;213;224;0;522;188;169;0;0;;1;0.59;;;;0;0;5;22;12.02;1.55;0;2.55;;1.84;6.08;;;;;;;;;;;;;;;
PSY;2020;300000759;;300000759;TOT;1;;;0;;;;;;;;8;;;;;;;;;;;313;;;0;1;2;1;3902;182;751;213;224;0;522;188;169;;;;1;0.59;;;;;;5;22;12.02;1.55;0;2.55;;1.84;6.08;;;;;;;;;;;;;;;
PSY;2020;300002128;CHATEAU DE COULORGUES;300000247;GEN;;;;;;;;46;;;;;;;;;;;16080;;;;;;;;;;;;;;;;;;81;;;;1;;1;;;;;;19;5;22.51;7.63;4.28;1.69;;1;7.91;;;;;;;;;;;;;;;
