BOR;AN;FI;RS;DIALYSE_AA100;DIALYSE_AA101;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2023;310006473;NEPHROCARE OC UAD RIEUX VOLVESTRE;;;310002712;1140X;;;;6;10;1318;;;;;
DIALYSE;2023;310011838;CL NEPHRO ST EXUPERY UDM CORNEBARRIEU;;;310000617;1130X;;;;14;21;2346;;;;;
DIALYSE;2023;310011838;CL NEPHRO ST EXUPERY UDM CORNEBARRIEU;0;0;310000617;TOT;0;;;;;;;;;8;
DIALYSE;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;;;310781406;112BE;;;;6;9;1175;;;;;
DIALYSE;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;;;310781406;122AX;;;;2;2;;;;69;;
DIALYSE;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;1;1;310781406;TOT;0;;;;;;137;;;;
DIALYSE;2023;310018684;CL NEPHRO ST EXUPERY UAD TLS SANS;;;310000617;1140X;;;;15;12;1704;;;;;
DIALYSE;2023;310018684;CL NEPHRO ST EXUPERY UAD TLS SANS;0;0;310000617;TOT;0;;;;;;;;;;1
DIALYSE;2023;310019351;HOPITAL LARREY CHU TOULOUSE;;;310781406;112AX;;;;1;0;40;;;;;
DIALYSE;2023;310019351;HOPITAL LARREY CHU TOULOUSE;;;310781406;112BA;;;;32;148;21644;;;;;
DIALYSE;2023;310019351;HOPITAL LARREY CHU TOULOUSE;;;310781406;112BE;;;;0;;21;;;;;
DIALYSE;2023;310019351;HOPITAL LARREY CHU TOULOUSE;;;310781406;122AX;;;;3;;;;;102;;
DIALYSE;2023;310019351;HOPITAL LARREY CHU TOULOUSE;;;310781406;122BX;;;;2;;;;;0;;
DIALYSE;2023;310019351;HOPITAL LARREY CHU TOULOUSE;1;1;310781406;TOT;0;;;;;;348;;;;
DIALYSE;2023;310020169;AAIR UAD COLOMIERS MONNET;;;310000633;1140X;;;;10;18;2833;;;;;
DIALYSE;2023;310020169;AAIR UAD COLOMIERS MONNET;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;310022330;GCS DIALYSE COMMINGES UDM DD STGAUDENS;;;310022322;1130X;;;;8;19;3308;;;;;
DIALYSE;2023;310022330;GCS DIALYSE COMMINGES UDM DD STGAUDENS;0;0;310022322;TOT;0;;;;;;;;;8;
DIALYSE;2023;310026612;CL NEPHRO ST EXUPERY UDM UNION ST JEAN;;;310000617;1130X;;;;18;54;6846;;;;;
DIALYSE;2023;310026612;CL NEPHRO ST EXUPERY UDM UNION ST JEAN;0;0;310000617;TOT;0;;;;;;;;;25;
DIALYSE;2023;310026919;AAIR UAD UDM DD RAMONVILLE ST AGNE;;;310000633;1130X;;;;3;7;1180;;;;;
DIALYSE;2023;310026919;AAIR UAD UDM DD RAMONVILLE ST AGNE;;;310000633;1140X;;;;5;11;1619;;;;;
DIALYSE;2023;310026919;AAIR UAD UDM DD RAMONVILLE ST AGNE;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;310031414;CL NEPHRO ST EXUPERY UAD QUINT;;;310000617;1140X;;;;14;20;3526;;;;;
DIALYSE;2023;310031414;CL NEPHRO ST EXUPERY UAD QUINT;0;0;310000617;TOT;0;;;;;;;;;4;
DIALYSE;2023;310031927;AAIR UAD TOULOUSE PERIOLE;;;310000633;1140X;;;;12;44;5340;;;;;
DIALYSE;2023;310031927;AAIR UAD TOULOUSE PERIOLE;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;310781000;CL DES CEDRES CORNEBARRIEU;0;0;310788880;TOT;0;;;;;;35;;;;
DIALYSE;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;;;310000617;112AX;;;;4;;363;;;;;
DIALYSE;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;;;310000617;112BA;;;;63;271;40880;;;;;
DIALYSE;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;;;310000617;112BE;;;;1;;39;;;;;
DIALYSE;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;;;310000617;1150A;;;;4;;960;;;;;
DIALYSE;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;;;310000617;1210;;;;;7;;;;244;;
DIALYSE;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;;;310000617;121AX;;;;;2;;;;69;;
DIALYSE;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;;;310000617;121CX;;;;5;5;;;;175;;
DIALYSE;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;;;310000617;122AX;;;;7;2;;;;37;;
DIALYSE;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;;;310000617;122BX;;;;7;2;;;;19;;
DIALYSE;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;1;1;310000617;TOT;1;3;67;;;;3812;6;;189;4
DIALYSE;2023;310782065;AAIR UDM TOULOUSE LE GOFF;;;310000633;112AX;;;;2;5;1538;;;;;
DIALYSE;2023;310782065;AAIR UDM TOULOUSE LE GOFF;;;310000633;1130X;;;;20;68;8975;;;;;
DIALYSE;2023;310782065;AAIR UDM TOULOUSE LE GOFF;;;310000633;1140X;;;;2;0;5;;;;;
DIALYSE;2023;310782065;AAIR UDM TOULOUSE LE GOFF;;;310000633;1150A;;;;8;8;3031;;;;;
DIALYSE;2023;310782065;AAIR UDM TOULOUSE LE GOFF;;;310000633;1210;;;;;60;;;;3449;;
DIALYSE;2023;310782065;AAIR UDM TOULOUSE LE GOFF;;;310000633;121AX;;;;;26;;;;1511;;
DIALYSE;2023;310782065;AAIR UDM TOULOUSE LE GOFF;;;310000633;121CX;;;;34;34;;;;1938;;
DIALYSE;2023;310782065;AAIR UDM TOULOUSE LE GOFF;0;1;310000633;TOT;1;8;82;;;;;2;;15;0
DIALYSE;2023;310793401;CL NEPHRO ST EXUPERY UAD BESSIERES;;;310000617;1140X;;;;12;19;2612;;;;;
DIALYSE;2023;310793401;CL NEPHRO ST EXUPERY UAD BESSIERES;0;0;310000617;TOT;0;;;;;;;;;4;
DIALYSE;2023;310793419;CL NEPHRO ST EXUPERY UDM UAD ST GAUDEN;;;310000617;1130X;;;;16;17;2251;;;;;
DIALYSE;2023;310793419;CL NEPHRO ST EXUPERY UDM UAD ST GAUDEN;;;310000617;1140X;;;;16;23;3686;;;;;
DIALYSE;2023;310793419;CL NEPHRO ST EXUPERY UDM UAD ST GAUDEN;0;0;310000617;TOT;0;;;;;;;;;10;
DIALYSE;2023;310793435;CL NEPHRO ST EXUPERY UAD VILLEFRANCHE;;;310000617;1140X;;;;14;12;1559;;;;;
DIALYSE;2023;310793435;CL NEPHRO ST EXUPERY UAD VILLEFRANCHE;0;0;310000617;TOT;0;;;;;;;;;6;
DIALYSE;2023;310793567;AAIR UAD BLAGNAC;;;310000633;1140X;;;;12;20;2868;;;;;
DIALYSE;2023;310793567;AAIR UAD BLAGNAC;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;310793575;AAIR UAD TOULOUSE CEPIERE;;;310000633;1140X;;;;6;11;2343;;;;;
DIALYSE;2023;310793575;AAIR UAD TOULOUSE CEPIERE;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;310793807;CL NEPHRO ST EXUPERY UAD BRAX;;;310000617;1140X;;;;15;10;1477;;;;;
DIALYSE;2023;310793807;CL NEPHRO ST EXUPERY UAD BRAX;0;0;310000617;TOT;0;;;;;;;;;4;
DIALYSE;2023;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;;;310002712;112AX;;;;2;15;1051;;;;;
DIALYSE;2023;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;;;310002712;112BA;;;;44;154;22289;;;;;
DIALYSE;2023;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;;;310002712;1130X;;;;16;26;3598;;;;;
DIALYSE;2023;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;;;310002712;1140X;;;;6;6;858;;;;;
DIALYSE;2023;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;;;310002712;1150A;;;;1;0;;;;;;
DIALYSE;2023;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;;;310002712;1210;;;;;7;;;;249;;
DIALYSE;2023;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;;;310002712;121AX;;;;;6;;;;184;;
DIALYSE;2023;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;;;310002712;121CX;;;;1;1;;;;65;;
DIALYSE;2023;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;;;310002712;122AX;;;;2;;;;;42;;
DIALYSE;2023;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;1;1;310002712;TOT;0;;;;;;0;1;;45;4
DIALYSE;2023;310794524;AAIR UAD ST GAUDENS;;;310000633;1140X;;;;14;9;1101;;;;;
DIALYSE;2023;310794524;AAIR UAD ST GAUDENS;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;310794532;CL NEPHRO ST EXUPERY UAD TLS BASSO;;;310000617;1140X;;;;15;10;1620;;;;;
DIALYSE;2023;310794532;CL NEPHRO ST EXUPERY UAD TLS BASSO;0;0;310000617;TOT;0;;;;;;;;;2;
DIALYSE;2023;310796768;CL NEPHRO ST EXUPERY UAD LUCHON;;;310000617;1140X;;;;8;5;661;;;;;
DIALYSE;2023;310796768;CL NEPHRO ST EXUPERY UAD LUCHON;0;0;310000617;TOT;0;;;;;;;;;1;
DIALYSE;2023;310796776;CL NEPHRO ST EXUPERY UAD REVEL;;;310000617;1140X;;;;12;21;3532;;;;;
DIALYSE;2023;310796776;CL NEPHRO ST EXUPERY UAD REVEL;0;0;310000617;TOT;0;;;;;;;;;3;
DIALYSE;2023;320000086;CH AUCH EN GASCOGNE;;;320780117;112AX;;;;2;8;27;;;;;
DIALYSE;2023;320000086;CH AUCH EN GASCOGNE;;;320780117;112BA;;;;14;50;6213;;;;;
DIALYSE;2023;320000086;CH AUCH EN GASCOGNE;;;320780117;1130X;;;;8;32;0;;;;;
DIALYSE;2023;320000086;CH AUCH EN GASCOGNE;;;320780117;1140X;;;;35;140;9516;;;;;
DIALYSE;2023;320000086;CH AUCH EN GASCOGNE;1;0;320780117;TOT;0;;;;;;815;2;;52;0
DIALYSE;2023;320001050;AAIR UAD MIRANDE;;;310000633;1140X;;;;6;10;1607;;;;;
DIALYSE;2023;320001050;AAIR UAD MIRANDE;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;320001688;AAIR UAD CONDOM;;;310000633;1140X;;;;6;11;1618;;;;;
DIALYSE;2023;320001688;AAIR UAD CONDOM;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;320004872;AAIR UAD L'ISLE JOURDAIN;;;310000633;1140X;;;;6;8;1487;;;;;
DIALYSE;2023;320004872;AAIR UAD L'ISLE JOURDAIN;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;320005523;AAIR UAD UDM NOGARO;;;310000633;1140X;;;;6;12;1614;;;;;
DIALYSE;2023;320005523;AAIR UAD UDM NOGARO;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;320784515;AAIR UAD UDM DD PAVIE;;;310000633;1130X;;;;4;8;1228;;;;;
DIALYSE;2023;320784515;AAIR UAD UDM DD PAVIE;;;310000633;1140X;;;;8;15;2592;;;;;
DIALYSE;2023;320784515;AAIR UAD UDM DD PAVIE;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;320785587;AAIR UAD FLEURANCE;;;310000633;1140X;;;;6;10;1729;;;;;
DIALYSE;2023;320785587;AAIR UAD FLEURANCE;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;;;330781253;112BA;;;;22;82;12181;;;;;
DIALYSE;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;;;330781253;1130X;;;;12;24;3684;;;;;
DIALYSE;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;;;330781253;122AX;;;;1;6;;;;335;;
DIALYSE;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;1;1;330781253;TOT;0;;;;;;775;;;56;11
DIALYSE;2023;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;;;330007386;112AX;;;;1;0;299;;;;;
DIALYSE;2023;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;;;330007386;1130X;;;;8;13;2283;;;;;
DIALYSE;2023;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;;;330007386;1140X;;;;12;17;2667;;;;;
DIALYSE;2023;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;;;330007386;1210;;;;;4;;;;109;;
DIALYSE;2023;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;;;330007386;121AX;;;;;3;;;;81;;
DIALYSE;2023;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;;;330007386;121CX;;;;1;1;;;;28;;
DIALYSE;2023;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;0;1;330007386;TOT;1;1;16;;;;0;4;;33;4
DIALYSE;2023;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;;;330007386;VACAN;;;;25;0;869;;;;;
DIALYSE;2023;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX;;;330000274;1140X;;;;12;34;5311;;;;;
DIALYSE;2023;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX;0;0;330000274;TOT;0;;;;;;;2;;11;
DIALYSE;2023;330007550;ANTENNE AUTODIALYSE AURAD BORDEAUX;;;330000266;1140X;;;;6;21;1969;;;;;
DIALYSE;2023;330007550;ANTENNE AUTODIALYSE AURAD BORDEAUX;0;0;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2023;330007584;ANTENNE AUTODIALYSE AURAD ARTIGUES;;;330000266;1140X;;;;6;17;1413;;;;;
DIALYSE;2023;330007584;ANTENNE AUTODIALYSE AURAD ARTIGUES;0;0;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2023;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE;;;330000266;1130X;;;;6;3;542;;;;;
DIALYSE;2023;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE;;;330000266;1140X;;;;12;20;2818;;;;;
DIALYSE;2023;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE;0;0;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2023;330007642;ANTENNE AUTODIALYSE AURAD PINEUILH;;;330000266;1140X;;;;12;23;3349;;;;;
DIALYSE;2023;330007642;ANTENNE AUTODIALYSE AURAD PINEUILH;0;0;330000266;TOT;0;;;;;;;2;;;
DIALYSE;2023;330007667;ANTENNE AUTODIALYSE AURAD LANGON;;;330000266;1140X;;;;6;14;2192;;;;;
DIALYSE;2023;330007667;ANTENNE AUTODIALYSE AURAD LANGON;0;0;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2023;330007683;ANTENNE AUTODIALYSE AURAD LIBOURNE;;;330000266;1140X;;;;12;20;3204;;;;;
DIALYSE;2023;330007683;ANTENNE AUTODIALYSE AURAD LIBOURNE;0;0;330000266;TOT;0;;;;;;;2;;;
DIALYSE;2023;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;;;330000266;112AX;;;;6;12;1278;;;;;
DIALYSE;2023;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;;;330000266;1140X;;;;2;14;4774;;;;;
DIALYSE;2023;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;0;0;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2023;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE;;;330000274;1140X;;;;6;11;1790;;;;;
DIALYSE;2023;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE;0;0;330000274;TOT;0;;;;;;;2;;6;
DIALYSE;2023;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;;;330000134;112BA;;;;27;106;13525;;;;;
DIALYSE;2023;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;;;330000134;1130X;;;;7;26;3715;;;;;
DIALYSE;2023;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;1;0;330000134;TOT;0;;;;;;0;0;;49;1
DIALYSE;2023;330024639;ANTENNE AUTODIALYSE AURAD - DAGUEY;;;330000266;1140X;;;;6;16;2427;;;;;
DIALYSE;2023;330024639;ANTENNE AUTODIALYSE AURAD - DAGUEY;0;0;330000266;TOT;0;;;;;;;2;;;
DIALYSE;2023;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU;;;330000274;1140X;;;;6;13;1769;;;;;
DIALYSE;2023;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU;0;0;330000274;TOT;0;;;;;;;2;;2;
DIALYSE;2023;330054453;ANTENNE AUTODIALYSE CTMR;;;330000258;1130X;;;;6;10;1578;;;;;
DIALYSE;2023;330054453;ANTENNE AUTODIALYSE CTMR;;;330000258;1140X;;;;6;9;1585;;;;;
DIALYSE;2023;330054461;ANTENNE AUTODIALYSE PBNA-LESPARRE;;;330000274;1140X;;;;0;0;500;;;;;
DIALYSE;2023;330056227;ANTENNE AUTODIALYSE CADDD;;;330007386;1140X;;;;6;9;1308;;;;;
DIALYSE;2023;330056227;ANTENNE AUTODIALYSE CADDD;0;0;330007386;TOT;0;;;;;;0;2;;;
DIALYSE;2023;330056227;ANTENNE AUTODIALYSE CADDD;;;330007386;VACAN;;;;6;;;;;;;
DIALYSE;2023;330056516;ANTENNE/UNITE DE DIALYSE CTMR;;;330000258;1130X;;;;8;19;3200;;;;;
DIALYSE;2023;330056516;ANTENNE/UNITE DE DIALYSE CTMR;;;330000258;1140X;;;;4;19;1281;;;;;
DIALYSE;2023;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT;;;330000274;1140X;;;;6;12;1684;;;;;
DIALYSE;2023;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT;0;0;330000274;TOT;0;;;;;;;2;;2;
DIALYSE;2023;330058058;ANTENNE AUTODIALYSE AURAD LE HAILLAN;;;330000266;1140X;;;;6;17;2658;;;;;
DIALYSE;2023;330058058;ANTENNE AUTODIALYSE AURAD LE HAILLAN;0;0;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2023;330058694;ANTENNE AUTODIALYSE PBNA - LANGOIRAN;;;330000274;1140X;;;;6;10;1516;;;;;
DIALYSE;2023;330058694;ANTENNE AUTODIALYSE PBNA - LANGOIRAN;0;0;330000274;TOT;0;;;;;;;2;;2;
DIALYSE;2023;330780446;C.T.M.R. SAINT-AUGUSTIN;;;330000258;112AX;;;;1;;240;;;;;
DIALYSE;2023;330780446;C.T.M.R. SAINT-AUGUSTIN;;;330000258;112BA;;;;40;;26088;;;;;
DIALYSE;2023;330780446;C.T.M.R. SAINT-AUGUSTIN;;;330000258;1150A;;;;7;2;681;;;;;
DIALYSE;2023;330780446;C.T.M.R. SAINT-AUGUSTIN;;;330000258;1210;;;;;12;;;;52;;
DIALYSE;2023;330780446;C.T.M.R. SAINT-AUGUSTIN;;;330000258;121AX;;;;;7;;;;52;;
DIALYSE;2023;330780446;C.T.M.R. SAINT-AUGUSTIN;;;330000258;121CX;;;;5;5;;;;0;;
DIALYSE;2023;330780446;C.T.M.R. SAINT-AUGUSTIN;;;330000258;122AX;;;;2;0;;;;65;;
DIALYSE;2023;330780446;C.T.M.R. SAINT-AUGUSTIN;1;1;330000258;TOT;1;2;0;;;;0;1;;82;5
DIALYSE;2023;330780453;CENTRE HEMODYALISE SAINT MARTIN;;;330000308;112BA;;;;39;195;26520;;;;;
DIALYSE;2023;330780453;CENTRE HEMODYALISE SAINT MARTIN;1;0;330000308;TOT;0;;;;;;1248;4;;81;4
DIALYSE;2023;330780453;CENTRE HEMODYALISE SAINT MARTIN;;;330000308;VACAN;;;;2;10;;;;;;
DIALYSE;2023;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;;;330000266;1150A;;;;16;16;4119;;;;;
DIALYSE;2023;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;;;330000266;1210;;;;;46;;;;2709;;
DIALYSE;2023;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;;;330000266;121AX;;;;;27;;;;1607;;
DIALYSE;2023;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;;;330000266;121CX;;;;20;19;;;;1102;;
DIALYSE;2023;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;;;330000266;122AX;;;;1;;;;;55;;
DIALYSE;2023;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;0;1;330000266;TOT;0;;;;;;;;;;
DIALYSE;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;;;330796392;1130X;;;;12;;3290;;;;;
DIALYSE;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;0;0;330796392;TOT;0;;;;;;1;;;;
DIALYSE;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;;;330781196;112BA;;;;32;147;17183;;;;;
DIALYSE;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;;;330781196;112BE;;;;2;4;298;;;;;
DIALYSE;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;;;330781196;1130X;;;;4;16;2244;;;;;
DIALYSE;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;;;330781196;1210;;;;;23;;;;;;
DIALYSE;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;;;330781196;121AX;;;;;15;;;;;;
DIALYSE;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;;;330781196;121CX;;;;;8;;;;;;
DIALYSE;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;1;1;330781196;TOT;0;;;;;;3579;;;226;17
DIALYSE;2023;330783374;CENTRE D'HEMODIALYSE PBNA;;;330000274;112AX;;;;1;;83;;;;;
DIALYSE;2023;330783374;CENTRE D'HEMODIALYSE PBNA;;;330000274;112BA;;;;40;136;22512;;;;;
DIALYSE;2023;330783374;CENTRE D'HEMODIALYSE PBNA;;;330000274;1130X;;;;12;16;2652;;;;;
DIALYSE;2023;330783374;CENTRE D'HEMODIALYSE PBNA;;;330000274;1150A;;;;1;1;339;;;;;
DIALYSE;2023;330783374;CENTRE D'HEMODIALYSE PBNA;;;330000274;1210;;;;;12;;;;631;;
DIALYSE;2023;330783374;CENTRE D'HEMODIALYSE PBNA;;;330000274;121AX;;;;;7;;;;394;;
DIALYSE;2023;330783374;CENTRE D'HEMODIALYSE PBNA;;;330000274;121CX;;;;8;5;;;;237;;
DIALYSE;2023;330783374;CENTRE D'HEMODIALYSE PBNA;;;330000274;122AX;;;;1;0;;;;4;;
DIALYSE;2023;330783374;CENTRE D'HEMODIALYSE PBNA;1;1;330000274;TOT;0;;;;;;0;2;;94;4
DIALYSE;2023;330795295;ANTENNE AUTODIALYSE CADDD;;;330007386;1140X;;;;8;27;4002;;;;;
DIALYSE;2023;330795295;ANTENNE AUTODIALYSE CADDD;0;0;330007386;TOT;0;;;;;;0;4;;;
DIALYSE;2023;330795303;ANTENNE AUTODIALYSE CADDD;;;330007386;1140X;;;;7;0;0;;;;;
DIALYSE;2023;330795303;ANTENNE AUTODIALYSE CADDD;0;0;330007386;TOT;0;;;;;;;2;;;
DIALYSE;2023;330795303;ANTENNE AUTODIALYSE CADDD;;;330007386;VACAN;;;;6;;;;;;;
DIALYSE;2023;330802364;ANTENNE AUTODIALYSE CADDD;;;330007386;1140X;;;;12;28;4481;;;;;
DIALYSE;2023;330802364;ANTENNE AUTODIALYSE CADDD;0;0;330007386;TOT;0;;;;;;0;4;;;
DIALYSE;2023;330802364;ANTENNE AUTODIALYSE CADDD;;;330007386;VACAN;;;;6;;;;;;;
DIALYSE;2023;340009539;NEPHROLOGIE DIALYSE ST GUILHEM SETE;;;340009489;112AX;;;;2;3;2558;;;;;
DIALYSE;2023;340009539;NEPHROLOGIE DIALYSE ST GUILHEM SETE;;;340009489;112BA;;;;24;93;14184;;;;;
DIALYSE;2023;340009539;NEPHROLOGIE DIALYSE ST GUILHEM SETE;;;340009489;1130X;;;;4;16;1979;;;;;
DIALYSE;2023;340009539;NEPHROLOGIE DIALYSE ST GUILHEM SETE;;;340009489;1140X;;;;0;22;0;;;;;
DIALYSE;2023;340009539;NEPHROLOGIE DIALYSE ST GUILHEM SETE;1;0;340009489;TOT;0;;;;;;0;4;;;
DIALYSE;2023;340013119;AIDER SANTE UAD GRABELS CORDIER 1;;;340000264;1140X;;;;24;52;8135;;;;;
DIALYSE;2023;340013168;AIDER SANTE UDM CL MIROUZE MTP;;;340000264;112AX;;;;12;23;5129;;;;;
DIALYSE;2023;340013168;AIDER SANTE UDM CL MIROUZE MTP;;;340000264;1130X;;;;29;99;14424;;;;;
DIALYSE;2023;340013168;AIDER SANTE UDM CL MIROUZE MTP;0;0;340000264;TOT;1;5;150;;;;0;2;;27;0
DIALYSE;2023;340013218;AIDER SANTE UAD UDM CL ST LOUIS GANGES;;;340000264;112AX;;;;1;3;581;;;;;
DIALYSE;2023;340013218;AIDER SANTE UAD UDM CL ST LOUIS GANGES;;;340000264;1130X;;;;4;8;1276;;;;;
DIALYSE;2023;340013218;AIDER SANTE UAD UDM CL ST LOUIS GANGES;;;340000264;1140X;;;;1;1;133;;;;;
DIALYSE;2023;340013218;AIDER SANTE UAD UDM CL ST LOUIS GANGES;0;0;340000264;TOT;0;;;;;;0;1;;0;0
DIALYSE;2023;340013259;AIDER SANTE UAD BEDARIEUX;;;340000264;1140X;;;;7;5;691;;;;;
DIALYSE;2023;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;;;340000264;112AX;;;;1;4;956;;;;;
DIALYSE;2023;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;;;340000264;1130X;;;;8;37;5024;;;;;
DIALYSE;2023;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;;;340000264;1140X;;;;1;;126;;;;;
DIALYSE;2023;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;0;0;340000264;TOT;0;;;;;;0;1;;0;0
DIALYSE;2023;340013358;AIDER SANTE UAD BOUZIGUES;;;340000264;1140X;;;;6;8;1668;;;;;
DIALYSE;2023;340013499;AIDER SANTE UAD VILLENEUVE LES BEZIERS;;;340000264;1140X;;;;12;42;5951;;;;;
DIALYSE;2023;340015999;NEPHROCARE CH BEZIERS NEWCO 2;;;940023831;112AX;;;;1;12;1594;;;;;
DIALYSE;2023;340015999;NEPHROCARE CH BEZIERS NEWCO 2;;;940023831;112BA;;;;39;516;20331;;;;;
DIALYSE;2023;340015999;NEPHROCARE CH BEZIERS NEWCO 2;;;940023831;1130X;;;;16;192;10890;;;;;
DIALYSE;2023;340015999;NEPHROCARE CH BEZIERS NEWCO 2;1;0;940023831;TOT;0;;;;;;0;2;;102;0
DIALYSE;2023;340015999;NEPHROCARE CH BEZIERS NEWCO 2;;;940023831;VACAN;;;;1;12;921;;;;;
DIALYSE;2023;340016005;NEPHROCARE UAD POL SANTE LUNEL NEWCO 4;;;940023856;1140X;;;;11;17;2886;;;;;
DIALYSE;2023;340017292;NEPHROLOGIE DIALYSE UAD PAYS D'AGDE;;;340009489;1140X;;;;13;27;4555;;;;;
DIALYSE;2023;340019603;GCS HELP HOP LAPEYRONIE MONTPELLIER;;;340019587;112AX;;;;1;9;1764;;;;;
DIALYSE;2023;340019603;GCS HELP HOP LAPEYRONIE MONTPELLIER;;;340019587;112BA;;;;15;48;6637;;;;;
DIALYSE;2023;340019603;GCS HELP HOP LAPEYRONIE MONTPELLIER;1;0;340019587;TOT;0;;;;;;0;;;0;0
