BOR;AN;FI;RS;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFLIB_PM;USP_EFFLIB_PMPAL;USP_EFFLIB_CADRES;USP_EFFLIB_IDE;USP_EFFLIB_IDEPAL;USP_EFFLIB_AIDES;USP_EFFLIB_PSY;USP_EFFLIB_PNMAUT;USP_ETPSAL_PM;USP_ETPSAL_PMPAL;USP_ETPSAL_CADRES;USP_ETPSAL_IDE;USP_ETPSAL_IDEPAL;USP_ETPSAL_AIDES;USP_ETPSAL_PSY;USP_ETPSAL_PNMAUT;EMSP_EFFLIB_PM;EMSP_EFFLIB_PMPAL;EMSP_EFFLIB_CADRES;EMSP_EFFLIB_IDE;EMSP_EFFLIB_IDEPAL;EMSP_EFFLIB_AIDES;EMSP_EFFLIB_PSY;EMSP_EFFLIB_PNMAUT;EMSP_ETPSAL_PM;EMSP_ETPSAL_PMPAL;EMSP_ETPSAL_CADRES;EMSP_ETPSAL_IDE;EMSP_ETPSAL_IDEPAL;EMSP_ETPSAL_AIDES;EMSP_ETPSAL_PSY;EMSP_ETPSAL_PNMAUT
PALIA;2023;600000467;CH GHPSO CREIL;600101984;1;6;;;24;0;;;;;;;1;8038;19;8;645;46;599;;353;8;21;10;;;;;;;;;;;;;;;;;;;;;;;;;0.9;0.9;0.1;2.81;2.81;;0.5;1
PALIA;2023;600010094;SSR HL CRÈVECOEUR-LE-GRAND;600100580;1;3;3;0;57;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;600100101;CH AP-HP LIANCOURT;750712184;0;;;;;0;;;;;;;1;34;0;0;0;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;1;4;;;68;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;600100184;CLINIQUE DU VALOIS;920033198;1;2;0;0;22;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;600100275;LE CHATEAU DU TILLET;750034589;1;7;7;0;43;0;;;;;;;1;129;0;0;0;0;0;0;43;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.82;1.5;2;17.79;3;1;0.8;0.8
PALIA;2023;600100754;POLYCLINIQUE SAINT CÔME;600000228;1;8;4;;47;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;600113476;CH CHICN COMPIÈGNE;600100721;1;16;0;;318;1;1;12;207;;;;1;8768;28;3;1427;485;659;283;738;;32;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;1;4;;;119;0;;;;;;;1;1355;9;5;51;16;0;35;147;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.87;0;0;0.13;0
PALIA;2023;610000051;CHICAM - SITE ALENCON;610780082;0;;;;;0;;;;;;;1;2278;17;7;4092;370;3340;1267;637;;84;40;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;0.8;1;
PALIA;2023;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;1;4;0;0;220;0;;;;;;;1;1941;4;2;436;32;153;237;204;0;21;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;
PALIA;2023;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;1;3;;;53;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;610000085;HOPITAL LOCAL - BELLEME;610780132;1;1;;;14;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;610000093;CENTRE HOSPITALIER - SEES;610780140;1;5;;;52;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;0;0;;0;0;0;;;;;;;;;;;;;;;;
PALIA;2023;610000119;CH  JACQUES MONOD  - FLERS;610780165;1;8;0;0;225;0;;;;;;;1;834;18;5;1076;72;226;778;408;4;4;9;;;;;;;;;;;;;;;;;;;;;;;;;0.4;0.4;0;0.8;0.8;0;1;1.1
PALIA;2023;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;1;3;0;0;26;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;620000034;CH ARRAS;620100057;1;8;0;0;291;0;;;;;;;1;2712;10;3;1490;805;685;0;276;0;178;0;;;;;;;;;;;;;;;;;;;;;;;;;1.5;1.5;;1.34;;;;0.16
PALIA;2023;620000059;CH BAPAUME;620100073;1;5;5;0;35;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;620000067;CENTRE HOSPITALIER DU TERNOIS;620100081;1;5;5;;6;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2023;620000224;CH BETHUNE;620100651;0;;;;;1;1;9;229;;;;1;4485;30;7;1657;178;548;931;780;;;;;;;;;;;;1.94;1.94;;1.39;;;0.94;;;;;;;;;;1.6;1.6;0.5;10.44;;9.21;1;3.3
PALIA;2023;620000240;CH HENIN BEAUMONT;620100677;1;3;;;18;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;620000257;CH LENS;620100685;0;;;;;1;1;10;295;;;;1;3710;10;3;755;43;196;;589;;;;;;;;;;;;1.78;1.78;0.5;8.8;;9.03;1.35;1;;;;;;;;;1.6;1.6;0.5;1.35;;;0.5;
PALIA;2023;620000299;CH AIRE SUR LA LYS;620101295;1;4;4;;47;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;620000323;CH CALAIS;620101337;0;;;;;1;1;10;407;;;4;1;3611;11;3;261;;;;663;4;12;29;;;;;;;;;2.78;;0.8;9.2;;8.69;0.5;2.21;;;;;;;;;1.29;;0.2;3.33;;;1;
PALIA;2023;620000349;CH REGION DE ST OMER;620101360;1;5;2;0;7;1;1;10;341;;;9;1;1945;13;2;816;138;679;9;586;3;56;2;;;;;;;;;2.2;;0.5;10.05;;7.83;0.3;1.71;;;;;;;;;0.67;;0.1;1;;;1;0.1
PALIA;2023;620000653;CH BOULOGNE-SUR-MER;620103440;1;13;4;0;745;0;;;;;;;1;4892;17;2;57;1;38;18;713;4;6;70;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;1.64;;;1;0.53
PALIA;2023;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;1;2;;;88;0;;;;;;;1;2488;7;;133;;133;;505;;24;;;;;;;;;;;;;;;;;;;;;;;;;;1.56;;0.07;1;;0.56;0.92;0.36
PALIA;2023;620003350;HOPITAL DE RIAUMONT;620001834;1;10;3;7;82;0;;;;;;;1;1071;27;4;2147;1798;349;0;469;0;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7;1.7;0;2;2;0;1;0.5
PALIA;2023;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;0;;;;;0;;;;;;;1;1696;;1522;;;;;3661;;;;;;;;;;;;0.8;;0;1.91;;0;0.47;0;;;;;;;;;;;;;;;;
PALIA;2023;620012948;CLINIQUE MAHAUT DE TERMONDE;620000265;0;;;;;1;2;10;;109;;;0;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;1;5;;;7;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;0;;;;;1;1;12;315;;;47;0;;;;;;;;;;;;;;;;;;;;1.75;1.75;0.5;12.34;3.6;13.1;0.5;;;;;;;;;;;;;;;;;
PALIA;2023;620100487;CLINIQUE DES ACACIAS;620000125;0;;;;;1;2;10;0;120;;8;0;;;;;;;;;;;;1;1;;;;;;;0;;0.5;6.3;3;7.55;0.5;1.3;;;;;;;;;;;;;;;;
PALIA;2023;620101311;CLINIQUE DES 2 CAPS;620027763;1;2;0;0;70;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;620102954;SSR FILIERIS BULLY LES MINES SURGEON;750050759;1;5;5;;11;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;620105940;POLYCLINIQUE DU TERNOIS;620000950;1;3;0;0;21;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;620106203;SSR FILIERIS BRUAY BUISSIERE ROSERAIE;750050759;1;4;4;0;2;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;620117606;SSR FILIERIS AUCHEL LA MANAIE;750050759;1;4;4;0;5;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;620118513;CENTRE MCO COTE D'OPALE;620002915;0;;;;;1;1;10;258;;;;0;;;;;;;;;;;;;;;;;;;;1.06;0.8;;5.56;;8.24;;1;;;;;;;;;;;;;;;;
PALIA;2023;630000016;CH DU MONT DORE;630180032;1;3;0;0;46;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;1;6;;;1;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;630000412;CH D'AMBERT;630780997;1;4;0;0;48;0;;;;;;;1;333;9;0;144;;;;7;0;552;430;;;;;;;;;;;;;;;;;;;;;;;;;0.4;0.4;0.1;0.8;0.8;0.8;;1
PALIA;2023;630000420;CH PAUL ARDIER ISSOIRE;630781003;1;8;0;0;185;0;;;;;;;1;1341;25;2;902;527;157;0;464;;32;3;;;;;;;;;;;;;;;;;;;;;;;;;0.7;0.7;0;1;1;0;0.2;0.5
PALIA;2023;630000446;CH DE THIERS;630781029;1;2;0;0;60;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;1;12;0;0;342;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;630000560;CH BILLOM;630781367;1;5;2;;14;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;630780179;SSR ALTERIS DE CHANAT LA MOUTEYRE;630011534;1;9;9;;90;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;630780211;POLE SANTE REPUBLIQUE;630000107;1;5;0;0;143;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;630780526;ASSO.  LES SAPINS  - CENTRE MEDICAL;630009991;1;12;12;;142;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;630781268;HOPITAL ESTAING - CHU63;630780989;1;11;;1;6;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;1;6;6;;24;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;1;4;0;0;31;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;1;2;2;;7;1;1;14;267;;;;1;1947;;;191;;;;1089;;;;;;;;;;;;2.9;2.4;0.8;12.3;6.67;12.88;1;4.41;;;;;;;;;1.9;1.9;0.2;2.8;2.8;0;1;0.2
PALIA;2023;640000162;CH COTE BASQUE;640780417;1;8;0;0;149;0;;;;;;;1;3551;30;22;752;188;167;397;877;0;193;42;;;;;;;;;;;;;;;;;;;;;;;;;2.1;;;1.75;;;1.6;1
PALIA;2023;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;1;10;0;0;266;0;;;;;;;1;1322;13;1;1254;39;84;85;461;0;40;32;;;;;;;;;;;;;;;;;;;;;;;;;0.64;0.6;;1.8;0.95;;0.72;0.5
PALIA;2023;640000410;CENTRE HOSPITALIER OLORON;640780821;1;5;0;0;71;0;;;;;;;1;2003;;;208;;;;293;;67;36;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0.3;1.1;1;0;0.4;0.8
PALIA;2023;640000600;CENTRE HOSPITALIER DE PAU;640781290;1;7;0;0;177;1;1;14;713;;;;1;8765;23;6;1466;534;287;645;869;;61;60;;;;;;;;;2.6;2.6;;;;;;;;;;;;;;;1;;;;;;;
PALIA;2023;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;1;4;;;98;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;640018206;CLINIQUE BELHARRA;640012209;1;7;;;296;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;640020715;EPS GARAZI;640020707;1;2;0;0;19;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;640780490;CAPIO CLINIQUE AGUILERA;640000212;1;5;;;11;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;640780623;CENTRE MEDICAL ANNIE ENIA;640000287;1;3;3;;17;1;1;15;322;;;;0;;;;;;;;;;;;;;;;;;;;3.26;3;0.61;10.58;3;9.5;0.82;1.23;;;;;;;;;;;;;;;;
PALIA;2023;640780714;SSR CONCHA BERRI;690793195;1;5;5;0;33;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;1;4;0;0;75;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;640780904;LE NID BEARNAIS - SSR PEDIATRIQUE;750721334;1;4;4;4;38;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;640780938;POLYCLINIQUE PAU PYRENEES SITE MARZET;640000469;1;10;;;173;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;650000045;CH TARBES LOURDES SITE LOURDES;650783160;1;4;2;0;134;0;;;;;;;1;1193;6;1;565;1;168;18;293;;28;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;650000052;CH BAGNERES DE BIGORRE;650780166;1;4;2;;53;0;;;;;;;1;394;2;3;139;;;;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;1;;0.96;1;;0.5;0.05
PALIA;2023;650000078;CH LE MONTAIGU ASTUGUE;650780190;1;2;2;;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;1;8;4;0;357;0;;;;;;;1;3464;;;211;131;4;76;538;;;;;;;;;;;;1.1;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;650780141;CH TARBES LOURDES SITE AYGUEROTE;650783160;1;2;2;;22;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;650780182;CH TARBES LOURDES FOURCADE SITE VIC;650783160;1;2;;;25;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;650780398;CSSR MGEN L'ARBIZON BAGNERE DE BIGORRE;750005068;1;6;6;;70;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;;0;;;1;1;0.53;1.99;;0.99;;;;;;;;;;;;;;;;;;
PALIA;2023;650780679;POLYCL L'ORMEAU SITE CENTRE TARBES;650000243;1;10;0;0;216;0;;;;;;;1;450;;;0;;;;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;1;4;0;0;38;0;;;;;;;1;363;11;6;625;0;111;511;280;4;28;32;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;0.8;;;0.5;0.29
PALIA;2023;660000084;CH PERPIGNAN;660780180;1;8;0;0;128;0;;;;;;;1;1714;46;28;522;5;123;394;743;0;518;25;;;;;;;;;;;;;;;;;;;;;;;;;1.59;1;;2.15;1;;0.58;0.5
PALIA;2023;660000167;CH PRADES;660780271;1;3;;;35;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;660009689;GCS POLE SANITAIRE CERDAN ERR;660010059;1;3;0;0;37;0;;;;;;;1;34;2;3;10;3;0;7;5;0;;0;;;;;;;;;;;;;;;;;1;;1;1;;;1;4;0.2;;0.2;0.5;;;0.5;3.3
PALIA;2023;660010174;PSR BOUFFARD VERCELLI SITE CHPERPIGNAN;110786324;1;3;3;0;3;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;660780099;SSR CL AL SOLA MONTBOLO;660000043;1;3;3;;90;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;660780156;CSSR LE VALLESPIR LE BOULOU;340015171;1;8;8;;142;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;660780743;CL ST JOSEPH DE SUPERVALTECH ST ESTEVE;660000373;1;4;4;;70;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;660780784;CL ST PIERRE PERPIGNAN;660000407;1;8;;;335;0;;;;;;;1;185;43;12;418;71;43;304;323;;;160;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1.5;;;0.8;2
PALIA;2023;660790387;POLYCL MEDIPOLE ST ROCH CABESTANY;660790379;1;8;0;0;244;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;1;19;0;1;8;1;1;10;209;;;31;0;;;;;;;;;;;;;;;;;;;;2.45;2.45;0.18;10.15;;8.83;0.9;5.78;;;;;;;;;;;;;;;;
PALIA;2023;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;1;9;4;;21;1;1;5;132;;;21;1;363;9;17;262;2;7;252;476;0;28;24;;;;;;;;;1;1;0.83;7.9;0;1.92;0.5;3.02;;;;;;;;;2.23;1.83;0.2;1.68;0;;0.5;1.06
PALIA;2023;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;1;3;0;0;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;670000215;HOPITAL DU NEUENBERG;680000643;1;4;;;66;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;1;3;3;0;51;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;670000306;CENTRE HOSPITALIER DÉPARTEMENTAL;670780584;1;5;2;;34;1;1;10;138;;;;1;311;30;10;295;1;94;173;325;11;59;10;;;;;;;;;0.8;0.8;0.12;4.98;1;4.41;0.55;0.75;;;;;;;;;1;;0.12;1.3;;;0.75;0.75
PALIA;2023;670000348;HOPITAL LOCAL DE MOLSHEIM;670780642;1;2;2;0;15;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;670000371;HOPITAL LOCAL DE ROSHEIM;670780675;1;2;2;0;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;1;4;;;19;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;670002278;CLINIQUE DU RIED;920030269;1;5;5;;11;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;670014992;MAISON DE SANTE AMRESO BETHEL;670780139;1;3;3;0;58;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;670017458;CLINIQUE RHENA ASSOCIATION;670017441;1;8;8;0;3;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;670020098;GCS ICANS SITE HTP2/ICANS - ET EXPL;670016914;1;10;;;315;0;;;;;;;1;1879;;;;;;;679;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;;0.33;2.5;;0.21;1.46;5.06
PALIA;2023;670780170;CLINIQUE DE L'ORANGERIE;670000116;1;7;0;0;171;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;670780600;CENTRE MEDICAL CERRAN LIEBFRAUENTHAL;670013754;1;4;;;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;1;2;2;0;1;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;670783273;HOPITAL DE HAUTEPIERRE;670780055;1;4;;1;1;0;;;;;;;1;604;23;18;721;50;33;575;715;0;3544;543;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0.17;3.72;;;1.74;1.67
PALIA;2023;670797539;CLINIQUE DE LA TOUSSAINT;670014604;0;;;;;1;1;8;532;;;;1;206;32;;353;;;;375;;;;;;;;;;;;;;0.5;7.8;;5;0.4;;;;;;;;;;;;;2.15;;;0.75;
PALIA;2023;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;1;1;1;0;7;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;680000189;SAINT JEAN CENTRE SSR;680000643;1;2;2;;7;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;680000221;HOPITAL SAINT-VINCENT;670781293;1;2;2;0;5;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;680000312;SSR POLE DE GERONTOLOGIE SAINT DAMIEN;680015963;1;2;2;0;14;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2023;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;1;4;;;19;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;1;5;5;0;69;0;;;;;;;1;277;40;15;808;91;177;540;389;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5;1.5;0.1;3;1;;1;1
PALIA;2023;680000601;HOPITAL DE THANN;680020336;1;3;;;43;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;680000684;HOPITAL LOUIS PASTEUR;680000973;1;21;;;31;1;1;10;184;;;2;1;471;23;14;348;78;36;227;636;0;53;11;;;;;;;;;4.43;2;0;9.99;0;11.03;0;0;;;;;;;;;;;0;2.36;1;0;1.93;1
PALIA;2023;680000692;HOP INTERCOM ENSISHEIM NEUF-BRISACH;680000981;1;2;2;;3;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;1;5;2;;31;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;680000742;HOPITAL INTERCOMMUNAL DU VAL D'ARGENT;680001054;1;3;3;;11;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;680001088;1;2;2;;16;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;680000833;HOPITAL DE RIBEAUVILLE;680001138;1;3;3;;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;680001328;CENTRE SSR MGEN ASS TROIS-EPIS;750005068;1;10;10;;94;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;680004546;HOPITAL EMILE MULLER;680020336;1;24;3;;177;1;1;9;294;;;;1;611;0;0;81;1;7;73;705;0;18;0;;;;;;;;;1.59;;0.05;11.53;;6.2;0.65;1.52;;;;;;;;;0.8;;;0.8;;;0.93;1.5
PALIA;2023;680004553;MAISON MEDICALE POUR PERSONNES AGEES;680020336;1;3;;;3;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;680007648;HAD CENTRE ALSACE;680007598;0;;;;;0;;;;;;;1;163;;;159;10;12;137;155;2;10;14;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;;1;1;;0.42;1.08
PALIA;2023;680020427;CENTRE DEPART. DE REPOS ET DE SOINS;680014495;1;3;;;35;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
